tree_id,n_dets,n_sides,naive_B1,naive_B2,naive_B3,naive_B4,naive_total,corrected_B1,corrected_B2,corrected_B3,corrected_B4,corrected_total,visibility_B1,visibility_B2,visibility_B3,visibility_B4,visibility_total,adaptive_visibility_B1,adaptive_visibility_B2,adaptive_visibility_B3,adaptive_visibility_B4,adaptive_visibility_total,adaptive_corrected_B1,adaptive_corrected_B2,adaptive_corrected_B3,adaptive_corrected_B4,adaptive_corrected_total,v6_selector_B1,v6_selector_B2,v6_selector_B3,v6_selector_B4,v6_selector_total,stacking_density_v7_B1,stacking_density_v7_B2,stacking_density_v7_B3,stacking_density_v7_B4,stacking_density_v7_total,stacking_bracketed_v7_B1,stacking_bracketed_v7_B2,stacking_bracketed_v7_B3,stacking_bracketed_v7_B4,stacking_bracketed_v7_total,entropy_modulated_v8_B1,entropy_modulated_v8_B2,entropy_modulated_v8_B3,entropy_modulated_v8_B4,entropy_modulated_v8_total,v8_entropy_stacking_B1,v8_entropy_stacking_B2,v8_entropy_stacking_B3,v8_entropy_stacking_B4,v8_entropy_stacking_total,density_scaled_vis_B1,density_scaled_vis_B2,density_scaled_vis_B3,density_scaled_vis_B4,density_scaled_vis_total,class_aware_vis_B1,class_aware_vis_B2,class_aware_vis_B3,class_aware_vis_B4,class_aware_vis_total,side_coverage_B1,side_coverage_B2,side_coverage_B3,side_coverage_B4,side_coverage_total,hybrid_vis_corr_B1,hybrid_vis_corr_B2,hybrid_vis_corr_B3,hybrid_vis_corr_B4,hybrid_vis_corr_total,ordinal_prior_B1,ordinal_prior_B2,ordinal_prior_B3,ordinal_prior_B4,ordinal_prior_total,relaxed_match_B1,relaxed_match_B2,relaxed_match_B3,relaxed_match_B4,relaxed_match_total,best_visibility_grid_B1,best_visibility_grid_B2,best_visibility_grid_B3,best_visibility_grid_B4,best_visibility_grid_total,best_class_aware_grid_B1,best_class_aware_grid_B2,best_class_aware_grid_B3,best_class_aware_grid_B4,best_class_aware_grid_total,best_relaxed_grid_B1,best_relaxed_grid_B2,best_relaxed_grid_B3,best_relaxed_grid_B4,best_relaxed_grid_total,best_ensemble_grid_B1,best_ensemble_grid_B2,best_ensemble_grid_B3,best_ensemble_grid_B4,best_ensemble_grid_total,naive_mean_ensemble_B1,naive_mean_ensemble_B2,naive_mean_ensemble_B3,naive_mean_ensemble_B4,naive_mean_ensemble_total
DAMIMAS_A21B_0732,15,4,0,0,10,5,15,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,5,3,8,0,0,5,3,8,0,0,5,3,8,0,0,5,3,8,0,0,5,3,8,0,0,5,3,8,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,1,5,3,9,0,0,1,1,2,0,0,6,3,9,0,0,6,3,9,0,0,2,2,4,0,0,5,3,8,0,0,5,3,8
DAMIMAS_A21B_0733,20,4,0,0,13,7,20,0,0,7,4,11,0,0,7,4,11,0,0,8,4,12,0,0,7,4,11,0,0,7,4,11,0,0,7,4,11,0,0,7,4,11,0,0,7,5,12,0,0,7,5,12,0,0,7,4,11,0,0,8,4,12,0,0,7,4,11,0,0,7,4,11,0,1,6,4,11,0,0,1,2,3,0,0,7,4,11,0,0,8,4,12,0,0,1,5,6,0,0,7,4,11,0,0,6,4,10
DAMIMAS_A21B_0734,14,4,1,3,8,2,14,1,2,4,1,8,1,2,4,1,8,1,2,5,1,9,0,2,4,1,7,0,2,4,1,7,0,2,4,1,7,1,2,4,1,8,1,2,4,1,8,1,2,4,1,8,1,2,4,1,8,1,2,5,1,9,1,2,4,1,8,1,2,4,1,8,1,2,4,1,8,1,1,1,1,4,1,2,4,1,8,1,2,5,1,9,1,2,2,1,6,1,2,4,1,8,1,2,4,1,8
DAMIMAS_A21B_0735,17,4,0,0,16,1,17,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,9,1,10,0,0,10,1,11,0,0,9,1,10,0,0,9,1,10,0,2,7,1,10,0,0,1,1,2,0,0,9,1,10,0,0,9,1,10,0,0,2,1,3,0,0,9,1,10,0,0,8,1,9
DAMIMAS_A21B_0736,20,4,0,2,14,4,20,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,8,3,12,0,1,8,3,12,0,1,8,2,11,0,1,9,2,12,0,1,8,2,11,0,1,8,2,11,0,1,8,2,11,0,1,1,2,4,0,1,8,2,11,0,1,8,2,11,0,1,1,2,4,0,1,8,2,11,0,1,7,2,10
DAMIMAS_A21B_0737,16,4,0,0,9,7,16,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,5,4,9,0,0,6,4,10,0,0,5,4,9,0,0,5,4,9,0,1,4,4,9,0,0,1,1,2,0,0,5,4,9,0,0,5,4,9,0,0,1,1,2,0,0,5,4,9,0,0,5,4,9
DAMIMAS_A21B_0738,14,4,0,0,11,3,14,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,6,2,8,0,0,7,2,9,0,0,6,2,8,0,0,6,2,8,0,1,5,2,8,0,0,1,2,3,0,0,6,2,8,0,0,6,2,8,0,0,1,2,3,0,0,6,2,8,0,0,6,2,8
DAMIMAS_A21B_0739,21,4,0,0,14,7,21,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,9,4,13,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,9,4,13,0,0,8,4,12,0,0,8,4,12,0,1,7,4,12,0,0,1,1,2,0,0,8,4,12,0,0,8,4,12,0,0,1,1,2,0,0,8,4,12,0,0,7,4,11
DAMIMAS_A21B_0740,21,4,1,3,11,6,21,1,2,6,4,13,1,2,6,3,12,1,2,7,4,14,1,2,6,4,13,1,2,6,4,13,1,2,6,4,13,1,2,6,4,13,1,2,6,4,13,1,2,6,4,13,1,2,6,3,12,1,2,7,3,13,1,2,6,3,12,1,2,6,3,12,1,3,5,3,12,1,3,1,1,6,1,2,6,3,12,1,2,6,3,12,1,3,1,1,6,1,2,6,4,13,1,2,6,3,12
DAMIMAS_A21B_0741,26,4,3,3,14,6,26,2,2,8,4,16,2,2,8,3,15,2,2,8,4,16,2,2,8,4,16,2,2,8,4,16,2,2,8,4,16,2,2,8,4,16,2,2,8,4,16,2,2,8,4,16,2,2,8,3,15,2,2,9,3,16,2,2,8,3,15,2,2,8,3,15,2,3,7,3,15,1,1,1,1,4,2,2,8,3,15,2,2,8,3,15,2,2,1,1,6,2,2,8,4,16,2,2,7,3,14
DAMIMAS_A21B_0742,6,4,2,1,3,0,6,1,1,2,0,4,1,1,2,0,4,1,0,2,0,3,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,1,0,3,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4,1,1,2,0,4
DAMIMAS_A21B_0743,14,4,0,0,7,7,14,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,4,4,8,0,0,1,1,2,0,0,4,4,8,0,0,4,4,8,0,0,1,1,2,0,0,4,4,8,0,0,4,4,8
DAMIMAS_A21B_0744,13,4,1,2,10,0,13,1,1,6,0,8,1,1,5,0,7,1,1,6,0,8,0,1,5,0,6,0,1,5,0,6,0,1,5,0,6,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,6,0,8,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,1,0,3,1,1,5,0,7,1,1,6,0,8,1,1,1,0,3,1,1,5,0,7,1,1,5,0,7
DAMIMAS_A21B_0745,28,4,3,3,13,9,28,2,2,7,5,16,2,2,7,5,16,2,2,8,5,17,2,2,8,6,18,2,2,7,5,16,2,2,8,6,18,2,2,8,6,18,2,2,8,6,18,2,2,8,6,18,2,2,7,5,16,2,2,8,5,17,2,2,7,5,16,2,2,7,5,16,2,2,7,5,16,1,2,1,1,5,2,2,7,5,16,2,2,8,5,17,2,2,1,1,6,2,2,8,5,17,2,2,7,5,16
DAMIMAS_A21B_0746,16,4,3,1,11,1,16,2,1,6,1,10,2,1,6,1,10,2,1,6,1,10,1,1,6,1,9,1,1,6,1,9,1,1,6,1,9,1,1,6,1,9,2,1,6,1,10,2,1,6,1,10,2,1,6,1,10,2,1,7,1,11,2,1,6,1,10,2,1,6,1,10,2,1,6,1,10,1,1,1,1,4,2,1,6,1,10,2,1,6,1,10,1,1,1,1,4,1,1,6,1,9,2,1,6,1,10
DAMIMAS_A21B_0747,32,4,0,5,17,10,32,0,3,9,6,18,0,3,10,6,19,0,3,10,6,19,0,3,11,7,21,0,3,11,7,21,0,3,11,7,21,0,3,11,7,21,0,3,11,7,21,0,3,11,7,21,0,3,10,6,19,0,3,11,5,19,0,3,10,6,19,0,3,10,6,19,0,3,10,6,19,0,1,1,1,3,0,3,9,5,17,0,3,10,5,18,0,2,3,1,6,0,3,10,6,19,0,3,9,6,18
DAMIMAS_A21B_0748,23,4,3,1,15,4,23,2,1,8,2,13,2,1,8,2,13,2,1,9,2,14,2,1,9,3,15,2,1,9,3,15,2,1,8,2,13,2,1,8,2,13,2,1,9,3,15,2,1,9,3,15,2,1,8,2,13,2,1,9,2,14,2,1,8,2,13,2,1,8,2,13,2,1,8,2,13,2,1,1,1,5,2,1,8,2,13,2,1,9,2,14,2,1,1,1,5,2,1,9,2,14,2,1,8,2,13
DAMIMAS_A21B_0749,26,4,4,3,16,3,26,2,2,9,2,15,2,2,9,2,15,2,2,10,2,16,2,2,9,2,15,2,2,9,2,15,2,2,9,2,15,2,2,9,2,15,2,2,9,2,15,2,2,9,2,15,2,2,9,2,15,2,2,10,2,16,2,2,9,2,15,2,2,9,2,15,2,2,9,2,15,2,1,1,2,6,2,2,9,2,15,2,2,9,2,15,2,2,2,2,8,2,2,9,2,15,2,2,8,2,14
DAMIMAS_A21B_0750,11,4,0,0,9,2,11,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,6,1,7,0,0,5,1,6,0,0,5,1,6,0,0,5,1,6,0,0,1,1,2,0,0,5,1,6,0,0,5,1,6,0,0,1,2,3,0,0,5,1,6,0,0,5,1,6
DAMIMAS_A21B_0751,21,4,4,5,11,1,21,2,3,6,1,12,2,3,6,1,12,2,3,7,1,13,2,3,6,1,12,2,3,6,1,12,2,3,6,1,12,2,3,6,1,12,2,3,6,1,12,2,3,6,1,12,2,3,6,1,12,2,3,7,1,13,2,3,6,1,12,2,3,6,1,12,2,3,6,1,12,1,1,1,1,4,2,3,6,1,12,2,3,6,1,12,2,2,1,1,6,2,3,6,1,12,2,3,6,1,12
DAMIMAS_A21B_0752,13,4,2,2,9,0,13,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,6,0,8,1,1,5,0,7,1,1,5,0,7,1,1,5,0,7,1,1,1,0,3,1,1,5,0,7,1,1,5,0,7,1,2,1,0,4,1,1,5,0,7,1,1,5,0,7
DAMIMAS_A21B_0753,17,4,3,1,13,0,17,2,1,7,0,10,2,1,7,0,10,2,1,8,0,11,1,1,7,0,9,1,1,7,0,9,1,1,7,0,9,1,1,7,0,9,2,1,7,0,10,2,1,7,0,10,2,1,7,0,10,2,1,8,0,11,2,1,7,0,10,2,1,7,0,10,2,1,7,0,10,1,1,1,0,3,2,1,7,0,10,2,1,8,0,11,1,1,1,0,3,1,1,7,0,9,2,1,7,0,10
DAMIMAS_A21B_0754,3,3,1,0,2,0,3,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,2,1,0,2,0,3,1,0,1,0,2,1,0,1,0,2,1,0,2,0,3,1,0,1,0,2,1,0,1,0,2
DAMIMAS_A21B_0755,18,4,2,3,9,4,18,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,3,11,1,2,5,3,11,1,2,5,2,10,1,2,6,2,11,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,1,1,1,4,1,2,5,2,10,1,2,5,2,10,2,2,1,2,7,1,2,5,2,10,1,2,5,2,10
DAMIMAS_A21B_0756,24,4,0,0,19,5,24,0,0,11,3,14,0,0,10,3,13,0,0,11,3,14,0,0,11,3,14,0,0,10,3,13,0,0,11,3,14,0,0,11,3,14,0,0,11,3,14,0,0,11,3,14,0,0,10,3,13,0,0,12,3,15,0,0,10,3,13,0,0,10,3,13,0,0,10,3,13,0,0,1,1,2,0,0,10,3,13,0,0,11,3,14,0,0,1,1,2,0,0,11,3,14,0,0,10,3,13
DAMIMAS_A21B_0757,22,4,1,2,19,0,22,1,1,11,0,13,1,1,10,0,12,1,1,11,0,13,1,1,11,0,13,1,1,10,0,12,1,1,11,0,13,1,1,11,0,13,1,1,11,0,13,1,1,11,0,13,1,1,10,0,12,1,1,12,0,14,1,1,10,0,12,1,1,10,0,12,1,1,10,0,12,1,1,1,0,3,1,1,10,0,12,1,1,11,0,13,1,1,1,0,3,1,1,11,0,13,1,1,10,0,12
DAMIMAS_A21B_0758,9,4,2,3,2,2,9,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,2,1,1,5,1,1,1,1,4,1,2,1,1,5,1,2,1,1,5,2,1,1,2,6,1,2,1,1,5,1,2,1,1,5
DAMIMAS_A21B_0759,21,4,0,0,14,7,21,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,9,4,13,0,0,8,4,12,0,0,8,4,12,0,0,8,4,12,0,0,1,1,2,0,0,8,4,12,0,0,8,4,12,0,0,1,1,2,0,0,8,4,12,0,0,7,4,11
DAMIMAS_A21B_0760,17,4,0,0,12,5,17,0,0,7,3,10,0,0,6,3,9,0,0,7,3,10,0,0,7,3,10,0,0,7,3,10,0,0,7,3,10,0,0,7,3,10,0,0,7,3,10,0,0,7,3,10,0,0,6,3,9,0,0,7,3,10,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,1,1,2,0,0,7,3,10,0,0,7,3,10,0,0,1,1,2,0,0,7,3,10,0,0,6,3,9
DAMIMAS_A21B_0761,23,4,2,3,10,8,23,1,2,6,5,14,1,2,5,4,12,1,2,6,5,14,1,2,6,5,14,1,2,6,5,14,1,2,6,5,14,1,2,6,5,14,1,2,6,5,14,1,2,6,5,14,1,2,5,4,12,1,2,6,4,13,1,2,5,4,12,1,2,5,4,12,1,2,5,4,12,1,2,1,1,5,1,2,5,4,12,1,2,6,4,13,2,2,1,1,6,1,2,6,5,14,1,2,5,4,12
DAMIMAS_A21B_0762,6,3,0,1,5,0,6,0,1,3,0,4,0,1,3,0,4,0,0,3,0,3,0,1,3,0,4,0,1,3,0,4,0,1,2,0,3,0,1,2,0,3,0,1,3,0,4,0,1,3,0,4,0,1,3,0,4,0,1,3,0,4,0,1,3,0,4,0,1,3,0,4,0,1,3,0,4,0,1,1,0,2,0,1,3,0,4,0,1,3,0,4,0,1,1,0,2,0,1,3,0,4,0,1,3,0,4
DAMIMAS_A21B_0763,2,2,0,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
DAMIMAS_A21B_0764,11,4,0,2,5,4,11,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,3,3,7,0,1,3,3,7,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,3,2,6,0,1,1,1,3,0,1,3,2,6,0,1,3,2,6,0,1,1,1,3,0,1,3,2,6,0,1,3,2,6
DAMIMAS_A21B_0765,18,4,3,2,8,5,18,2,1,4,3,10,2,1,4,3,10,2,1,5,3,11,2,1,4,3,10,2,1,4,3,10,1,1,4,3,9,1,1,4,3,9,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,2,1,5,3,11,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,1,1,1,1,4,2,1,4,3,10,2,1,5,3,11,1,2,1,1,5,2,1,4,3,10,2,1,4,3,10
DAMIMAS_A21B_0766,12,4,2,1,4,5,12,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,3,3,8,1,1,2,3,7,1,1,2,3,7,1,1,2,3,7,1,1,1,1,4,1,1,2,3,7,1,1,2,3,7,2,1,1,1,5,1,1,2,3,7,1,1,2,3,7
DAMIMAS_A21B_0767,16,4,3,4,7,2,16,2,2,4,1,9,2,2,4,1,9,2,2,4,1,9,1,2,4,1,8,1,2,4,1,8,1,2,4,1,8,1,2,4,2,9,2,2,4,2,10,2,2,4,2,10,2,2,4,1,9,2,2,4,1,9,2,2,4,2,10,2,2,4,1,9,2,2,4,1,9,1,1,1,2,5,2,2,4,1,9,2,2,4,1,9,1,1,2,2,6,1,2,4,1,8,2,2,4,1,9
DAMIMAS_A21B_0768,15,4,4,3,8,0,15,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8,2,2,5,0,9,2,2,4,0,8,2,2,4,0,8,2,2,4,0,8,1,2,1,0,4,2,2,4,0,8,2,2,5,0,9,1,2,1,0,4,2,2,4,0,8,2,2,4,0,8
DAMIMAS_A21B_0769,26,4,0,2,19,5,26,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,1,12,3,16,0,1,11,3,15,0,1,11,3,15,0,1,11,3,15,0,2,1,1,4,0,1,11,3,15,0,1,11,3,15,0,2,2,2,6,0,1,11,3,15,0,1,10,3,14
DAMIMAS_A21B_0770,16,4,0,2,12,2,16,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,8,1,10,0,1,7,1,9,0,1,7,1,9,0,1,7,1,9,0,1,1,1,3,0,1,7,1,9,0,1,7,1,9,0,1,1,2,4,0,1,7,1,9,0,1,6,1,8
DAMIMAS_A21B_0771,15,4,0,4,9,2,15,0,2,5,1,8,0,2,5,1,8,0,2,5,1,8,0,2,5,1,8,0,2,5,1,8,0,2,5,1,8,0,2,5,2,9,0,2,5,2,9,0,2,5,2,9,0,2,5,1,8,0,2,6,1,9,0,2,5,2,9,0,2,5,1,8,0,2,5,1,8,0,1,1,2,4,0,2,5,1,8,0,2,5,1,8,0,2,1,2,5,0,2,5,1,8,0,2,5,1,8
DAMIMAS_A21B_0772,9,4,3,1,4,1,9,2,1,2,1,6,2,1,2,1,6,2,1,2,1,6,1,1,2,1,5,1,1,2,1,5,1,1,2,1,5,2,1,2,1,6,2,1,2,1,6,2,1,2,1,6,2,1,2,1,6,2,1,2,1,6,2,1,2,1,6,2,1,2,1,6,2,1,2,1,6,1,1,1,1,4,2,1,2,1,6,2,1,2,1,6,1,1,2,1,5,1,1,2,1,5,2,1,2,1,6
DAMIMAS_A21B_0773,16,4,1,4,9,2,16,1,2,5,1,9,1,2,5,1,9,1,2,5,1,9,0,2,5,1,8,0,2,5,1,8,0,2,5,1,8,1,2,5,2,10,1,2,5,2,10,1,2,5,2,10,1,2,5,1,9,1,3,6,1,11,1,2,5,2,10,1,2,5,1,9,1,2,5,1,9,1,1,1,2,5,1,2,5,1,9,1,2,5,1,9,1,2,1,2,6,1,2,5,1,9,1,2,5,1,9
DAMIMAS_A21B_0774,8,4,1,1,6,0,8,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,0,1,3,0,4,0,1,3,0,4,0,1,3,0,4,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,4,0,6,1,1,3,0,5,1,1,3,0,5,1,1,3,0,5,1,1,1,0,3,1,1,3,0,5,1,1,4,0,6,1,1,1,0,3,1,1,3,0,5,1,1,3,0,5
DAMIMAS_A21B_0775,17,4,0,3,13,1,17,0,2,7,1,10,0,2,7,1,10,0,2,8,1,11,0,2,7,1,10,0,2,7,1,10,0,2,7,1,10,0,2,7,1,10,0,2,7,1,10,0,2,7,1,10,0,2,7,1,10,0,2,8,1,11,0,2,7,1,10,0,2,7,1,10,0,2,7,1,10,0,2,1,1,4,0,2,7,1,10,0,2,8,1,11,0,2,2,1,5,0,2,7,1,10,0,2,7,1,10
DAMIMAS_A21B_0776,17,4,2,2,9,4,17,1,1,5,2,9,1,1,5,2,9,1,1,5,2,9,1,1,5,2,9,1,1,5,2,9,1,1,5,2,9,1,1,5,2,9,1,1,5,3,10,1,1,5,3,10,1,1,5,2,9,1,1,6,2,10,1,1,5,2,9,1,1,5,2,9,1,1,5,2,9,2,2,1,1,6,1,1,5,2,9,1,1,5,2,9,2,2,1,2,7,1,1,5,2,9,1,1,5,2,9
DAMIMAS_A21B_0777,18,4,4,1,6,7,18,2,1,3,4,10,2,1,3,4,10,2,1,3,4,10,2,1,3,4,10,2,1,3,4,10,2,1,3,4,10,2,1,4,4,11,2,1,4,5,12,2,1,4,5,12,2,1,3,4,10,2,1,4,4,11,2,1,4,4,11,2,1,3,4,10,2,1,3,4,10,1,1,1,3,6,2,1,3,4,10,2,1,3,4,10,1,1,3,5,10,2,1,3,4,10,2,1,3,4,10
DAMIMAS_A21B_0778,9,4,0,0,5,4,9,0,0,3,2,5,0,0,3,2,5,0,0,3,2,5,0,0,3,2,5,0,0,3,2,5,0,0,3,2,5,0,0,3,2,5,0,0,3,2,5,0,0,3,2,5,0,0,3,2,5,0,0,3,2,5,0,0,3,2,5,0,0,3,2,5,0,0,3,2,5,0,0,1,1,2,0,0,3,2,5,0,0,3,2,5,0,0,2,1,3,0,0,3,2,5,0,0,3,2,5
DAMIMAS_A21B_0779,14,4,3,2,8,1,14,2,1,4,1,8,2,1,4,1,8,2,1,4,1,8,1,1,4,1,7,1,1,4,1,7,1,1,4,1,7,1,1,4,1,7,2,1,4,1,8,2,1,4,1,8,2,1,4,1,8,2,1,5,1,9,2,1,4,1,8,2,1,4,1,8,2,1,4,1,8,1,1,1,1,4,2,1,4,1,8,2,1,5,1,9,2,2,1,1,6,1,1,4,1,7,2,1,4,1,8
DAMIMAS_A21B_0810,46,8,2,3,27,14,46,1,2,15,8,26,1,2,14,7,24,1,2,16,8,27,1,2,19,10,32,1,2,19,10,32,1,2,16,9,28,1,2,16,9,28,1,2,16,10,29,1,2,16,10,29,1,2,15,7,25,1,2,17,7,27,1,2,14,7,24,1,2,16,8,27,1,2,14,7,24,1,1,1,1,4,1,2,15,7,25,1,2,16,7,26,1,1,1,1,4,1,2,16,8,27,1,2,14,7,24
DAMIMAS_A21B_0811,48,8,3,11,32,2,48,2,6,18,1,27,2,6,17,1,26,2,7,19,1,29,2,8,22,1,33,2,8,22,1,33,2,7,20,1,30,2,7,20,1,30,2,7,20,2,31,2,7,20,2,31,2,6,18,1,27,2,7,20,1,30,2,6,17,1,26,2,7,19,1,29,2,6,17,1,26,1,1,1,1,4,2,6,17,1,26,2,6,19,1,28,1,1,1,1,4,2,7,19,1,29,2,6,17,1,26
DAMIMAS_A21B_0812,39,8,3,15,20,1,39,2,8,11,1,22,2,8,11,1,22,2,9,12,1,24,2,10,13,1,26,2,10,13,1,26,2,9,12,1,24,2,9,12,1,24,2,9,12,1,24,2,9,12,1,24,2,8,12,1,23,2,9,12,1,24,2,8,11,1,22,2,9,12,1,24,2,8,11,1,22,1,1,1,1,4,2,8,11,1,22,2,9,12,1,24,1,1,1,1,4,2,9,12,1,24,2,8,11,1,22
DAMIMAS_A21B_0813,23,8,3,0,10,10,23,2,0,6,6,14,2,0,5,5,12,2,0,6,6,14,2,0,6,6,14,2,0,6,6,14,2,0,6,6,14,2,0,6,6,14,2,0,6,6,14,2,0,6,6,14,2,0,5,5,12,2,0,6,5,13,2,0,5,5,12,2,0,5,5,12,2,0,5,5,12,1,0,1,1,3,2,0,5,5,12,2,0,6,5,13,1,0,1,3,5,2,0,6,6,14,2,0,5,5,12
DAMIMAS_A21B_0814,24,8,0,0,20,4,24,0,0,11,2,13,0,0,11,2,13,0,0,12,2,14,0,0,12,3,15,0,0,11,2,13,0,0,11,3,14,0,0,11,3,14,0,0,11,3,14,0,0,11,3,14,0,0,11,2,13,0,0,12,2,14,0,0,11,2,13,0,0,11,2,13,0,0,11,2,13,0,0,1,1,2,0,0,11,2,13,0,0,12,2,14,0,0,1,1,2,0,0,12,2,14,0,0,10,2,12
DAMIMAS_A21B_0815,51,8,2,13,31,5,51,1,7,17,3,28,1,7,17,3,28,1,8,18,3,30,1,9,21,4,35,1,9,21,4,35,1,9,20,4,34,1,9,20,4,34,1,9,20,4,34,1,9,20,4,34,1,8,18,3,30,1,8,19,3,31,1,7,17,3,28,1,8,19,3,31,1,7,17,3,28,1,1,1,2,5,1,7,17,3,28,1,8,18,3,30,2,1,1,2,6,1,8,18,3,30,1,7,16,3,27
DAMIMAS_A21B_0816,45,8,5,12,25,3,45,3,7,14,2,26,3,6,13,2,24,3,7,15,2,27,3,8,17,2,30,3,8,17,2,30,3,8,16,2,29,3,8,16,2,29,3,8,17,3,31,3,8,17,3,31,3,6,14,2,25,3,7,15,2,27,3,6,13,2,24,3,7,15,2,27,3,6,13,2,24,1,1,1,2,5,3,7,13,2,25,3,7,14,2,26,1,1,1,2,5,3,7,15,2,27,3,6,13,2,24
