T_y,T_s,lam_s,lam_adj,iou_intra,T_cost,adjacent_only,T_y_opp,mutual_best,per_class_T_y,n,pct_exact,pct_within_1,pct_within_2,mae_total,mae_B1,mae_B2,mae_B3,mae_B4
0.15,3.0,0.3,0.0,0.5,0.4795846866004329,False,,False,{'B3': 0.05},197,0.1319796954314721,0.37055837563451777,0.5888324873096447,2.3197969543147208,0.30456852791878175,0.6700507614213198,1.116751269035533,0.5939086294416244
0.15,3.0,0.3,0.0,0.5,0.4795846866004329,False,,False,{'B3': 0.07},197,0.09137055837563451,0.27411167512690354,0.48223350253807107,2.715736040609137,0.30456852791878175,0.6700507614213198,1.4213197969543148,0.5939086294416244
0.15,3.0,0.3,0.0,0.5,0.4795846866004329,False,0.03,False,{},197,0.050761421319796954,0.23857868020304568,0.41116751269035534,3.0406091370558377,0.29949238578680204,0.6649746192893401,1.766497461928934,0.5532994923857868
0.15,3.0,0.3,0.0,0.5,0.4795846866004329,False,0.03,False,{'B3': 0.03},197,0.15228426395939088,0.45685279187817257,0.7055837563451777,1.9644670050761421,0.29949238578680204,0.6649746192893401,1.0050761421319796,0.5532994923857868
0.15,3.0,0.3,0.0,0.5,0.4795846866004329,False,0.03,False,{'B3': 0.05},197,0.13705583756345177,0.38578680203045684,0.6192893401015228,2.238578680203046,0.29949238578680204,0.6649746192893401,1.0964467005076142,0.5532994923857868
0.15,3.0,0.3,0.0,0.5,0.4795846866004329,False,0.03,False,{'B3': 0.07},197,0.09644670050761421,0.3299492385786802,0.5177664974619289,2.548223350253807,0.29949238578680204,0.6649746192893401,1.3147208121827412,0.5532994923857868
0.15,3.0,0.3,0.0,0.5,0.4795846866004329,False,,True,{},197,0.07106598984771574,0.2131979695431472,0.43147208121827413,2.83248730964467,0.38071065989847713,0.5532994923857868,1.583756345177665,0.47715736040609136
0.15,3.0,0.3,0.0,0.5,0.4795846866004329,False,,True,{'B3': 0.03},197,0.06091370558375635,0.2131979695431472,0.40609137055837563,3.0,0.38071065989847713,0.5532994923857868,1.781725888324873,0.47715736040609136
0.15,3.0,0.3,0.0,0.5,0.4795846866004329,False,,True,{'B3': 0.05},197,0.06598984771573604,0.20812182741116753,0.43147208121827413,2.8883248730964466,0.38071065989847713,0.5532994923857868,1.6598984771573604,0.47715736040609136
0.15,3.0,0.3,0.0,0.5,0.4795846866004329,False,,True,{'B3': 0.07},197,0.05583756345177665,0.2131979695431472,0.4365482233502538,2.8934010152284264,0.38071065989847713,0.5532994923857868,1.6548223350253808,0.47715736040609136
