tree_id,split,n_dets,n_sides,M01_selector_b2b3_B1,M01_selector_b2b3_B2,M01_selector_b2b3_B3,M01_selector_b2b3_B4,M01_selector_b2b3_total,M02_selector_trifurc_B1,M02_selector_trifurc_B2,M02_selector_trifurc_B3,M02_selector_trifurc_B4,M02_selector_trifurc_total,M03_blend_geometric_B1,M03_blend_geometric_B2,M03_blend_geometric_B3,M03_blend_geometric_B4,M03_blend_geometric_total,M04_blend_floor_clamped_B1,M04_blend_floor_clamped_B2,M04_blend_floor_clamped_B3,M04_blend_floor_clamped_B4,M04_blend_floor_clamped_total,M05_blend_vis_divide_B1,M05_blend_vis_divide_B2,M05_blend_vis_divide_B3,M05_blend_vis_divide_B4,M05_blend_vis_divide_total,M06_weight_visibility_B1,M06_weight_visibility_B2,M06_weight_visibility_B3,M06_weight_visibility_B4,M06_weight_visibility_total,M07_weight_coverage_B1,M07_weight_coverage_B2,M07_weight_coverage_B3,M07_weight_coverage_B4,M07_weight_coverage_total,M08_divide_density_vis_B1,M08_divide_density_vis_B2,M08_divide_density_vis_B3,M08_divide_density_vis_B4,M08_divide_density_vis_total,M09_median_strong5_B1,M09_median_strong5_B2,M09_median_strong5_B3,M09_median_strong5_B4,M09_median_strong5_total,M10_entropy_divide_B1,M10_entropy_divide_B2,M10_entropy_divide_B3,M10_entropy_divide_B4,M10_entropy_divide_total,M11_median_b2_B1,M11_median_b2_B2,M11_median_b2_B3,M11_median_b2_B4,M11_median_b2_total,M12_selector_overrides_B1,M12_selector_overrides_B2,M12_selector_overrides_B3,M12_selector_overrides_B4,M12_selector_overrides_total,M13_stack_bracket_B1,M13_stack_bracket_B2,M13_stack_bracket_B3,M13_stack_bracket_B4,M13_stack_bracket_total,M14_stack_density_B1,M14_stack_density_B2,M14_stack_density_B3,M14_stack_density_B4,M14_stack_density_total,M15_divide_global_B1,M15_divide_global_B2,M15_divide_global_B3,M15_divide_global_B4,M15_divide_global_total,M16_boost_b2b4_B1,M16_boost_b2b4_B2,M16_boost_b2b4_B3,M16_boost_b2b4_B4,M16_boost_b2b4_total,M17_selector_regime_B1,M17_selector_regime_B2,M17_selector_regime_B3,M17_selector_regime_B4,M17_selector_regime_total,M18_entropy_stack_B1,M18_entropy_stack_B2,M18_entropy_stack_B3,M18_entropy_stack_B4,M18_entropy_stack_total,M19_divide_adaptive_B1,M19_divide_adaptive_B2,M19_divide_adaptive_B3,M19_divide_adaptive_B4,M19_divide_adaptive_total,M20_weight_visibility_grid_B1,M20_weight_visibility_grid_B2,M20_weight_visibility_grid_B3,M20_weight_visibility_grid_B4,M20_weight_visibility_grid_total,_err_M21_ordinal_b3,M21_ordinal_b3_B1,M21_ordinal_b3_B2,M21_ordinal_b3_B3,M21_ordinal_b3_B4,M21_ordinal_b3_total,M22_anchor_floor50_B1,M22_anchor_floor50_B2,M22_anchor_floor50_B3,M22_anchor_floor50_B4,M22_anchor_floor50_total,M23_agree_side_B1,M23_agree_side_B2,M23_agree_side_B3,M23_agree_side_B4,M23_agree_side_total,M24_weight_class_aware_B1,M24_weight_class_aware_B2,M24_weight_class_aware_B3,M24_weight_class_aware_B4,M24_weight_class_aware_total,M25_consensus_multi_B1,M25_consensus_multi_B2,M25_consensus_multi_B3,M25_consensus_multi_B4,M25_consensus_multi_total,M26_median_per_side_B1,M26_median_per_side_B2,M26_median_per_side_B3,M26_median_per_side_B4,M26_median_per_side_total,M27_weight_visibility_adaptive_B1,M27_weight_visibility_adaptive_B2,M27_weight_visibility_adaptive_B3,M27_weight_visibility_adaptive_B4,M27_weight_visibility_adaptive_total,M28_baseline_match_strict_B1,M28_baseline_match_strict_B2,M28_baseline_match_strict_B3,M28_baseline_match_strict_B4,M28_baseline_match_strict_total,M29_baseline_naive_sum_B1,M29_baseline_naive_sum_B2,M29_baseline_naive_sum_B3,M29_baseline_naive_sum_B4,M29_baseline_naive_sum_total
DAMIMAS_A21B_0520,train,16,4,2,2,2,2,8,2,2,2,2,8,2,2,2,2,8,3,2,2,2,9,3,2,2,2,9,3,2,2,2,9,3,2,2,2,9,3,2,2,2,9,2,2,2,2,8,2,2,2,2,8,2,2,2,2,8,2,2,2,2,8,2,2,2,2,8,2,2,2,2,8,3,2,2,2,9,2,2,2,2,8,2,2,2,2,8,2,2,2,2,8,2,2,2,2,8,3,2,2,2,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,2,2,8,2,2,2,2,8,3,2,2,2,9,2,2,1,1,6,2,2,1,1,6,3,2,2,2,9,1,1,1,1,4,5,4,4,3,16
DAMIMAS_A21B_0521,val,17,4,1,3,2,3,9,1,3,2,3,9,1,3,2,3,9,1,3,2,3,9,1,3,2,3,9,1,3,2,3,9,1,3,2,3,9,1,3,2,3,9,1,3,2,3,9,1,3,2,4,10,1,3,2,4,10,1,3,2,4,10,1,3,2,4,10,1,3,2,4,10,1,3,2,4,10,1,3,2,3,9,1,3,2,4,10,1,3,2,4,10,1,3,2,4,10,1,3,2,3,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,3,2,3,9,1,2,2,3,8,1,3,2,3,9,1,2,2,2,7,1,2,2,2,7,1,3,2,3,9,1,1,1,1,4,2,5,4,6,17
DAMIMAS_A21B_0522,train,16,4,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,5,3,2,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,4,3,2,9,0,3,2,2,7,0,5,3,2,10,0,3,2,2,7,0,3,2,2,7,0,5,3,2,10,0,1,1,1,3,0,8,5,3,16
DAMIMAS_A21B_0523,train,23,4,2,7,3,1,13,2,7,3,1,13,2,6,3,1,12,2,6,3,1,12,2,6,3,1,12,2,6,3,1,12,2,6,3,1,12,2,6,3,1,12,2,6,3,1,12,2,7,3,1,13,2,6,3,1,12,2,7,3,1,13,2,7,3,1,13,2,7,3,1,13,2,7,3,1,13,2,6,3,1,12,2,7,3,1,13,2,7,3,1,13,2,7,3,1,13,2,7,3,1,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,5,3,1,11,2,6,2,1,11,2,7,3,1,13,2,4,2,1,9,2,4,2,1,9,2,7,3,1,13,1,1,1,1,4,4,12,5,2,23
DAMIMAS_A21B_0524,train,22,4,2,2,3,5,12,2,2,3,5,12,2,2,3,4,11,2,2,3,4,11,2,2,3,4,11,2,2,3,4,11,2,2,3,4,11,2,2,3,4,11,2,2,3,5,12,2,2,3,5,12,2,2,3,5,12,2,2,3,5,12,2,2,3,5,12,2,2,3,5,12,2,2,3,5,12,2,2,3,4,11,2,2,3,5,12,2,2,3,5,12,2,2,3,5,12,2,2,3,5,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,3,5,12,2,2,3,4,11,2,2,4,4,12,2,2,2,4,10,2,2,2,4,10,2,2,4,5,13,1,1,1,1,4,4,4,6,8,22
DAMIMAS_A21B_0525,test,13,4,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,4,0,7,1,2,5,0,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,4,0,7,1,2,4,0,7,1,2,5,0,8,1,2,3,0,6,1,2,3,0,6,1,2,4,0,7,1,1,1,0,3,2,3,8,0,13
DAMIMAS_A21B_0526,train,21,4,0,1,10,1,12,0,1,10,1,12,0,1,10,1,12,0,1,10,1,12,0,1,10,1,12,0,1,10,1,12,0,1,10,1,12,0,1,10,1,12,0,1,10,1,12,0,1,11,1,13,0,1,10,1,12,0,1,10,1,12,0,1,11,1,13,0,1,11,1,13,0,1,11,1,13,0,1,11,1,13,0,1,10,1,12,0,1,11,1,13,0,1,11,1,13,0,1,11,1,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,8,1,10,0,1,10,1,12,0,1,12,1,14,0,1,5,1,7,0,1,5,1,7,0,1,11,1,13,0,1,1,1,3,0,1,19,1,21
DAMIMAS_A21B_0527,train,15,4,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,0,3,4,0,7,0,4,4,0,8,0,3,5,0,8,0,4,5,0,9,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,0,3,4,0,7,0,4,5,0,9,0,4,4,0,8,0,4,4,0,8,0,4,5,0,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,4,0,7,0,3,4,0,7,0,4,5,0,9,0,2,3,0,5,0,2,3,0,5,0,4,4,0,8,0,1,1,0,2,0,7,8,0,15
DAMIMAS_A21B_0528,train,2,2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2
DAMIMAS_A21B_0529,train,17,4,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,3,9,0,0,6,4,10,0,0,6,4,10,0,0,6,4,10,0,0,6,4,10,0,0,6,4,10,0,0,6,4,10,0,0,6,3,9,0,0,6,4,10,0,0,6,4,10,0,0,6,4,10,0,0,6,4,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,5,3,8,0,0,6,3,9,0,0,7,3,10,0,0,3,2,5,0,0,3,2,5,0,0,6,3,9,0,0,1,1,2,0,0,11,6,17
DAMIMAS_A21B_0530,test,25,4,2,2,6,4,14,2,2,6,4,14,2,2,5,4,13,2,2,5,4,13,2,2,5,4,13,2,2,5,4,13,2,2,5,4,13,2,2,5,4,13,2,2,6,4,14,2,2,6,5,15,2,2,6,4,14,2,2,6,4,14,2,2,6,4,14,2,2,6,4,14,2,2,6,4,14,2,2,6,4,14,2,2,6,4,14,2,2,6,5,15,2,2,6,4,14,2,2,6,4,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,4,4,12,2,2,5,3,12,2,3,6,4,15,1,1,3,3,8,1,1,3,3,8,2,2,6,4,14,1,1,1,2,5,4,4,10,7,25
DAMIMAS_A21B_0531,train,27,4,2,5,7,2,16,2,5,7,2,16,2,5,6,2,15,2,5,6,2,15,2,5,6,2,15,2,5,6,2,15,2,5,6,2,15,2,5,6,2,15,2,5,7,2,16,2,5,7,2,16,2,5,7,2,16,2,5,7,2,16,2,5,7,2,16,2,5,7,2,16,2,5,6,2,15,2,5,7,2,16,2,5,7,2,16,2,5,7,2,16,2,5,7,2,16,2,5,6,2,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,4,5,2,13,2,5,6,2,15,2,6,7,2,17,2,3,3,1,9,2,3,3,1,9,2,5,6,2,15,1,1,1,1,4,4,9,11,3,27
DAMIMAS_A21B_0532,train,20,4,3,2,5,1,11,3,2,5,1,11,3,2,5,1,11,3,2,5,1,11,3,2,5,1,11,3,2,5,1,11,3,2,5,1,11,3,2,5,1,11,3,2,6,1,12,3,2,6,1,12,3,2,6,1,12,3,2,6,1,12,3,2,6,1,12,3,2,6,1,12,3,2,6,1,12,3,2,6,1,12,3,2,6,1,12,3,2,6,1,12,3,2,6,1,12,3,2,6,1,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,2,4,1,10,2,1,5,1,9,3,2,6,1,12,2,1,3,1,7,2,1,3,1,7,3,2,6,1,12,1,1,1,1,4,5,3,10,2,20
DAMIMAS_A21B_0533,val,22,4,1,2,6,3,12,1,2,6,3,12,1,2,6,3,12,1,2,6,3,12,1,2,6,3,12,1,2,6,3,12,1,2,6,3,12,1,2,6,3,12,1,2,7,3,13,1,2,7,3,13,1,2,7,3,13,1,2,7,3,13,1,2,7,3,13,1,2,7,3,13,1,2,7,3,13,1,2,7,3,13,1,2,7,3,13,1,2,7,3,13,1,2,7,3,13,1,2,7,3,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,5,3,11,1,2,6,2,11,1,2,7,3,13,1,2,4,2,9,1,2,4,2,9,1,2,7,3,13,1,1,1,1,4,1,4,12,5,22
DAMIMAS_A21B_0534,train,19,4,2,1,4,4,11,2,1,4,4,11,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,2,1,4,3,10,1,1,4,3,9,2,1,4,4,11,2,1,4,4,11,2,1,4,4,11,1,1,4,4,10,1,1,4,4,10,2,1,4,4,11,1,1,4,3,9,2,1,4,4,11,2,1,4,4,11,2,1,4,4,11,2,1,5,3,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,4,3,9,1,1,4,3,9,2,1,5,3,11,1,1,3,2,7,1,1,3,2,7,2,1,5,4,12,1,1,1,1,4,3,2,8,6,19
DAMIMAS_A21B_0535,train,19,4,4,3,3,1,11,4,3,3,1,11,4,3,3,1,11,4,3,3,1,11,4,3,3,1,11,4,3,3,1,11,4,3,3,1,11,4,3,3,1,11,3,3,3,1,10,3,3,3,1,10,4,3,3,1,11,4,3,3,1,11,3,3,3,1,10,3,3,3,1,10,4,3,3,1,11,3,3,3,1,10,4,3,3,1,11,3,3,3,1,10,4,3,3,1,11,4,3,3,1,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,3,3,1,10,3,2,2,1,8,4,3,3,1,11,2,2,2,1,7,2,2,2,1,7,4,3,3,1,11,1,1,1,1,4,7,5,5,2,19
DAMIMAS_A21B_0536,test,17,4,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,3,10,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,2,9,2,2,3,3,10,2,2,3,2,9,2,2,3,2,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,3,2,9,2,1,3,2,8,2,2,4,2,10,2,1,2,2,7,2,1,2,2,7,2,2,3,2,9,1,1,1,1,4,4,3,6,4,17
DAMIMAS_A21B_0537,val,17,4,1,1,6,1,9,1,1,6,1,9,1,1,6,1,9,2,1,6,1,10,2,1,6,1,10,2,1,6,1,10,2,1,6,1,10,2,1,6,1,10,1,1,6,1,9,2,1,6,1,10,1,1,7,1,10,1,1,7,1,10,1,1,6,1,9,1,1,6,1,9,2,1,7,1,11,1,1,6,1,9,1,1,7,1,10,2,1,6,1,10,1,1,7,1,10,2,1,7,1,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,5,1,8,1,1,6,1,9,2,1,7,1,11,1,1,3,1,6,1,1,3,1,6,2,1,7,1,11,1,1,1,1,4,3,1,12,1,17
DAMIMAS_A21B_0538,train,24,4,0,2,6,5,13,0,2,6,5,13,0,2,6,5,13,0,2,6,5,13,0,2,6,5,13,0,2,6,5,13,0,2,6,5,13,0,2,6,5,13,0,2,6,5,13,0,2,6,5,13,0,2,6,6,14,0,2,6,6,14,0,2,6,5,13,0,2,6,5,13,0,2,6,5,13,0,2,6,5,13,0,2,6,6,14,0,2,6,5,13,0,2,6,6,14,0,2,6,5,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,2,5,4,11,0,2,5,5,12,0,2,7,5,14,0,2,4,3,9,0,2,4,3,9,0,2,6,5,13,0,1,1,1,3,0,4,11,9,24
DAMIMAS_A21B_0539,train,28,4,4,4,7,3,18,4,4,7,3,18,4,3,6,2,15,4,3,6,2,15,4,3,6,2,15,4,3,6,2,15,4,3,6,2,15,4,3,6,2,15,4,3,6,2,15,4,4,6,3,17,4,3,7,3,17,4,4,7,3,18,4,4,6,3,17,4,4,6,3,17,4,3,6,2,15,4,3,6,2,15,4,4,7,3,18,4,4,6,3,17,4,4,7,3,18,4,3,6,2,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,3,5,2,13,3,3,6,3,15,4,4,7,2,17,2,2,3,1,8,2,2,3,1,8,4,4,6,2,16,1,1,1,1,4,7,6,11,4,28
DAMIMAS_A21B_0540,train,18,4,4,0,3,3,10,4,0,3,3,10,4,0,3,3,10,4,0,3,3,10,4,0,3,3,10,4,0,3,3,10,4,0,3,3,10,4,0,3,3,10,3,0,3,3,9,3,0,3,3,9,4,0,3,3,10,4,0,3,3,10,3,0,3,3,9,3,0,3,3,9,4,0,3,3,10,3,0,3,3,9,4,0,3,3,10,3,0,3,3,9,4,0,3,3,10,4,0,3,3,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,0,3,3,9,3,0,3,2,8,4,0,4,3,11,2,0,2,2,6,2,0,2,2,6,4,0,3,3,10,1,0,1,1,3,7,0,6,5,18
DAMIMAS_A21B_0541,test,14,4,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,2,1,3,2,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,3,2,8,2,1,2,2,7,2,1,3,2,8,1,1,2,2,6,1,1,2,2,6,2,1,3,2,8,1,1,1,1,4,4,2,5,3,14
DAMIMAS_A21B_0542,train,25,4,2,2,6,5,15,2,2,6,5,15,2,2,5,4,13,2,2,5,4,13,2,2,5,4,13,2,2,5,4,13,2,2,5,4,13,2,2,5,4,13,2,2,5,4,13,2,2,5,5,14,2,2,6,5,15,2,2,6,5,15,2,2,5,5,14,2,2,5,5,14,2,2,6,5,15,2,2,5,4,13,2,2,6,5,15,2,2,5,5,14,2,2,6,5,15,2,2,6,5,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,4,4,12,2,2,5,4,13,2,2,6,4,14,2,1,3,3,9,2,1,3,3,9,2,2,6,5,15,1,1,1,1,4,4,3,10,8,25
DAMIMAS_A21B_0543,train,10,4,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,2,1,2,0,5,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,2,2,2,0,6,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,2,0,6,2,1,1,0,4,2,2,2,0,6,2,1,1,0,4,2,1,1,0,4,2,2,2,0,6,1,2,1,0,4,4,3,3,0,10
DAMIMAS_A21B_0544,train,23,4,2,3,2,6,13,2,3,2,6,13,2,3,2,5,12,2,3,2,5,12,2,3,2,5,12,2,3,2,5,12,2,3,2,5,12,2,3,2,5,12,2,3,2,5,12,2,4,2,6,14,2,3,2,5,12,2,3,2,5,12,2,3,2,6,13,2,3,2,6,13,2,3,2,5,12,2,3,2,5,12,2,3,2,5,12,2,4,2,6,14,2,3,2,6,13,2,3,2,5,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,2,4,11,2,3,2,5,12,2,4,2,5,13,1,2,1,3,7,1,2,1,3,7,2,4,2,5,13,1,1,1,1,4,4,6,4,9,23
DAMIMAS_A21B_0545,train,23,4,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,11,1,13,1,0,12,1,14,1,0,12,1,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,0,9,1,11,1,0,10,1,12,1,0,12,1,14,1,0,6,1,8,1,0,6,1,8,1,0,12,1,14,1,0,1,1,3,2,0,20,1,23
DAMIMAS_A21B_0546,test,28,4,2,4,7,4,17,2,4,7,4,17,2,3,6,3,14,2,3,6,3,14,2,3,6,3,14,2,3,6,3,14,2,3,6,3,14,2,3,6,3,14,2,3,7,4,16,2,4,7,4,17,2,3,7,4,16,2,4,7,4,17,2,4,7,4,17,2,4,7,4,17,2,3,7,4,16,2,3,7,4,16,2,4,7,4,17,2,4,7,4,17,2,4,7,4,17,2,3,7,3,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,6,3,14,2,3,6,3,14,2,4,7,3,16,2,2,4,2,10,2,2,4,2,10,2,4,7,4,17,1,1,1,1,4,4,6,12,6,28
DAMIMAS_A21B_0547,val,24,4,1,6,6,0,13,1,6,6,0,13,1,6,6,0,13,1,6,6,0,13,1,6,6,0,13,1,6,6,0,13,1,6,6,0,13,1,6,6,0,13,1,5,6,0,12,1,6,6,0,13,1,5,7,0,13,1,5,6,0,12,1,6,6,0,13,1,6,6,0,13,1,6,6,0,13,1,5,6,0,12,1,7,7,0,15,1,6,6,0,13,1,6,6,0,13,1,6,6,0,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,5,5,0,11,1,5,5,0,11,1,7,7,0,15,1,4,4,0,9,1,4,4,0,9,1,7,6,0,14,1,1,1,0,3,2,11,11,0,24
DAMIMAS_A21B_0548,train,20,4,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,4,2,10,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,3,3,2,9,1,3,5,2,11,1,4,5,2,12,1,2,2,1,6,1,2,2,1,6,1,4,5,2,12,1,1,1,1,4,2,6,8,4,20
DAMIMAS_A21B_0549,train,10,4,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,4,0,5,1,0,5,0,6,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,0,4,0,5,1,0,3,0,4,1,0,5,0,6,1,0,3,0,4,1,0,3,0,4,1,0,4,0,5,1,0,1,0,2,2,0,8,0,10
DAMIMAS_A21B_0550,val,26,4,2,6,3,4,15,2,6,3,4,15,2,5,3,4,14,2,5,3,4,14,2,5,3,4,14,2,5,3,4,14,2,5,3,4,14,2,5,3,4,14,2,5,3,4,14,2,6,3,4,15,2,5,3,4,14,2,6,3,4,15,2,6,3,4,15,2,6,3,4,15,2,6,3,4,15,2,5,3,4,14,2,6,3,4,15,2,6,3,4,15,2,6,3,4,15,2,6,3,4,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,4,3,4,13,2,5,2,3,12,2,6,3,4,15,1,3,2,3,9,1,3,2,3,9,2,6,3,4,15,1,1,1,1,4,4,10,5,7,26
DAMIMAS_A21B_0551,test,30,4,3,4,8,2,17,3,4,8,2,17,3,4,8,2,17,3,4,8,2,17,3,4,8,2,17,3,4,7,2,16,3,4,7,2,16,3,4,7,2,16,3,4,8,3,18,3,4,8,3,18,3,4,9,3,19,3,4,9,3,19,3,4,8,3,18,3,4,8,3,18,3,4,8,2,17,3,4,8,2,17,3,4,9,3,19,3,4,8,3,18,3,4,9,3,19,3,4,8,2,17,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,3,6,3,15,2,4,8,2,16,3,4,9,2,18,2,2,4,2,10,2,2,4,2,10,3,4,8,2,17,1,1,1,1,4,5,7,14,4,30
DAMIMAS_A21B_0552,train,18,4,3,4,2,1,10,3,4,2,1,10,3,4,2,1,10,3,4,2,1,10,3,4,2,1,10,3,4,2,1,10,3,4,2,1,10,3,4,2,1,10,3,3,2,1,9,3,4,2,1,10,3,3,2,1,9,3,4,2,1,10,3,4,2,1,10,3,4,2,1,10,3,4,2,1,10,3,3,2,1,9,3,4,2,1,10,3,4,2,1,10,3,4,2,1,10,3,4,2,1,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,3,2,1,9,3,4,2,1,10,3,4,2,1,10,3,2,2,1,8,3,2,2,1,8,4,4,2,1,11,1,1,1,1,4,6,7,4,1,18
DAMIMAS_A21B_0553,train,20,4,2,2,5,2,11,2,2,5,2,11,2,2,5,2,11,2,2,5,2,11,2,2,5,2,11,2,2,5,2,11,2,2,5,2,11,2,2,5,2,11,2,2,5,2,11,2,2,5,3,12,2,2,5,2,11,2,2,5,2,11,2,2,5,2,11,2,2,5,2,11,2,2,5,2,11,2,2,5,2,11,2,2,5,2,11,2,2,5,3,12,2,2,5,2,11,2,2,5,2,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,4,2,10,1,2,4,2,9,2,3,6,2,13,1,2,3,2,8,1,2,3,2,8,2,2,5,2,11,1,1,1,1,4,3,4,9,4,20
DAMIMAS_A21B_0554,test,30,4,2,3,7,6,18,2,3,7,6,18,2,3,6,5,16,2,3,6,5,16,2,3,6,5,16,2,3,6,5,16,2,3,6,5,16,2,3,6,5,16,2,3,6,5,16,2,3,7,6,18,2,3,6,5,16,2,3,6,5,16,2,3,7,6,18,2,3,7,6,18,2,3,7,5,17,2,3,7,5,17,2,3,6,5,16,2,3,7,6,18,2,3,7,6,18,2,3,7,5,17,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,5,4,14,2,2,7,5,16,2,3,7,5,17,2,2,3,3,10,2,2,3,3,10,2,3,7,5,17,1,1,1,1,4,4,5,12,9,30
DAMIMAS_A21B_0555,train,16,4,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,3,3,2,8,0,4,3,2,9,0,3,4,2,9,0,4,4,2,10,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,0,3,3,2,8,0,4,4,2,10,0,4,3,2,9,0,4,3,2,9,0,4,3,2,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,3,2,8,0,3,3,2,8,0,4,4,2,10,0,2,2,2,6,0,2,2,2,6,0,4,3,2,9,0,1,1,1,3,0,7,6,3,16
