tree_id,split,n_dets,n_sides,M01_selector_b2b3_B1,M01_selector_b2b3_B2,M01_selector_b2b3_B3,M01_selector_b2b3_B4,M01_selector_b2b3_total,M02_selector_trifurc_B1,M02_selector_trifurc_B2,M02_selector_trifurc_B3,M02_selector_trifurc_B4,M02_selector_trifurc_total,M03_blend_geometric_B1,M03_blend_geometric_B2,M03_blend_geometric_B3,M03_blend_geometric_B4,M03_blend_geometric_total,M04_blend_floor_clamped_B1,M04_blend_floor_clamped_B2,M04_blend_floor_clamped_B3,M04_blend_floor_clamped_B4,M04_blend_floor_clamped_total,M05_blend_vis_divide_B1,M05_blend_vis_divide_B2,M05_blend_vis_divide_B3,M05_blend_vis_divide_B4,M05_blend_vis_divide_total,M06_weight_visibility_B1,M06_weight_visibility_B2,M06_weight_visibility_B3,M06_weight_visibility_B4,M06_weight_visibility_total,M07_weight_coverage_B1,M07_weight_coverage_B2,M07_weight_coverage_B3,M07_weight_coverage_B4,M07_weight_coverage_total,M08_divide_density_vis_B1,M08_divide_density_vis_B2,M08_divide_density_vis_B3,M08_divide_density_vis_B4,M08_divide_density_vis_total,M09_median_strong5_B1,M09_median_strong5_B2,M09_median_strong5_B3,M09_median_strong5_B4,M09_median_strong5_total,M10_entropy_divide_B1,M10_entropy_divide_B2,M10_entropy_divide_B3,M10_entropy_divide_B4,M10_entropy_divide_total,M11_median_b2_B1,M11_median_b2_B2,M11_median_b2_B3,M11_median_b2_B4,M11_median_b2_total,M12_selector_overrides_B1,M12_selector_overrides_B2,M12_selector_overrides_B3,M12_selector_overrides_B4,M12_selector_overrides_total,M13_stack_bracket_B1,M13_stack_bracket_B2,M13_stack_bracket_B3,M13_stack_bracket_B4,M13_stack_bracket_total,M14_stack_density_B1,M14_stack_density_B2,M14_stack_density_B3,M14_stack_density_B4,M14_stack_density_total,M15_divide_global_B1,M15_divide_global_B2,M15_divide_global_B3,M15_divide_global_B4,M15_divide_global_total,M16_boost_b2b4_B1,M16_boost_b2b4_B2,M16_boost_b2b4_B3,M16_boost_b2b4_B4,M16_boost_b2b4_total,M17_selector_regime_B1,M17_selector_regime_B2,M17_selector_regime_B3,M17_selector_regime_B4,M17_selector_regime_total,M18_entropy_stack_B1,M18_entropy_stack_B2,M18_entropy_stack_B3,M18_entropy_stack_B4,M18_entropy_stack_total,M19_divide_adaptive_B1,M19_divide_adaptive_B2,M19_divide_adaptive_B3,M19_divide_adaptive_B4,M19_divide_adaptive_total,M20_weight_visibility_grid_B1,M20_weight_visibility_grid_B2,M20_weight_visibility_grid_B3,M20_weight_visibility_grid_B4,M20_weight_visibility_grid_total,_err_M21_ordinal_b3,M21_ordinal_b3_B1,M21_ordinal_b3_B2,M21_ordinal_b3_B3,M21_ordinal_b3_B4,M21_ordinal_b3_total,M22_anchor_floor50_B1,M22_anchor_floor50_B2,M22_anchor_floor50_B3,M22_anchor_floor50_B4,M22_anchor_floor50_total,M23_agree_side_B1,M23_agree_side_B2,M23_agree_side_B3,M23_agree_side_B4,M23_agree_side_total,M24_weight_class_aware_B1,M24_weight_class_aware_B2,M24_weight_class_aware_B3,M24_weight_class_aware_B4,M24_weight_class_aware_total,M25_consensus_multi_B1,M25_consensus_multi_B2,M25_consensus_multi_B3,M25_consensus_multi_B4,M25_consensus_multi_total,M26_median_per_side_B1,M26_median_per_side_B2,M26_median_per_side_B3,M26_median_per_side_B4,M26_median_per_side_total,M27_weight_visibility_adaptive_B1,M27_weight_visibility_adaptive_B2,M27_weight_visibility_adaptive_B3,M27_weight_visibility_adaptive_B4,M27_weight_visibility_adaptive_total,M28_baseline_match_strict_B1,M28_baseline_match_strict_B2,M28_baseline_match_strict_B3,M28_baseline_match_strict_B4,M28_baseline_match_strict_total,M29_baseline_naive_sum_B1,M29_baseline_naive_sum_B2,M29_baseline_naive_sum_B3,M29_baseline_naive_sum_B4,M29_baseline_naive_sum_total
DAMIMAS_A21B_0556,val,24,4,2,5,5,3,15,2,5,5,3,15,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,4,4,2,12,2,4,5,2,13,2,5,5,3,15,2,4,5,3,14,2,5,5,3,15,2,5,5,3,15,2,5,5,3,15,2,4,4,2,12,2,4,5,2,13,2,5,5,3,15,2,5,5,3,15,2,5,5,3,15,2,5,5,2,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,4,4,2,12,2,4,4,3,13,2,5,5,2,14,2,3,3,1,9,2,3,3,1,9,2,5,5,2,14,1,1,1,1,4,4,8,8,4,24
DAMIMAS_A21B_0557,val,22,4,2,1,6,3,12,2,1,6,3,12,2,1,6,3,12,2,1,6,3,12,2,1,6,3,12,2,1,6,3,12,2,1,6,3,12,2,1,6,3,12,2,1,6,3,12,2,1,6,4,13,2,1,6,4,13,2,1,6,4,13,2,1,6,4,13,2,1,6,4,13,2,1,6,4,13,2,1,6,3,12,2,1,6,4,13,2,1,6,4,13,2,1,6,4,13,2,1,6,3,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,5,3,11,1,1,5,3,10,2,1,7,3,13,1,1,4,2,8,1,1,4,2,8,2,1,7,4,14,1,1,1,1,4,3,2,11,6,22
DAMIMAS_A21B_0558,train,23,4,0,6,4,3,13,0,6,4,3,13,0,6,4,3,13,0,6,4,3,13,0,6,4,3,13,0,6,4,3,13,0,6,4,3,13,0,6,4,3,13,0,5,4,3,12,0,6,4,3,13,0,5,4,3,12,0,6,4,3,13,0,6,4,3,13,0,6,4,3,13,0,6,4,3,13,0,5,4,3,12,0,6,4,3,13,0,6,4,3,13,0,6,4,3,13,0,6,4,3,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,4,3,3,10,0,5,4,2,11,0,7,4,3,14,0,3,2,2,7,0,3,2,2,7,0,7,4,3,14,0,1,1,1,3,0,11,7,5,23
DAMIMAS_A21B_0559,train,9,4,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,0,5,5,0,0,0,4,4,0,0,0,5,5,0,0,0,4,4,0,0,0,4,4,0,0,0,5,5,0,0,0,1,1,0,0,0,9,9
DAMIMAS_A21B_0560,train,10,4,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0,0,6,0,6,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,0,0,6,0,6,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,4,0,4,0,0,5,0,5,0,0,6,0,6,0,0,3,0,3,0,0,3,0,3,0,0,5,0,5,0,0,1,0,1,0,0,10,0,10
DAMIMAS_A21B_0561,train,24,4,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,8,3,14,1,2,8,3,14,1,2,8,3,14,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,8,2,13,1,2,8,3,14,1,2,8,3,14,1,2,8,3,14,1,2,8,2,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,6,2,11,1,2,7,2,12,1,3,9,2,15,1,2,4,2,9,1,2,4,2,9,1,2,8,2,13,1,1,1,1,4,2,4,14,4,24
DAMIMAS_A21B_0562,val,25,4,1,5,4,3,13,1,5,4,3,13,1,5,4,3,13,1,5,4,3,13,1,5,4,3,13,1,5,4,3,13,1,5,4,3,13,1,5,4,3,13,1,5,5,3,14,1,5,5,4,15,1,5,5,3,14,1,6,5,3,15,1,5,5,4,15,1,5,5,4,15,1,5,4,4,14,1,5,5,3,14,1,6,5,3,15,1,5,5,4,15,1,5,5,4,15,1,5,5,4,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,4,4,4,13,1,5,4,3,13,1,6,5,3,15,1,3,3,3,10,1,3,3,3,10,1,5,5,4,15,1,1,1,1,4,2,9,8,6,25
DAMIMAS_A21B_0563,test,18,4,3,3,4,0,10,3,3,4,0,10,3,3,4,0,10,3,3,4,0,10,3,3,4,0,10,3,3,4,0,10,3,3,4,0,10,3,3,4,0,10,2,3,4,0,9,3,3,4,0,10,3,3,4,0,10,3,3,4,0,10,2,3,4,0,9,2,3,4,0,9,3,3,4,0,10,2,3,4,0,9,3,3,4,0,10,3,3,4,0,10,3,3,4,0,10,3,3,4,0,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,3,0,8,2,3,4,0,9,3,4,4,0,11,2,2,2,0,6,2,2,2,0,6,3,4,4,0,11,1,1,1,0,3,5,6,7,0,18
DAMIMAS_A21B_0564,train,21,4,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,3,2,5,2,12,4,2,5,2,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,2,4,2,11,3,2,4,2,11,3,2,6,2,13,2,1,3,1,7,2,1,3,1,7,4,2,5,2,13,1,1,1,1,4,6,3,9,3,21
DAMIMAS_A21B_0565,train,19,4,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,0,0,8,3,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,6,3,9,0,0,7,2,9,0,0,9,3,12,0,0,4,2,6,0,0,4,2,6,0,0,8,3,11,0,0,1,1,2,0,0,14,5,19
DAMIMAS_A21B_0566,train,27,4,0,7,5,2,14,0,7,5,2,14,0,7,5,2,14,0,7,5,2,14,0,7,5,2,14,0,7,5,2,14,0,7,5,2,14,0,7,5,2,14,0,7,6,3,16,0,8,6,3,17,0,7,6,3,16,0,8,6,3,17,0,8,6,3,17,0,8,6,3,17,0,7,6,2,15,0,7,6,2,15,0,8,6,3,17,0,8,6,3,17,0,8,6,3,17,0,8,6,2,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,6,4,3,13,0,7,6,2,15,0,8,6,2,16,0,4,3,2,9,0,4,3,2,9,0,8,6,2,16,0,1,1,1,3,0,13,10,4,27
DAMIMAS_A21B_0567,train,27,4,2,5,7,1,15,2,5,7,1,15,2,5,6,1,14,2,5,6,1,14,2,5,6,1,14,2,5,6,1,14,2,5,6,1,14,2,5,6,1,14,2,5,7,1,15,2,5,7,1,15,2,5,7,1,15,2,5,7,1,15,2,5,7,1,15,2,5,7,1,15,2,5,7,1,15,2,5,7,1,15,2,5,7,1,15,2,5,7,1,15,2,5,7,1,15,2,5,7,1,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,5,5,1,13,2,4,7,1,14,2,6,7,1,16,2,4,3,1,10,2,4,3,1,10,2,5,7,1,15,1,1,1,1,4,4,9,12,2,27
DAMIMAS_A21B_0568,train,23,4,2,3,5,3,13,2,3,5,3,13,2,3,4,3,12,2,3,4,3,12,2,3,4,3,12,2,3,4,3,12,2,3,4,3,12,2,3,4,3,12,2,3,4,3,12,2,4,4,3,13,2,3,5,3,13,2,3,5,3,13,2,3,4,3,12,2,3,4,3,12,2,3,4,3,12,2,3,4,3,12,2,3,5,3,13,2,4,4,3,13,2,3,5,3,13,2,4,5,3,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,4,3,12,2,3,4,2,11,2,4,5,3,14,2,3,3,2,10,2,3,3,2,10,2,4,5,3,14,1,1,1,1,4,4,6,8,5,23
DAMIMAS_A21B_0569,train,24,4,3,2,6,2,13,3,2,6,2,13,3,2,6,2,13,3,2,6,2,13,3,2,6,2,13,3,2,6,2,13,3,2,6,2,13,3,2,6,2,13,3,2,7,2,14,3,2,7,2,14,3,2,7,2,14,3,2,7,2,14,3,2,7,2,14,3,2,7,2,14,3,2,7,2,14,3,2,7,2,14,3,2,7,2,14,3,2,7,2,14,3,2,7,2,14,3,2,7,2,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,2,5,2,12,2,2,6,2,12,3,2,7,2,14,2,2,4,2,10,2,2,4,2,10,3,2,7,2,14,1,1,1,2,5,5,4,12,3,24
DAMIMAS_A21B_0570,val,22,4,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,0,3,6,3,12,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,3,12,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,3,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,5,3,11,0,3,5,3,11,0,3,7,3,13,0,3,4,2,9,0,3,4,2,9,0,3,7,4,14,0,1,1,1,3,0,5,11,6,22
DAMIMAS_A21B_0571,train,24,4,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,3,4,5,1,13,4,4,5,1,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,3,4,1,11,3,4,4,1,12,3,4,6,1,14,2,2,3,1,8,2,2,3,1,8,4,4,5,1,14,1,1,1,1,4,6,7,9,2,24
DAMIMAS_A21B_0572,train,16,4,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,2,3,2,1,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,2,1,8,2,3,2,1,8,2,4,2,1,9,2,2,2,1,7,2,2,2,1,7,2,3,2,1,8,1,1,1,1,4,4,6,4,2,16
DAMIMAS_A21B_0573,train,24,4,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,3,6,4,13,0,4,6,4,14,0,4,6,4,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,5,3,11,0,3,6,4,13,0,4,7,4,15,0,2,3,2,7,0,2,3,2,7,0,4,7,4,15,0,1,1,1,3,0,6,11,7,24
DAMIMAS_A21B_0574,train,13,4,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,4,2,7,0,1,5,2,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,3,2,6,0,1,4,2,7,0,1,5,2,8,0,1,2,1,4,0,1,2,1,4,0,1,4,2,7,0,1,1,1,3,0,1,8,4,13
DAMIMAS_A21B_0575,train,28,4,3,5,7,2,17,3,5,7,2,17,3,4,6,2,15,3,4,6,2,15,3,4,6,2,15,3,4,6,2,15,3,4,6,2,15,3,4,6,2,15,3,4,6,2,15,3,5,6,2,16,3,4,7,2,16,3,5,7,2,17,3,5,6,2,16,3,5,6,2,16,3,4,6,2,15,3,4,6,2,15,3,5,7,2,17,3,5,6,2,16,3,5,7,2,17,4,5,6,2,17,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,4,5,2,14,3,4,5,2,14,3,5,7,2,17,2,3,4,1,10,2,3,4,1,10,4,5,7,2,18,1,1,1,1,4,6,8,11,3,28
DAMIMAS_A21B_0576,train,25,4,3,3,6,1,13,3,3,6,1,13,3,3,6,1,13,3,3,6,1,13,3,3,6,1,13,3,3,6,1,13,3,3,6,1,13,3,3,6,1,13,3,3,7,1,14,3,3,7,1,14,3,3,7,1,14,3,4,7,1,15,3,3,7,1,14,3,3,7,1,14,3,3,7,1,14,3,3,7,1,14,3,4,7,1,15,3,3,7,1,14,3,4,7,1,15,3,4,7,1,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,3,5,1,12,2,3,6,1,12,3,4,7,1,15,2,2,4,1,9,2,2,4,1,9,3,4,7,1,15,1,1,1,1,4,5,6,12,2,25
DAMIMAS_A21B_0577,train,15,4,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,3,0,3,2,8,4,0,3,2,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,0,3,2,8,2,0,3,2,7,3,0,4,2,9,2,0,2,1,5,2,0,2,1,5,3,0,3,2,8,1,0,1,1,3,6,0,6,3,15
DAMIMAS_A21B_0578,test,12,4,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,5,1,0,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,4,1,0,6,1,4,1,0,6,1,5,1,0,7,1,3,1,0,5,1,3,1,0,5,1,4,1,0,6,1,1,1,0,3,2,8,2,0,12
DAMIMAS_A21B_0579,train,28,4,5,4,6,1,16,5,4,6,1,16,5,3,5,1,14,5,3,5,1,14,5,3,5,1,14,5,3,5,1,14,5,3,5,1,14,5,3,5,1,14,5,3,6,1,15,5,4,6,1,16,5,3,6,1,15,5,4,6,1,16,5,4,6,1,16,5,4,6,1,16,5,3,6,1,15,5,3,6,1,15,5,4,6,1,16,5,4,6,1,16,5,4,6,1,16,6,4,6,1,17,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,5,3,5,1,14,4,3,6,1,14,5,4,6,1,16,4,2,3,1,10,4,2,3,1,10,6,4,6,1,17,1,1,1,1,4,10,6,10,2,28
DAMIMAS_A21B_0580,train,25,4,2,4,6,1,13,2,4,6,1,13,2,4,6,1,13,2,4,6,1,13,2,4,6,1,13,2,4,6,1,13,2,4,6,1,13,2,4,6,1,13,2,4,7,1,14,2,5,7,1,15,2,4,7,1,14,2,5,7,1,15,2,5,7,1,15,2,5,7,1,15,2,4,7,1,14,2,4,7,1,14,2,5,7,1,15,2,5,7,1,15,2,5,7,1,15,2,5,7,1,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,4,5,1,12,2,4,7,1,14,2,5,7,1,15,2,3,3,1,9,2,3,3,1,9,2,5,7,1,15,1,1,1,1,4,4,8,12,1,25
DAMIMAS_A21B_0581,train,20,4,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,3,12,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,3,5,2,11,1,2,5,2,10,1,3,5,2,11,1,3,5,3,12,1,3,5,2,11,1,3,5,2,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,3,4,2,10,1,2,4,2,9,1,3,6,2,12,1,2,3,2,8,1,2,3,2,8,1,3,5,2,11,1,1,1,1,4,2,5,9,4,20
DAMIMAS_A21B_0582,train,26,4,2,6,5,2,15,2,6,5,2,15,2,5,5,2,14,2,5,5,2,14,2,5,5,2,14,2,5,5,2,14,2,5,5,2,14,2,5,5,2,14,2,5,5,2,14,2,6,5,2,15,2,5,5,2,14,2,6,5,2,15,2,6,5,2,15,2,6,5,2,15,2,6,5,2,15,2,5,5,2,14,2,6,5,2,15,2,6,5,2,15,2,6,5,2,15,2,6,5,2,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,4,4,2,12,2,5,5,2,14,2,6,6,2,16,1,3,3,2,9,1,3,3,2,9,2,6,5,2,15,1,1,1,1,4,4,10,9,3,26
DAMIMAS_A21B_0583,train,6,4,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,1,2,0,0,3,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,0,0,3,1,2,0,0,3,1,3,0,0,4,1,1,0,0,2,1,1,0,0,2,1,2,0,0,3,1,1,0,0,2,2,4,0,0,6
DAMIMAS_A21B_0584,train,19,4,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,5,1,10,1,3,6,1,11,1,3,5,1,10,1,3,5,1,10,1,3,6,1,11,1,3,6,1,11,1,3,6,1,11,1,3,6,1,11,1,3,5,1,10,1,3,6,1,11,1,3,6,1,11,1,3,6,1,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,3,4,1,9,1,3,5,1,10,1,4,6,1,12,1,2,3,1,7,1,2,3,1,7,1,4,6,1,12,1,1,1,1,4,2,6,10,1,19
DAMIMAS_A21B_0585,train,21,4,2,2,4,4,12,2,2,4,4,12,2,2,4,3,11,2,2,4,3,11,2,2,4,3,11,2,2,4,3,11,2,2,4,3,11,2,2,4,3,11,2,2,4,3,11,2,2,4,4,12,2,2,4,4,12,2,2,4,4,12,2,2,4,4,12,2,2,4,4,12,2,2,4,4,12,2,2,4,3,11,2,2,4,4,12,2,2,4,4,12,2,2,4,4,12,2,2,4,3,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,3,3,10,2,2,4,3,11,2,3,4,3,12,2,2,2,2,8,2,2,2,2,8,2,2,4,4,12,1,1,1,1,4,4,4,7,6,21
DAMIMAS_A21B_0586,val,15,4,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,3,3,2,8,0,4,3,2,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,3,2,8,0,3,2,2,7,0,4,3,2,9,0,2,2,2,6,0,2,2,2,6,0,3,3,2,8,0,1,1,1,3,0,6,5,4,15
DAMIMAS_A21B_0587,train,5,4,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,3,0,0,0,3,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,0,0,0,2,2,0,0,0,2,3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,3,0,0,0,3,1,0,0,0,1,5,0,0,0,5
DAMIMAS_A21B_0588,train,21,4,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,3,3,3,2,11,4,4,3,2,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,3,3,2,11,3,3,3,2,11,3,4,4,2,13,2,2,2,1,7,2,2,2,1,7,4,4,4,2,14,1,1,1,1,4,6,6,6,3,21
DAMIMAS_A21B_0589,train,25,4,1,2,9,1,13,1,2,9,1,13,1,2,9,1,13,1,2,9,1,13,1,2,9,1,13,1,2,9,1,13,1,2,9,1,13,1,2,9,1,13,1,2,9,1,13,1,2,10,1,14,1,2,9,1,13,1,2,9,1,13,1,2,10,1,14,1,2,10,1,14,1,2,9,1,13,1,2,10,1,14,1,2,9,1,13,1,2,10,1,14,1,2,10,1,14,1,2,10,1,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,7,1,11,1,2,9,1,13,1,2,11,1,15,1,2,5,1,9,1,2,5,1,9,1,2,10,1,14,2,1,1,1,5,2,4,17,2,25
DAMIMAS_A21B_0590,train,23,4,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,4,2,3,3,12,5,2,3,3,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,2,3,3,11,4,2,3,3,12,4,3,4,3,14,2,1,2,2,7,2,1,2,2,7,5,2,3,3,13,1,1,1,1,4,8,4,6,5,23
DAMIMAS_A21B_0591,test,23,4,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,2,5,5,1,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,4,4,1,11,2,5,5,1,13,2,6,6,1,15,1,3,3,1,8,1,3,3,1,8,2,5,5,1,13,1,1,1,1,4,4,9,9,1,23
