tree_id,n_sides,n_total,class,naive,gt,ratio,class_frac
DAMIMAS_A21B_0434,4,24,B4,3,3,1.0,0.125
DAMIMAS_A21B_0435,4,17,B1,5,2,2.5,0.29411764705882354
DAMIMAS_A21B_0435,4,17,B2,5,3,1.6666666666666667,0.29411764705882354
DAMIMAS_A21B_0435,4,17,B3,7,4,1.75,0.4117647058823529
DAMIMAS_A21B_0436,4,22,B1,3,1,3.0,0.13636363636363635
DAMIMAS_A21B_0436,4,22,B2,7,4,1.75,0.3181818181818182
DAMIMAS_A21B_0436,4,22,B3,7,4,1.75,0.3181818181818182
DAMIMAS_A21B_0436,4,22,B4,5,4,1.25,0.22727272727272727
DAMIMAS_A21B_0437,4,27,B1,6,3,2.0,0.2222222222222222
DAMIMAS_A21B_0437,4,27,B2,3,3,1.0,0.1111111111111111
DAMIMAS_A21B_0437,4,27,B3,12,8,1.5,0.4444444444444444
DAMIMAS_A21B_0437,4,27,B4,6,5,1.2,0.2222222222222222
DAMIMAS_A21B_0439,4,10,B1,2,1,2.0,0.2
DAMIMAS_A21B_0439,4,10,B2,7,4,1.75,0.7
DAMIMAS_A21B_0439,4,10,B3,1,1,1.0,0.1
DAMIMAS_A21B_0440,4,23,B2,6,4,1.5,0.2608695652173913
DAMIMAS_A21B_0440,4,23,B3,11,8,1.375,0.4782608695652174
DAMIMAS_A21B_0440,4,23,B4,6,4,1.5,0.2608695652173913
DAMIMAS_A21B_0441,4,21,B1,2,1,2.0,0.09523809523809523
DAMIMAS_A21B_0441,4,21,B2,6,4,1.5,0.2857142857142857
DAMIMAS_A21B_0441,4,21,B3,11,7,1.5714285714285714,0.5238095238095238
DAMIMAS_A21B_0441,4,21,B4,2,2,1.0,0.09523809523809523
DAMIMAS_A21B_0443,4,21,B1,2,1,2.0,0.09523809523809523
DAMIMAS_A21B_0443,4,21,B2,9,6,1.5,0.42857142857142855
DAMIMAS_A21B_0443,4,21,B3,7,5,1.4,0.3333333333333333
DAMIMAS_A21B_0443,4,21,B4,3,2,1.5,0.14285714285714285
DAMIMAS_A21B_0445,4,19,B1,5,2,2.5,0.2631578947368421
DAMIMAS_A21B_0445,4,19,B2,2,1,2.0,0.10526315789473684
DAMIMAS_A21B_0445,4,19,B3,7,4,1.75,0.3684210526315789
DAMIMAS_A21B_0445,4,19,B4,5,4,1.25,0.2631578947368421
DAMIMAS_A21B_0446,4,19,B1,5,2,2.5,0.2631578947368421
DAMIMAS_A21B_0446,4,19,B2,2,1,2.0,0.10526315789473684
DAMIMAS_A21B_0446,4,19,B3,11,7,1.5714285714285714,0.5789473684210527
DAMIMAS_A21B_0446,4,19,B4,1,1,1.0,0.05263157894736842
DAMIMAS_A21B_0447,4,23,B2,10,7,1.4285714285714286,0.43478260869565216
DAMIMAS_A21B_0447,4,23,B3,9,7,1.2857142857142858,0.391304347826087
DAMIMAS_A21B_0447,4,23,B4,4,3,1.3333333333333333,0.17391304347826086
DAMIMAS_A21B_0448,4,18,B1,2,1,2.0,0.1111111111111111
DAMIMAS_A21B_0448,4,18,B2,5,3,1.6666666666666667,0.2777777777777778
DAMIMAS_A21B_0448,4,18,B3,7,5,1.4,0.3888888888888889
DAMIMAS_A21B_0448,4,18,B4,4,3,1.3333333333333333,0.2222222222222222
DAMIMAS_A21B_0450,4,25,B1,3,1,3.0,0.12
DAMIMAS_A21B_0450,4,25,B2,1,1,1.0,0.04
DAMIMAS_A21B_0450,4,25,B3,10,7,1.4285714285714286,0.4
DAMIMAS_A21B_0450,4,25,B4,11,7,1.5714285714285714,0.44
DAMIMAS_A21B_0451,4,17,B1,2,1,2.0,0.11764705882352941
DAMIMAS_A21B_0451,4,17,B2,9,4,2.25,0.5294117647058824
DAMIMAS_A21B_0451,4,17,B3,4,3,1.3333333333333333,0.23529411764705882
DAMIMAS_A21B_0451,4,17,B4,2,1,2.0,0.11764705882352941
DAMIMAS_A21B_0452,4,22,B1,8,4,2.0,0.36363636363636365
DAMIMAS_A21B_0452,4,22,B2,1,1,1.0,0.045454545454545456
DAMIMAS_A21B_0452,4,22,B3,4,3,1.3333333333333333,0.18181818181818182
DAMIMAS_A21B_0452,4,22,B4,9,6,1.5,0.4090909090909091
DAMIMAS_A21B_0453,4,19,B1,4,2,2.0,0.21052631578947367
DAMIMAS_A21B_0453,4,19,B2,2,1,2.0,0.10526315789473684
DAMIMAS_A21B_0453,4,19,B3,10,5,2.0,0.5263157894736842
DAMIMAS_A21B_0453,4,19,B4,3,1,3.0,0.15789473684210525
DAMIMAS_A21B_0454,4,23,B2,5,2,2.5,0.21739130434782608
DAMIMAS_A21B_0454,4,23,B3,6,4,1.5,0.2608695652173913
DAMIMAS_A21B_0454,4,23,B4,12,8,1.5,0.5217391304347826
DAMIMAS_A21B_0457,4,27,B1,4,2,2.0,0.14814814814814814
DAMIMAS_A21B_0457,4,27,B2,5,3,1.6666666666666667,0.18518518518518517
DAMIMAS_A21B_0457,4,27,B3,13,8,1.625,0.48148148148148145
DAMIMAS_A21B_0457,4,27,B4,5,4,1.25,0.18518518518518517
DAMIMAS_A21B_0458,4,21,B2,6,3,2.0,0.2857142857142857
DAMIMAS_A21B_0458,4,21,B3,10,6,1.6666666666666667,0.47619047619047616
DAMIMAS_A21B_0458,4,21,B4,5,3,1.6666666666666667,0.23809523809523808
DAMIMAS_A21B_0459,4,18,B1,7,3,2.3333333333333335,0.3888888888888889
DAMIMAS_A21B_0459,4,18,B2,7,3,2.3333333333333335,0.3888888888888889
DAMIMAS_A21B_0459,4,18,B3,4,2,2.0,0.2222222222222222
DAMIMAS_A21B_0460,4,26,B1,7,4,1.75,0.2692307692307692
DAMIMAS_A21B_0460,4,26,B2,5,3,1.6666666666666667,0.19230769230769232
DAMIMAS_A21B_0460,4,26,B3,8,4,2.0,0.3076923076923077
DAMIMAS_A21B_0460,4,26,B4,6,4,1.5,0.23076923076923078
DAMIMAS_A21B_0462,4,20,B1,6,3,2.0,0.3
DAMIMAS_A21B_0462,4,20,B3,11,5,2.2,0.55
DAMIMAS_A21B_0462,4,20,B4,3,3,1.0,0.15
DAMIMAS_A21B_0463,4,20,B1,3,1,3.0,0.15
DAMIMAS_A21B_0463,4,20,B2,9,5,1.8,0.45
DAMIMAS_A21B_0463,4,20,B3,7,4,1.75,0.35
DAMIMAS_A21B_0463,4,20,B4,1,1,1.0,0.05
DAMIMAS_A21B_0464,4,15,B1,5,3,1.6666666666666667,0.3333333333333333
DAMIMAS_A21B_0464,4,15,B2,3,2,1.5,0.2
DAMIMAS_A21B_0464,4,15,B3,4,2,2.0,0.26666666666666666
DAMIMAS_A21B_0464,4,15,B4,3,2,1.5,0.2
DAMIMAS_A21B_0465,4,13,B1,5,2,2.5,0.38461538461538464
DAMIMAS_A21B_0465,4,13,B2,3,1,3.0,0.23076923076923078
DAMIMAS_A21B_0465,4,13,B3,4,3,1.3333333333333333,0.3076923076923077
DAMIMAS_A21B_0465,4,13,B4,1,1,1.0,0.07692307692307693
DAMIMAS_A21B_0466,4,11,B3,6,4,1.5,0.5454545454545454
DAMIMAS_A21B_0466,4,11,B4,5,3,1.6666666666666667,0.45454545454545453
DAMIMAS_A21B_0467,4,17,B1,4,2,2.0,0.23529411764705882
DAMIMAS_A21B_0467,4,17,B2,4,3,1.3333333333333333,0.23529411764705882
DAMIMAS_A21B_0467,4,17,B3,8,5,1.6,0.47058823529411764
DAMIMAS_A21B_0467,4,17,B4,1,1,1.0,0.058823529411764705
DAMIMAS_A21B_0468,4,20,B1,5,3,1.6666666666666667,0.25
DAMIMAS_A21B_0468,4,20,B2,4,2,2.0,0.2
DAMIMAS_A21B_0468,4,20,B3,4,3,1.3333333333333333,0.2
DAMIMAS_A21B_0468,4,20,B4,7,5,1.4,0.35
DAMIMAS_A21B_0469,4,21,B2,6,3,2.0,0.2857142857142857
DAMIMAS_A21B_0469,4,21,B3,11,7,1.5714285714285714,0.5238095238095238
DAMIMAS_A21B_0469,4,21,B4,4,3,1.3333333333333333,0.19047619047619047
DAMIMAS_A21B_0470,4,22,B1,7,3,2.3333333333333335,0.3181818181818182
DAMIMAS_A21B_0470,4,22,B2,1,1,1.0,0.045454545454545456
DAMIMAS_A21B_0470,4,22,B3,10,5,2.0,0.45454545454545453
DAMIMAS_A21B_0470,4,22,B4,4,2,2.0,0.18181818181818182
DAMIMAS_A21B_0473,4,11,B1,3,1,3.0,0.2727272727272727
DAMIMAS_A21B_0473,4,11,B2,3,2,1.5,0.2727272727272727
DAMIMAS_A21B_0473,4,11,B3,5,3,1.6666666666666667,0.45454545454545453
DAMIMAS_A21B_0474,4,21,B1,4,2,2.0,0.19047619047619047
DAMIMAS_A21B_0474,4,21,B2,5,3,1.6666666666666667,0.23809523809523808
DAMIMAS_A21B_0474,4,21,B3,4,2,2.0,0.19047619047619047
DAMIMAS_A21B_0474,4,21,B4,8,5,1.6,0.38095238095238093
DAMIMAS_A21B_0476,4,17,B2,6,4,1.5,0.35294117647058826
DAMIMAS_A21B_0476,4,17,B3,8,5,1.6,0.47058823529411764
DAMIMAS_A21B_0476,4,17,B4,3,2,1.5,0.17647058823529413
DAMIMAS_A21B_0478,4,27,B1,6,3,2.0,0.2222222222222222
DAMIMAS_A21B_0478,4,27,B2,4,2,2.0,0.14814814814814814
DAMIMAS_A21B_0478,4,27,B3,6,3,2.0,0.2222222222222222
DAMIMAS_A21B_0478,4,27,B4,11,6,1.8333333333333333,0.4074074074074074
DAMIMAS_A21B_0480,4,24,B1,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0480,4,24,B2,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0480,4,24,B3,10,5,2.0,0.4166666666666667
DAMIMAS_A21B_0480,4,24,B4,6,4,1.5,0.25
DAMIMAS_A21B_0481,4,13,B1,2,1,2.0,0.15384615384615385
DAMIMAS_A21B_0481,4,13,B2,4,2,2.0,0.3076923076923077
DAMIMAS_A21B_0481,4,13,B3,6,3,2.0,0.46153846153846156
DAMIMAS_A21B_0481,4,13,B4,1,1,1.0,0.07692307692307693
DAMIMAS_A21B_0482,4,23,B1,2,1,2.0,0.08695652173913043
DAMIMAS_A21B_0482,4,23,B2,6,3,2.0,0.2608695652173913
DAMIMAS_A21B_0482,4,23,B3,6,4,1.5,0.2608695652173913
DAMIMAS_A21B_0482,4,23,B4,9,5,1.8,0.391304347826087
DAMIMAS_A21B_0483,4,20,B1,4,2,2.0,0.2
DAMIMAS_A21B_0483,4,20,B2,9,5,1.8,0.45
DAMIMAS_A21B_0483,4,20,B3,5,3,1.6666666666666667,0.25
DAMIMAS_A21B_0483,4,20,B4,2,2,1.0,0.1
DAMIMAS_A21B_0484,4,18,B1,2,1,2.0,0.1111111111111111
DAMIMAS_A21B_0484,4,18,B2,8,4,2.0,0.4444444444444444
DAMIMAS_A21B_0484,4,18,B3,3,2,1.5,0.16666666666666666
DAMIMAS_A21B_0484,4,18,B4,5,3,1.6666666666666667,0.2777777777777778
DAMIMAS_A21B_0486,4,22,B1,3,1,3.0,0.13636363636363635
DAMIMAS_A21B_0486,4,22,B2,3,1,3.0,0.13636363636363635
DAMIMAS_A21B_0486,4,22,B3,7,3,2.3333333333333335,0.3181818181818182
DAMIMAS_A21B_0486,4,22,B4,9,4,2.25,0.4090909090909091
DAMIMAS_A21B_0487,4,20,B2,7,3,2.3333333333333335,0.35
DAMIMAS_A21B_0487,4,20,B3,11,5,2.2,0.55
DAMIMAS_A21B_0487,4,20,B4,2,1,2.0,0.1
DAMIMAS_A21B_0488,4,17,B2,8,4,2.0,0.47058823529411764
DAMIMAS_A21B_0488,4,17,B3,3,2,1.5,0.17647058823529413
DAMIMAS_A21B_0488,4,17,B4,6,4,1.5,0.35294117647058826
DAMIMAS_A21B_0491,4,20,B1,5,3,1.6666666666666667,0.25
DAMIMAS_A21B_0491,4,20,B2,8,4,2.0,0.4
DAMIMAS_A21B_0491,4,20,B3,7,5,1.4,0.35
DAMIMAS_A21B_0493,4,19,B1,2,1,2.0,0.10526315789473684
DAMIMAS_A21B_0493,4,19,B2,6,3,2.0,0.3157894736842105
DAMIMAS_A21B_0493,4,19,B3,7,4,1.75,0.3684210526315789
DAMIMAS_A21B_0493,4,19,B4,4,2,2.0,0.21052631578947367
DAMIMAS_A21B_0494,4,25,B1,3,2,1.5,0.12
DAMIMAS_A21B_0494,4,25,B2,4,2,2.0,0.16
DAMIMAS_A21B_0494,4,25,B3,7,5,1.4,0.28
DAMIMAS_A21B_0494,4,25,B4,11,8,1.375,0.44
DAMIMAS_A21B_0495,4,18,B1,2,1,2.0,0.1111111111111111
DAMIMAS_A21B_0495,4,18,B2,7,4,1.75,0.3888888888888889
DAMIMAS_A21B_0495,4,18,B3,9,5,1.8,0.5
DAMIMAS_A21B_0496,4,19,B1,3,2,1.5,0.15789473684210525
DAMIMAS_A21B_0496,4,19,B2,6,4,1.5,0.3157894736842105
DAMIMAS_A21B_0496,4,19,B3,3,2,1.5,0.15789473684210525
DAMIMAS_A21B_0496,4,19,B4,7,4,1.75,0.3684210526315789
DAMIMAS_A21B_0498,4,28,B1,8,4,2.0,0.2857142857142857
DAMIMAS_A21B_0498,4,28,B2,1,1,1.0,0.03571428571428571
DAMIMAS_A21B_0498,4,28,B3,6,4,1.5,0.21428571428571427
DAMIMAS_A21B_0498,4,28,B4,13,8,1.625,0.4642857142857143
DAMIMAS_A21B_0499,4,23,B1,5,2,2.5,0.21739130434782608
DAMIMAS_A21B_0499,4,23,B2,6,3,2.0,0.2608695652173913
DAMIMAS_A21B_0499,4,23,B3,9,5,1.8,0.391304347826087
DAMIMAS_A21B_0499,4,23,B4,3,2,1.5,0.13043478260869565
DAMIMAS_A21B_0500,4,19,B1,6,3,2.0,0.3157894736842105
DAMIMAS_A21B_0500,4,19,B2,6,3,2.0,0.3157894736842105
DAMIMAS_A21B_0500,4,19,B3,4,3,1.3333333333333333,0.21052631578947367
DAMIMAS_A21B_0500,4,19,B4,3,2,1.5,0.15789473684210525
DAMIMAS_A21B_0501,4,25,B1,4,2,2.0,0.16
DAMIMAS_A21B_0501,4,25,B2,5,2,2.5,0.2
DAMIMAS_A21B_0501,4,25,B3,11,6,1.8333333333333333,0.44
DAMIMAS_A21B_0501,4,25,B4,5,2,2.5,0.2
DAMIMAS_A21B_0502,4,28,B2,7,3,2.3333333333333335,0.25
DAMIMAS_A21B_0502,4,28,B3,10,5,2.0,0.35714285714285715
DAMIMAS_A21B_0502,4,28,B4,11,6,1.8333333333333333,0.39285714285714285
DAMIMAS_A21B_0503,4,27,B1,3,2,1.5,0.1111111111111111
DAMIMAS_A21B_0503,4,27,B2,10,4,2.5,0.37037037037037035
DAMIMAS_A21B_0503,4,27,B3,9,5,1.8,0.3333333333333333
DAMIMAS_A21B_0503,4,27,B4,5,3,1.6666666666666667,0.18518518518518517
DAMIMAS_A21B_0506,4,33,B1,7,3,2.3333333333333335,0.21212121212121213
DAMIMAS_A21B_0506,4,33,B2,4,2,2.0,0.12121212121212122
DAMIMAS_A21B_0506,4,33,B3,8,5,1.6,0.24242424242424243
DAMIMAS_A21B_0506,4,33,B4,14,8,1.75,0.42424242424242425
DAMIMAS_A21B_0507,4,17,B2,9,5,1.8,0.5294117647058824
DAMIMAS_A21B_0507,4,17,B3,8,4,2.0,0.47058823529411764
DAMIMAS_A21B_0508,4,22,B1,1,1,1.0,0.045454545454545456
DAMIMAS_A21B_0508,4,22,B2,11,6,1.8333333333333333,0.5
DAMIMAS_A21B_0508,4,22,B3,8,5,1.6,0.36363636363636365
DAMIMAS_A21B_0508,4,22,B4,2,2,1.0,0.09090909090909091
DAMIMAS_A21B_0509,4,17,B1,2,1,2.0,0.11764705882352941
DAMIMAS_A21B_0509,4,17,B2,3,2,1.5,0.17647058823529413
DAMIMAS_A21B_0509,4,17,B3,9,5,1.8,0.5294117647058824
DAMIMAS_A21B_0509,4,17,B4,3,2,1.5,0.17647058823529413
DAMIMAS_A21B_0511,4,23,B1,7,3,2.3333333333333335,0.30434782608695654
DAMIMAS_A21B_0511,4,23,B2,9,5,1.8,0.391304347826087
DAMIMAS_A21B_0511,4,23,B3,6,3,2.0,0.2608695652173913
DAMIMAS_A21B_0511,4,23,B4,1,1,1.0,0.043478260869565216
DAMIMAS_A21B_0513,4,13,B2,2,1,2.0,0.15384615384615385
DAMIMAS_A21B_0513,4,13,B3,11,6,1.8333333333333333,0.8461538461538461
DAMIMAS_A21B_0514,4,22,B3,15,9,1.6666666666666667,0.6818181818181818
DAMIMAS_A21B_0514,4,22,B4,7,5,1.4,0.3181818181818182
DAMIMAS_A21B_0515,4,24,B1,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0515,4,24,B2,8,4,2.0,0.3333333333333333
DAMIMAS_A21B_0515,4,24,B3,9,5,1.8,0.375
DAMIMAS_A21B_0515,4,24,B4,3,2,1.5,0.125
DAMIMAS_A21B_0517,4,22,B1,4,2,2.0,0.18181818181818182
DAMIMAS_A21B_0517,4,22,B2,1,1,1.0,0.045454545454545456
DAMIMAS_A21B_0517,4,22,B3,10,6,1.6666666666666667,0.45454545454545453
DAMIMAS_A21B_0517,4,22,B4,7,4,1.75,0.3181818181818182
DAMIMAS_A21B_0520,4,16,B1,5,2,2.5,0.3125
DAMIMAS_A21B_0520,4,16,B2,4,2,2.0,0.25
DAMIMAS_A21B_0520,4,16,B3,4,2,2.0,0.25
DAMIMAS_A21B_0520,4,16,B4,3,2,1.5,0.1875
DAMIMAS_A21B_0522,4,16,B2,8,6,1.3333333333333333,0.5
DAMIMAS_A21B_0522,4,16,B3,5,3,1.6666666666666667,0.3125
DAMIMAS_A21B_0522,4,16,B4,3,2,1.5,0.1875
DAMIMAS_A21B_0523,4,23,B1,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0523,4,23,B2,12,8,1.5,0.5217391304347826
DAMIMAS_A21B_0523,4,23,B3,5,3,1.6666666666666667,0.21739130434782608
DAMIMAS_A21B_0523,4,23,B4,2,1,2.0,0.08695652173913043
DAMIMAS_A21B_0524,4,22,B1,4,2,2.0,0.18181818181818182
DAMIMAS_A21B_0524,4,22,B2,4,2,2.0,0.18181818181818182
DAMIMAS_A21B_0524,4,22,B3,6,3,2.0,0.2727272727272727
DAMIMAS_A21B_0524,4,22,B4,8,6,1.3333333333333333,0.36363636363636365
DAMIMAS_A21B_0526,4,21,B2,1,1,1.0,0.047619047619047616
DAMIMAS_A21B_0526,4,21,B3,19,10,1.9,0.9047619047619048
DAMIMAS_A21B_0526,4,21,B4,1,1,1.0,0.047619047619047616
DAMIMAS_A21B_0527,4,15,B2,7,4,1.75,0.4666666666666667
DAMIMAS_A21B_0527,4,15,B3,8,5,1.6,0.5333333333333333
DAMIMAS_A21B_0528,2,2,B2,2,1,2.0,1.0
DAMIMAS_A21B_0529,4,17,B3,11,7,1.5714285714285714,0.6470588235294118
DAMIMAS_A21B_0529,4,17,B4,6,3,2.0,0.35294117647058826
DAMIMAS_A21B_0531,4,27,B1,4,2,2.0,0.14814814814814814
DAMIMAS_A21B_0531,4,27,B2,9,5,1.8,0.3333333333333333
DAMIMAS_A21B_0531,4,27,B3,11,5,2.2,0.4074074074074074
DAMIMAS_A21B_0531,4,27,B4,3,2,1.5,0.1111111111111111
DAMIMAS_A21B_0532,4,20,B1,5,2,2.5,0.25
DAMIMAS_A21B_0532,4,20,B2,3,2,1.5,0.15
DAMIMAS_A21B_0532,4,20,B3,10,6,1.6666666666666667,0.5
DAMIMAS_A21B_0532,4,20,B4,2,1,2.0,0.1
DAMIMAS_A21B_0534,4,19,B1,3,1,3.0,0.15789473684210525
DAMIMAS_A21B_0534,4,19,B2,2,1,2.0,0.10526315789473684
DAMIMAS_A21B_0534,4,19,B3,8,4,2.0,0.42105263157894735
DAMIMAS_A21B_0534,4,19,B4,6,3,2.0,0.3157894736842105
DAMIMAS_A21B_0535,4,19,B1,7,3,2.3333333333333335,0.3684210526315789
DAMIMAS_A21B_0535,4,19,B2,5,3,1.6666666666666667,0.2631578947368421
DAMIMAS_A21B_0535,4,19,B3,5,3,1.6666666666666667,0.2631578947368421
DAMIMAS_A21B_0535,4,19,B4,2,1,2.0,0.10526315789473684
DAMIMAS_A21B_0538,4,24,B2,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0538,4,24,B3,11,6,1.8333333333333333,0.4583333333333333
DAMIMAS_A21B_0538,4,24,B4,9,5,1.8,0.375
DAMIMAS_A21B_0539,4,28,B1,7,4,1.75,0.25
DAMIMAS_A21B_0539,4,28,B2,6,3,2.0,0.21428571428571427
DAMIMAS_A21B_0539,4,28,B3,11,5,2.2,0.39285714285714285
DAMIMAS_A21B_0539,4,28,B4,4,3,1.3333333333333333,0.14285714285714285
DAMIMAS_A21B_0540,4,18,B1,7,3,2.3333333333333335,0.3888888888888889
DAMIMAS_A21B_0540,4,18,B3,6,3,2.0,0.3333333333333333
DAMIMAS_A21B_0540,4,18,B4,5,3,1.6666666666666667,0.2777777777777778
DAMIMAS_A21B_0542,4,25,B1,4,2,2.0,0.16
DAMIMAS_A21B_0542,4,25,B2,3,2,1.5,0.12
DAMIMAS_A21B_0542,4,25,B3,10,5,2.0,0.4
DAMIMAS_A21B_0542,4,25,B4,8,4,2.0,0.32
DAMIMAS_A21B_0543,4,10,B1,4,2,2.0,0.4
DAMIMAS_A21B_0543,4,10,B2,3,2,1.5,0.3
DAMIMAS_A21B_0543,4,10,B3,3,2,1.5,0.3
DAMIMAS_A21B_0544,4,23,B1,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0544,4,23,B2,6,3,2.0,0.2608695652173913
DAMIMAS_A21B_0544,4,23,B3,4,3,1.3333333333333333,0.17391304347826086
DAMIMAS_A21B_0544,4,23,B4,9,5,1.8,0.391304347826087
DAMIMAS_A21B_0545,4,23,B1,2,1,2.0,0.08695652173913043
DAMIMAS_A21B_0545,4,23,B3,20,9,2.2222222222222223,0.8695652173913043
DAMIMAS_A21B_0545,4,23,B4,1,1,1.0,0.043478260869565216
DAMIMAS_A21B_0548,4,20,B1,2,1,2.0,0.1
DAMIMAS_A21B_0548,4,20,B2,6,3,2.0,0.3
DAMIMAS_A21B_0548,4,20,B3,8,5,1.6,0.4
DAMIMAS_A21B_0548,4,20,B4,4,2,2.0,0.2
DAMIMAS_A21B_0549,4,10,B1,2,1,2.0,0.2
DAMIMAS_A21B_0549,4,10,B3,8,4,2.0,0.8
DAMIMAS_A21B_0552,4,18,B1,6,3,2.0,0.3333333333333333
DAMIMAS_A21B_0552,4,18,B2,7,3,2.3333333333333335,0.3888888888888889
DAMIMAS_A21B_0552,4,18,B3,4,2,2.0,0.2222222222222222
DAMIMAS_A21B_0552,4,18,B4,1,1,1.0,0.05555555555555555
DAMIMAS_A21B_0553,4,20,B1,3,1,3.0,0.15
DAMIMAS_A21B_0553,4,20,B2,4,2,2.0,0.2
DAMIMAS_A21B_0553,4,20,B3,9,5,1.8,0.45
DAMIMAS_A21B_0553,4,20,B4,4,3,1.3333333333333333,0.2
DAMIMAS_A21B_0555,4,16,B2,7,3,2.3333333333333335,0.4375
DAMIMAS_A21B_0555,4,16,B3,6,3,2.0,0.375
DAMIMAS_A21B_0555,4,16,B4,3,2,1.5,0.1875
DAMIMAS_A21B_0558,4,23,B2,11,4,2.75,0.4782608695652174
DAMIMAS_A21B_0558,4,23,B3,7,4,1.75,0.30434782608695654
DAMIMAS_A21B_0558,4,23,B4,5,3,1.6666666666666667,0.21739130434782608
DAMIMAS_A21B_0559,4,9,B4,9,8,1.125,1.0
DAMIMAS_A21B_0560,4,10,B3,10,5,2.0,1.0
DAMIMAS_A21B_0561,4,24,B1,2,1,2.0,0.08333333333333333
DAMIMAS_A21B_0561,4,24,B2,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0561,4,24,B3,14,9,1.5555555555555556,0.5833333333333334
DAMIMAS_A21B_0561,4,24,B4,4,3,1.3333333333333333,0.16666666666666666
DAMIMAS_A21B_0564,4,21,B1,6,4,1.5,0.2857142857142857
DAMIMAS_A21B_0564,4,21,B2,3,2,1.5,0.14285714285714285
DAMIMAS_A21B_0564,4,21,B3,9,6,1.5,0.42857142857142855
DAMIMAS_A21B_0564,4,21,B4,3,2,1.5,0.14285714285714285
DAMIMAS_A21B_0565,4,19,B3,14,8,1.75,0.7368421052631579
DAMIMAS_A21B_0565,4,19,B4,5,4,1.25,0.2631578947368421
DAMIMAS_A21B_0566,4,27,B2,13,6,2.1666666666666665,0.48148148148148145
DAMIMAS_A21B_0566,4,27,B3,10,5,2.0,0.37037037037037035
DAMIMAS_A21B_0566,4,27,B4,4,2,2.0,0.14814814814814814
DAMIMAS_A21B_0567,4,27,B1,4,2,2.0,0.14814814814814814
DAMIMAS_A21B_0567,4,27,B2,9,5,1.8,0.3333333333333333
DAMIMAS_A21B_0567,4,27,B3,12,6,2.0,0.4444444444444444
DAMIMAS_A21B_0567,4,27,B4,2,1,2.0,0.07407407407407407
DAMIMAS_A21B_0568,4,23,B1,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0568,4,23,B2,6,3,2.0,0.2608695652173913
DAMIMAS_A21B_0568,4,23,B3,8,5,1.6,0.34782608695652173
DAMIMAS_A21B_0568,4,23,B4,5,3,1.6666666666666667,0.21739130434782608
DAMIMAS_A21B_0569,4,24,B1,5,2,2.5,0.20833333333333334
DAMIMAS_A21B_0569,4,24,B2,4,2,2.0,0.16666666666666666
DAMIMAS_A21B_0569,4,24,B3,12,7,1.7142857142857142,0.5
DAMIMAS_A21B_0569,4,24,B4,3,2,1.5,0.125
DAMIMAS_A21B_0571,4,24,B1,6,3,2.0,0.25
DAMIMAS_A21B_0571,4,24,B2,7,6,1.1666666666666667,0.2916666666666667
DAMIMAS_A21B_0571,4,24,B3,9,5,1.8,0.375
DAMIMAS_A21B_0571,4,24,B4,2,1,2.0,0.08333333333333333
DAMIMAS_A21B_0572,4,16,B1,4,2,2.0,0.25
DAMIMAS_A21B_0572,4,16,B2,6,3,2.0,0.375
DAMIMAS_A21B_0572,4,16,B3,4,3,1.3333333333333333,0.25
DAMIMAS_A21B_0572,4,16,B4,2,1,2.0,0.125
DAMIMAS_A21B_0573,4,24,B2,6,4,1.5,0.25
DAMIMAS_A21B_0573,4,24,B3,11,6,1.8333333333333333,0.4583333333333333
DAMIMAS_A21B_0573,4,24,B4,7,5,1.4,0.2916666666666667
DAMIMAS_A21B_0574,4,13,B2,1,1,1.0,0.07692307692307693
DAMIMAS_A21B_0574,4,13,B3,8,4,2.0,0.6153846153846154
DAMIMAS_A21B_0574,4,13,B4,4,2,2.0,0.3076923076923077
DAMIMAS_A21B_0575,4,28,B1,6,3,2.0,0.21428571428571427
DAMIMAS_A21B_0575,4,28,B2,8,4,2.0,0.2857142857142857
DAMIMAS_A21B_0575,4,28,B3,11,6,1.8333333333333333,0.39285714285714285
DAMIMAS_A21B_0575,4,28,B4,3,2,1.5,0.10714285714285714
DAMIMAS_A21B_0576,4,25,B1,5,3,1.6666666666666667,0.2
DAMIMAS_A21B_0576,4,25,B2,6,4,1.5,0.24
DAMIMAS_A21B_0576,4,25,B3,12,6,2.0,0.48
DAMIMAS_A21B_0576,4,25,B4,2,1,2.0,0.08
DAMIMAS_A21B_0577,4,15,B1,6,3,2.0,0.4
DAMIMAS_A21B_0577,4,15,B3,6,4,1.5,0.4
DAMIMAS_A21B_0577,4,15,B4,3,2,1.5,0.2
DAMIMAS_A21B_0579,4,28,B1,10,5,2.0,0.35714285714285715
DAMIMAS_A21B_0579,4,28,B2,6,3,2.0,0.21428571428571427
DAMIMAS_A21B_0579,4,28,B3,10,6,1.6666666666666667,0.35714285714285715
DAMIMAS_A21B_0579,4,28,B4,2,1,2.0,0.07142857142857142
