tree_id,n_sides,n_total,class,naive,gt,ratio,class_frac
DAMIMAS_A21B_0721,4,28,B4,3,2,1.5,0.10714285714285714
DAMIMAS_A21B_0722,4,21,B1,2,1,2.0,0.09523809523809523
DAMIMAS_A21B_0722,4,21,B2,4,2,2.0,0.19047619047619047
DAMIMAS_A21B_0722,4,21,B3,11,7,1.5714285714285714,0.5238095238095238
DAMIMAS_A21B_0722,4,21,B4,4,2,2.0,0.19047619047619047
DAMIMAS_A21B_0723,4,36,B1,4,2,2.0,0.1111111111111111
DAMIMAS_A21B_0723,4,36,B2,9,4,2.25,0.25
DAMIMAS_A21B_0723,4,36,B3,14,7,2.0,0.3888888888888889
DAMIMAS_A21B_0723,4,36,B4,9,4,2.25,0.25
DAMIMAS_A21B_0728,4,28,B1,4,2,2.0,0.14285714285714285
DAMIMAS_A21B_0728,4,28,B2,4,2,2.0,0.14285714285714285
DAMIMAS_A21B_0728,4,28,B3,12,6,2.0,0.42857142857142855
DAMIMAS_A21B_0728,4,28,B4,8,4,2.0,0.2857142857142857
DAMIMAS_A21B_0729,4,28,B1,7,3,2.3333333333333335,0.25
DAMIMAS_A21B_0729,4,28,B2,2,1,2.0,0.07142857142857142
DAMIMAS_A21B_0729,4,28,B3,18,9,2.0,0.6428571428571429
DAMIMAS_A21B_0729,4,28,B4,1,1,1.0,0.03571428571428571
DAMIMAS_A21B_0730,4,16,B1,4,2,2.0,0.25
DAMIMAS_A21B_0730,4,16,B2,4,2,2.0,0.25
DAMIMAS_A21B_0730,4,16,B3,6,3,2.0,0.375
DAMIMAS_A21B_0730,4,16,B4,2,1,2.0,0.125
DAMIMAS_A21B_0731,4,13,B3,13,6,2.1666666666666665,1.0
DAMIMAS_A21B_0732,4,16,B3,12,6,2.0,0.75
DAMIMAS_A21B_0732,4,16,B4,4,4,1.0,0.25
DAMIMAS_A21B_0734,4,16,B1,2,1,2.0,0.125
DAMIMAS_A21B_0734,4,16,B2,2,1,2.0,0.125
DAMIMAS_A21B_0734,4,16,B3,9,5,1.8,0.5625
DAMIMAS_A21B_0734,4,16,B4,3,2,1.5,0.1875
DAMIMAS_A21B_0735,4,17,B3,16,8,2.0,0.9411764705882353
DAMIMAS_A21B_0735,4,17,B4,1,1,1.0,0.058823529411764705
DAMIMAS_A21B_0736,4,20,B2,2,1,2.0,0.1
DAMIMAS_A21B_0736,4,20,B3,14,8,1.75,0.7
DAMIMAS_A21B_0736,4,20,B4,4,2,2.0,0.2
DAMIMAS_A21B_0738,4,17,B3,15,9,1.6666666666666667,0.8823529411764706
DAMIMAS_A21B_0738,4,17,B4,2,1,2.0,0.11764705882352941
DAMIMAS_A21B_0739,4,21,B3,14,7,2.0,0.6666666666666666
DAMIMAS_A21B_0739,4,21,B4,7,4,1.75,0.3333333333333333
DAMIMAS_A21B_0740,4,22,B1,2,1,2.0,0.09090909090909091
DAMIMAS_A21B_0740,4,22,B2,2,1,2.0,0.09090909090909091
DAMIMAS_A21B_0740,4,22,B3,12,7,1.7142857142857142,0.5454545454545454
DAMIMAS_A21B_0740,4,22,B4,6,4,1.5,0.2727272727272727
DAMIMAS_A21B_0741,4,26,B1,2,1,2.0,0.07692307692307693
DAMIMAS_A21B_0741,4,26,B2,5,2,2.5,0.19230769230769232
DAMIMAS_A21B_0741,4,26,B3,13,6,2.1666666666666665,0.5
DAMIMAS_A21B_0741,4,26,B4,6,3,2.0,0.23076923076923078
DAMIMAS_A21B_0746,4,22,B1,2,1,2.0,0.09090909090909091
DAMIMAS_A21B_0746,4,22,B2,4,2,2.0,0.18181818181818182
DAMIMAS_A21B_0746,4,22,B3,10,6,1.6666666666666667,0.45454545454545453
DAMIMAS_A21B_0746,4,22,B4,6,3,2.0,0.2727272727272727
DAMIMAS_A21B_0747,4,32,B2,7,3,2.3333333333333335,0.21875
DAMIMAS_A21B_0747,4,32,B3,16,8,2.0,0.5
DAMIMAS_A21B_0747,4,32,B4,9,4,2.25,0.28125
DAMIMAS_A21B_0750,4,12,B3,10,5,2.0,0.8333333333333334
DAMIMAS_A21B_0750,4,12,B4,2,1,2.0,0.16666666666666666
DAMIMAS_A21B_0751,4,23,B1,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0751,4,23,B2,5,2,2.5,0.21739130434782608
DAMIMAS_A21B_0751,4,23,B3,13,6,2.1666666666666665,0.5652173913043478
DAMIMAS_A21B_0751,4,23,B4,1,1,1.0,0.043478260869565216
DAMIMAS_A21B_0752,4,13,B1,3,1,3.0,0.23076923076923078
DAMIMAS_A21B_0752,4,13,B2,2,1,2.0,0.15384615384615385
DAMIMAS_A21B_0752,4,13,B3,8,4,2.0,0.6153846153846154
DAMIMAS_A21B_0753,4,17,B1,3,1,3.0,0.17647058823529413
DAMIMAS_A21B_0753,4,17,B2,2,1,2.0,0.11764705882352941
DAMIMAS_A21B_0753,4,17,B3,12,6,2.0,0.7058823529411765
DAMIMAS_A21B_0754,2,3,B1,1,1,1.0,0.3333333333333333
DAMIMAS_A21B_0754,2,3,B2,2,1,2.0,0.6666666666666666
DAMIMAS_A21B_0755,4,18,B1,3,1,3.0,0.16666666666666666
DAMIMAS_A21B_0755,4,18,B2,2,1,2.0,0.1111111111111111
DAMIMAS_A21B_0755,4,18,B3,9,5,1.8,0.5
DAMIMAS_A21B_0755,4,18,B4,4,2,2.0,0.2222222222222222
DAMIMAS_A21B_0756,4,23,B3,17,8,2.125,0.7391304347826086
DAMIMAS_A21B_0756,4,23,B4,6,4,1.5,0.2608695652173913
DAMIMAS_A21B_0757,4,22,B2,2,1,2.0,0.09090909090909091
DAMIMAS_A21B_0757,4,22,B3,20,10,2.0,0.9090909090909091
DAMIMAS_A21B_0758,4,10,B1,2,1,2.0,0.2
DAMIMAS_A21B_0758,4,10,B2,6,3,2.0,0.6
DAMIMAS_A21B_0758,4,10,B4,2,2,1.0,0.2
DAMIMAS_A21B_0761,4,23,B1,2,1,2.0,0.08695652173913043
DAMIMAS_A21B_0761,4,23,B2,4,2,2.0,0.17391304347826086
DAMIMAS_A21B_0761,4,23,B3,12,7,1.7142857142857142,0.5217391304347826
DAMIMAS_A21B_0761,4,23,B4,5,3,1.6666666666666667,0.21739130434782608
DAMIMAS_A21B_0763,3,3,B3,3,1,3.0,1.0
DAMIMAS_A21B_0764,4,12,B2,2,1,2.0,0.16666666666666666
DAMIMAS_A21B_0764,4,12,B3,7,4,1.75,0.5833333333333334
DAMIMAS_A21B_0764,4,12,B4,3,2,1.5,0.25
DAMIMAS_A21B_0765,4,18,B1,4,2,2.0,0.2222222222222222
DAMIMAS_A21B_0765,4,18,B2,2,1,2.0,0.1111111111111111
DAMIMAS_A21B_0765,4,18,B3,9,4,2.25,0.5
DAMIMAS_A21B_0765,4,18,B4,3,2,1.5,0.16666666666666666
DAMIMAS_A21B_0766,4,14,B1,2,1,2.0,0.14285714285714285
DAMIMAS_A21B_0766,4,14,B2,2,1,2.0,0.14285714285714285
DAMIMAS_A21B_0766,4,14,B3,6,3,2.0,0.42857142857142855
DAMIMAS_A21B_0766,4,14,B4,4,2,2.0,0.2857142857142857
DAMIMAS_A21B_0767,4,16,B1,3,1,3.0,0.1875
DAMIMAS_A21B_0767,4,16,B2,4,2,2.0,0.25
DAMIMAS_A21B_0767,4,16,B3,8,4,2.0,0.5
DAMIMAS_A21B_0767,4,16,B4,1,1,1.0,0.0625
DAMIMAS_A21B_0768,4,16,B1,5,2,2.5,0.3125
DAMIMAS_A21B_0768,4,16,B2,2,1,2.0,0.125
DAMIMAS_A21B_0768,4,16,B3,9,5,1.8,0.5625
DAMIMAS_A21B_0769,4,26,B2,2,1,2.0,0.07692307692307693
DAMIMAS_A21B_0769,4,26,B3,18,10,1.8,0.6923076923076923
DAMIMAS_A21B_0769,4,26,B4,6,4,1.5,0.23076923076923078
DAMIMAS_A21B_0770,4,19,B2,3,2,1.5,0.15789473684210525
DAMIMAS_A21B_0770,4,19,B3,12,7,1.7142857142857142,0.631578947368421
DAMIMAS_A21B_0770,4,19,B4,4,2,2.0,0.21052631578947367
DAMIMAS_A21B_0772,4,9,B1,5,2,2.5,0.5555555555555556
DAMIMAS_A21B_0772,4,9,B3,4,2,2.0,0.4444444444444444
DAMIMAS_A21B_0773,4,16,B1,3,1,3.0,0.1875
DAMIMAS_A21B_0773,4,16,B2,2,1,2.0,0.125
DAMIMAS_A21B_0773,4,16,B3,10,5,2.0,0.625
DAMIMAS_A21B_0773,4,16,B4,1,1,1.0,0.0625
DAMIMAS_A21B_0774,4,8,B1,1,1,1.0,0.125
DAMIMAS_A21B_0774,4,8,B2,1,1,1.0,0.125
DAMIMAS_A21B_0774,4,8,B3,6,6,1.0,0.75
DAMIMAS_A21B_0777,4,18,B1,6,2,3.0,0.3333333333333333
DAMIMAS_A21B_0777,4,18,B3,6,3,2.0,0.3333333333333333
DAMIMAS_A21B_0777,4,18,B4,6,3,2.0,0.3333333333333333
DAMIMAS_A21B_0779,4,14,B1,3,1,3.0,0.21428571428571427
DAMIMAS_A21B_0779,4,14,B2,3,1,3.0,0.21428571428571427
DAMIMAS_A21B_0779,4,14,B3,8,4,2.0,0.5714285714285714
DAMIMAS_A21B_0780,4,7,B3,1,1,1.0,0.14285714285714285
DAMIMAS_A21B_0780,4,7,B4,6,4,1.5,0.8571428571428571
DAMIMAS_A21B_0781,4,22,B2,7,4,1.75,0.3181818181818182
DAMIMAS_A21B_0781,4,22,B3,9,5,1.8,0.4090909090909091
DAMIMAS_A21B_0781,4,22,B4,6,3,2.0,0.2727272727272727
DAMIMAS_A21B_0784,4,13,B2,6,3,2.0,0.46153846153846156
DAMIMAS_A21B_0784,4,13,B3,6,4,1.5,0.46153846153846156
DAMIMAS_A21B_0784,4,13,B4,1,1,1.0,0.07692307692307693
DAMIMAS_A21B_0785,4,14,B2,4,2,2.0,0.2857142857142857
DAMIMAS_A21B_0785,4,14,B3,10,4,2.5,0.7142857142857143
DAMIMAS_A21B_0788,4,21,B2,2,1,2.0,0.09523809523809523
DAMIMAS_A21B_0788,4,21,B3,14,7,2.0,0.6666666666666666
DAMIMAS_A21B_0788,4,21,B4,5,3,1.6666666666666667,0.23809523809523808
DAMIMAS_A21B_0789,4,26,B1,4,2,2.0,0.15384615384615385
DAMIMAS_A21B_0789,4,26,B2,8,5,1.6,0.3076923076923077
DAMIMAS_A21B_0789,4,26,B3,7,4,1.75,0.2692307692307692
DAMIMAS_A21B_0789,4,26,B4,7,5,1.4,0.2692307692307692
DAMIMAS_A21B_0790,4,15,B1,4,2,2.0,0.26666666666666666
DAMIMAS_A21B_0790,4,15,B3,11,6,1.8333333333333333,0.7333333333333333
DAMIMAS_A21B_0792,4,22,B2,6,3,2.0,0.2727272727272727
DAMIMAS_A21B_0792,4,22,B3,14,7,2.0,0.6363636363636364
DAMIMAS_A21B_0792,4,22,B4,2,2,1.0,0.09090909090909091
DAMIMAS_A21B_0797,4,13,B1,2,1,2.0,0.15384615384615385
DAMIMAS_A21B_0797,4,13,B2,7,4,1.75,0.5384615384615384
DAMIMAS_A21B_0797,4,13,B3,4,2,2.0,0.3076923076923077
DAMIMAS_A21B_0798,4,14,B1,2,1,2.0,0.14285714285714285
DAMIMAS_A21B_0798,4,14,B2,5,2,2.5,0.35714285714285715
DAMIMAS_A21B_0798,4,14,B3,7,4,1.75,0.5
DAMIMAS_A21B_0799,4,15,B3,10,5,2.0,0.6666666666666666
DAMIMAS_A21B_0799,4,15,B4,5,3,1.6666666666666667,0.3333333333333333
DAMIMAS_A21B_0800,4,17,B2,5,2,2.5,0.29411764705882354
DAMIMAS_A21B_0800,4,17,B3,7,5,1.4,0.4117647058823529
DAMIMAS_A21B_0800,4,17,B4,5,3,1.6666666666666667,0.29411764705882354
DAMIMAS_A21B_0801,4,21,B1,2,1,2.0,0.09523809523809523
DAMIMAS_A21B_0801,4,21,B2,8,4,2.0,0.38095238095238093
DAMIMAS_A21B_0801,4,21,B3,4,2,2.0,0.19047619047619047
DAMIMAS_A21B_0801,4,21,B4,7,3,2.3333333333333335,0.3333333333333333
DAMIMAS_A21B_0802,4,14,B1,1,1,1.0,0.07142857142857142
DAMIMAS_A21B_0802,4,14,B2,3,2,1.5,0.21428571428571427
DAMIMAS_A21B_0802,4,14,B3,4,2,2.0,0.2857142857142857
DAMIMAS_A21B_0802,4,14,B4,6,4,1.5,0.42857142857142855
DAMIMAS_A21B_0803,4,25,B1,2,1,2.0,0.08
DAMIMAS_A21B_0803,4,25,B2,2,1,2.0,0.08
DAMIMAS_A21B_0803,4,25,B3,13,8,1.625,0.52
DAMIMAS_A21B_0803,4,25,B4,8,4,2.0,0.32
DAMIMAS_A21B_0804,4,17,B1,2,1,2.0,0.11764705882352941
DAMIMAS_A21B_0804,4,17,B2,4,2,2.0,0.23529411764705882
DAMIMAS_A21B_0804,4,17,B3,9,5,1.8,0.5294117647058824
DAMIMAS_A21B_0804,4,17,B4,2,1,2.0,0.11764705882352941
DAMIMAS_A21B_0805,4,26,B1,5,2,2.5,0.19230769230769232
DAMIMAS_A21B_0805,4,26,B2,7,4,1.75,0.2692307692307692
DAMIMAS_A21B_0805,4,26,B3,7,3,2.3333333333333335,0.2692307692307692
DAMIMAS_A21B_0805,4,26,B4,7,3,2.3333333333333335,0.2692307692307692
DAMIMAS_A21B_0806,4,14,B1,2,1,2.0,0.14285714285714285
DAMIMAS_A21B_0806,4,14,B3,10,5,2.0,0.7142857142857143
DAMIMAS_A21B_0806,4,14,B4,2,1,2.0,0.14285714285714285
DAMIMAS_A21B_0807,4,20,B2,2,1,2.0,0.1
DAMIMAS_A21B_0807,4,20,B3,2,1,2.0,0.1
DAMIMAS_A21B_0807,4,20,B4,16,10,1.6,0.8
DAMIMAS_A21B_0815,8,51,B1,5,1,5.0,0.09803921568627451
DAMIMAS_A21B_0815,8,51,B2,9,2,4.5,0.17647058823529413
DAMIMAS_A21B_0815,8,51,B3,34,9,3.7777777777777777,0.6666666666666666
DAMIMAS_A21B_0815,8,51,B4,3,2,1.5,0.058823529411764705
DAMIMAS_A21B_0816,8,45,B1,5,1,5.0,0.1111111111111111
DAMIMAS_A21B_0816,8,45,B2,13,4,3.25,0.28888888888888886
DAMIMAS_A21B_0816,8,45,B3,26,13,2.0,0.5777777777777777
DAMIMAS_A21B_0816,8,45,B4,1,1,1.0,0.022222222222222223
DAMIMAS_A21B_0818,8,40,B2,18,4,4.5,0.45
DAMIMAS_A21B_0818,8,40,B3,22,6,3.6666666666666665,0.55
DAMIMAS_A21B_0819,8,44,B2,9,2,4.5,0.20454545454545456
DAMIMAS_A21B_0819,8,44,B3,32,11,2.909090909090909,0.7272727272727273
DAMIMAS_A21B_0819,8,44,B4,3,3,1.0,0.06818181818181818
DAMIMAS_A21B_0820,8,47,B2,12,2,6.0,0.2553191489361702
DAMIMAS_A21B_0820,8,47,B3,35,8,4.375,0.7446808510638298
DAMIMAS_A21B_0823,8,57,B1,8,2,4.0,0.14035087719298245
DAMIMAS_A21B_0823,8,57,B2,5,1,5.0,0.08771929824561403
DAMIMAS_A21B_0823,8,57,B3,37,9,4.111111111111111,0.6491228070175439
DAMIMAS_A21B_0823,8,57,B4,7,2,3.5,0.12280701754385964
DAMIMAS_A21B_0827,8,45,B1,5,1,5.0,0.1111111111111111
DAMIMAS_A21B_0827,8,45,B2,4,1,4.0,0.08888888888888889
DAMIMAS_A21B_0827,8,45,B3,31,8,3.875,0.6888888888888889
DAMIMAS_A21B_0827,8,45,B4,5,5,1.0,0.1111111111111111
DAMIMAS_A21B_0828,8,49,B1,5,2,2.5,0.10204081632653061
DAMIMAS_A21B_0828,8,49,B2,22,6,3.6666666666666665,0.4489795918367347
DAMIMAS_A21B_0828,8,49,B3,22,8,2.75,0.4489795918367347
DAMIMAS_A21B_0830,8,34,B1,13,3,4.333333333333333,0.38235294117647056
DAMIMAS_A21B_0830,8,34,B2,7,2,3.5,0.20588235294117646
DAMIMAS_A21B_0830,8,34,B3,14,6,2.3333333333333335,0.4117647058823529
DAMIMAS_A21B_0831,8,52,B1,4,1,4.0,0.07692307692307693
DAMIMAS_A21B_0831,8,52,B2,9,2,4.5,0.17307692307692307
DAMIMAS_A21B_0831,8,52,B3,30,7,4.285714285714286,0.5769230769230769
DAMIMAS_A21B_0831,8,52,B4,9,3,3.0,0.17307692307692307
DAMIMAS_A21B_0832,8,37,B2,16,4,4.0,0.43243243243243246
DAMIMAS_A21B_0832,8,37,B3,18,5,3.6,0.4864864864864865
DAMIMAS_A21B_0832,8,37,B4,3,1,3.0,0.08108108108108109
DAMIMAS_A21B_0833,8,22,B1,9,2,4.5,0.4090909090909091
DAMIMAS_A21B_0833,8,22,B2,2,1,2.0,0.09090909090909091
DAMIMAS_A21B_0833,8,22,B3,11,4,2.75,0.5
DAMIMAS_A21B_0834,8,46,B1,3,1,3.0,0.06521739130434782
DAMIMAS_A21B_0834,8,46,B2,19,6,3.1666666666666665,0.41304347826086957
DAMIMAS_A21B_0834,8,46,B3,15,5,3.0,0.32608695652173914
DAMIMAS_A21B_0834,8,46,B4,9,3,3.0,0.1956521739130435
DAMIMAS_A21B_0835,8,43,B3,37,15,2.466666666666667,0.8604651162790697
DAMIMAS_A21B_0835,8,43,B4,6,4,1.5,0.13953488372093023
DAMIMAS_A21B_0836,8,36,B1,10,3,3.3333333333333335,0.2777777777777778
DAMIMAS_A21B_0836,8,36,B2,9,2,4.5,0.25
DAMIMAS_A21B_0836,8,36,B3,17,4,4.25,0.4722222222222222
DAMIMAS_A21B_0837,8,35,B1,9,2,4.5,0.2571428571428571
DAMIMAS_A21B_0837,8,35,B2,2,1,2.0,0.05714285714285714
DAMIMAS_A21B_0837,8,35,B3,23,9,2.5555555555555554,0.6571428571428571
DAMIMAS_A21B_0837,8,35,B4,1,1,1.0,0.02857142857142857
DAMIMAS_A21B_0838,8,38,B2,3,1,3.0,0.07894736842105263
DAMIMAS_A21B_0838,8,38,B3,14,4,3.5,0.3684210526315789
DAMIMAS_A21B_0838,8,38,B4,21,7,3.0,0.5526315789473685
DAMIMAS_A21B_0840,8,45,B1,8,2,4.0,0.17777777777777778
DAMIMAS_A21B_0840,8,45,B2,22,7,3.142857142857143,0.4888888888888889
DAMIMAS_A21B_0840,8,45,B3,15,6,2.5,0.3333333333333333
DAMIMAS_A21B_0841,8,22,B1,8,3,2.6666666666666665,0.36363636363636365
DAMIMAS_A21B_0841,8,22,B3,10,4,2.5,0.45454545454545453
DAMIMAS_A21B_0841,8,22,B4,4,2,2.0,0.18181818181818182
DAMIMAS_A21B_0842,8,46,B1,8,2,4.0,0.17391304347826086
DAMIMAS_A21B_0842,8,46,B2,8,3,2.6666666666666665,0.17391304347826086
DAMIMAS_A21B_0842,8,46,B3,22,7,3.142857142857143,0.4782608695652174
DAMIMAS_A21B_0842,8,46,B4,8,2,4.0,0.17391304347826086
DAMIMAS_A21B_0846,8,26,B2,15,4,3.75,0.5769230769230769
DAMIMAS_A21B_0846,8,26,B3,11,3,3.6666666666666665,0.4230769230769231
DAMIMAS_A21B_0849,8,19,B1,5,1,5.0,0.2631578947368421
DAMIMAS_A21B_0849,8,19,B2,4,1,4.0,0.21052631578947367
DAMIMAS_A21B_0849,8,19,B3,9,4,2.25,0.47368421052631576
DAMIMAS_A21B_0849,8,19,B4,1,1,1.0,0.05263157894736842
DAMIMAS_A21B_0850,8,43,B1,5,1,5.0,0.11627906976744186
DAMIMAS_A21B_0850,8,43,B2,9,2,4.5,0.20930232558139536
DAMIMAS_A21B_0850,8,43,B3,22,6,3.6666666666666665,0.5116279069767442
DAMIMAS_A21B_0850,8,43,B4,7,4,1.75,0.16279069767441862
DAMIMAS_A21B_0852,8,14,B1,4,2,2.0,0.2857142857142857
DAMIMAS_A21B_0852,8,14,B2,10,3,3.3333333333333335,0.7142857142857143
LONSUM_A21A_0001,4,12,B3,12,5,2.4,1.0
LONSUM_A21A_0004,4,19,B2,8,4,2.0,0.42105263157894735
LONSUM_A21A_0004,4,19,B3,11,6,1.8333333333333333,0.5789473684210527
LONSUM_A21A_0005,4,11,B3,9,5,1.8,0.8181818181818182
LONSUM_A21A_0005,4,11,B4,2,2,1.0,0.18181818181818182
LONSUM_A21A_0006,4,12,B1,2,1,2.0,0.16666666666666666
LONSUM_A21A_0006,4,12,B2,4,2,2.0,0.3333333333333333
LONSUM_A21A_0006,4,12,B3,3,2,1.5,0.25
LONSUM_A21A_0006,4,12,B4,3,2,1.5,0.25
LONSUM_A21A_0009,4,13,B1,2,1,2.0,0.15384615384615385
LONSUM_A21A_0009,4,13,B2,2,1,2.0,0.15384615384615385
LONSUM_A21A_0009,4,13,B3,5,3,1.6666666666666667,0.38461538461538464
LONSUM_A21A_0009,4,13,B4,4,3,1.3333333333333333,0.3076923076923077
LONSUM_A21A_0010,4,16,B2,7,4,1.75,0.4375
LONSUM_A21A_0010,4,16,B3,7,3,2.3333333333333335,0.4375
LONSUM_A21A_0010,4,16,B4,2,1,2.0,0.125
LONSUM_A21A_0011,4,20,B2,2,1,2.0,0.1
LONSUM_A21A_0011,4,20,B3,17,10,1.7,0.85
LONSUM_A21A_0011,4,20,B4,1,1,1.0,0.05
LONSUM_A21A_0012,4,11,B2,5,2,2.5,0.45454545454545453
LONSUM_A21A_0012,4,11,B3,4,2,2.0,0.36363636363636365
LONSUM_A21A_0012,4,11,B4,2,1,2.0,0.18181818181818182
LONSUM_A21A_0013,4,6,B3,6,3,2.0,1.0
LONSUM_A21A_0014,4,9,B3,8,4,2.0,0.8888888888888888
LONSUM_A21A_0014,4,9,B4,1,1,1.0,0.1111111111111111
LONSUM_A21A_0015,4,17,B3,13,6,2.1666666666666665,0.7647058823529411
LONSUM_A21A_0015,4,17,B4,4,3,1.3333333333333333,0.23529411764705882
LONSUM_A21A_0017,4,5,B3,5,2,2.5,1.0
LONSUM_A21A_0019,4,17,B2,2,1,2.0,0.11764705882352941
LONSUM_A21A_0019,4,17,B3,13,7,1.8571428571428572,0.7647058823529411
LONSUM_A21A_0019,4,17,B4,2,1,2.0,0.11764705882352941
LONSUM_A21A_0020,4,8,B2,3,1,3.0,0.375
LONSUM_A21A_0020,4,8,B3,5,3,1.6666666666666667,0.625
LONSUM_A21A_0022,3,8,B2,6,3,2.0,0.75
LONSUM_A21A_0022,3,8,B3,2,2,1.0,0.25
LONSUM_A21A_0023,4,16,B3,16,8,2.0,1.0
LONSUM_A21A_0024,4,5,B3,4,1,4.0,0.8
LONSUM_A21A_0024,4,5,B4,1,1,1.0,0.2
LONSUM_A21A_0025,4,12,B3,9,4,2.25,0.75
LONSUM_A21A_0025,4,12,B4,3,1,3.0,0.25
LONSUM_A21A_0027,4,21,B3,11,5,2.2,0.5238095238095238
LONSUM_A21A_0027,4,21,B4,10,4,2.5,0.47619047619047616
LONSUM_A21A_0029,4,16,B2,4,2,2.0,0.25
LONSUM_A21A_0029,4,16,B3,9,6,1.5,0.5625
LONSUM_A21A_0029,4,16,B4,3,2,1.5,0.1875
LONSUM_A21A_0030,3,3,B2,3,1,3.0,1.0
LONSUM_A21A_0031,4,16,B2,3,1,3.0,0.1875
LONSUM_A21A_0031,4,16,B3,13,6,2.1666666666666665,0.8125
LONSUM_A21A_0032,2,2,B3,2,1,2.0,1.0
LONSUM_A21A_0033,4,10,B3,8,3,2.6666666666666665,0.8
LONSUM_A21A_0033,4,10,B4,2,1,2.0,0.2
LONSUM_A21A_0034,4,17,B1,1,1,1.0,0.058823529411764705
LONSUM_A21A_0034,4,17,B2,2,1,2.0,0.11764705882352941
LONSUM_A21A_0034,4,17,B3,10,5,2.0,0.5882352941176471
LONSUM_A21A_0034,4,17,B4,4,2,2.0,0.23529411764705882
LONSUM_A21A_0035,4,16,B3,14,6,2.3333333333333335,0.875
LONSUM_A21A_0035,4,16,B4,2,1,2.0,0.125
LONSUM_A21A_0036,4,15,B2,3,1,3.0,0.2
LONSUM_A21A_0036,4,15,B3,12,6,2.0,0.8
LONSUM_A21A_0037,4,5,B4,5,2,2.5,1.0
LONSUM_A21A_0039,4,12,B3,12,7,1.7142857142857142,1.0
LONSUM_A21A_0040,4,10,B3,10,4,2.5,1.0
LONSUM_A21A_0041,4,6,B3,6,3,2.0,1.0
LONSUM_A21A_0042,3,5,B3,3,1,3.0,0.6
LONSUM_A21A_0042,3,5,B4,2,1,2.0,0.4
LONSUM_A21A_0043,4,9,B3,7,4,1.75,0.7777777777777778
LONSUM_A21A_0043,4,9,B4,2,1,2.0,0.2222222222222222
LONSUM_A21A_0044,4,16,B2,2,1,2.0,0.125
LONSUM_A21A_0044,4,16,B3,14,8,1.75,0.875
LONSUM_A21A_0045,4,12,B1,3,1,3.0,0.25
LONSUM_A21A_0045,4,12,B2,3,1,3.0,0.25
LONSUM_A21A_0045,4,12,B3,6,4,1.5,0.5
LONSUM_A21A_0047,4,14,B3,10,5,2.0,0.7142857142857143
LONSUM_A21A_0047,4,14,B4,4,3,1.3333333333333333,0.2857142857142857
LONSUM_A21A_0048,4,15,B2,6,2,3.0,0.4
LONSUM_A21A_0048,4,15,B3,9,4,2.25,0.6
LONSUM_A21A_0050,4,19,B2,8,4,2.0,0.42105263157894735
LONSUM_A21A_0050,4,19,B3,7,3,2.3333333333333335,0.3684210526315789
LONSUM_A21A_0050,4,19,B4,4,2,2.0,0.21052631578947367
LONSUM_A21A_0052,4,8,B3,8,4,2.0,1.0
LONSUM_A21A_0056,4,13,B3,13,7,1.8571428571428572,1.0
LONSUM_A21A_0057,2,3,B3,2,2,1.0,0.6666666666666666
LONSUM_A21A_0057,2,3,B4,1,1,1.0,0.3333333333333333
LONSUM_A21A_0058,4,18,B2,6,3,2.0,0.3333333333333333
LONSUM_A21A_0058,4,18,B3,7,4,1.75,0.3888888888888889
LONSUM_A21A_0058,4,18,B4,5,4,1.25,0.2777777777777778
LONSUM_A21A_0059,4,18,B3,14,9,1.5555555555555556,0.7777777777777778
LONSUM_A21A_0059,4,18,B4,4,2,2.0,0.2222222222222222
LONSUM_A21A_0060,4,12,B2,3,1,3.0,0.25
LONSUM_A21A_0060,4,12,B3,9,4,2.25,0.75
LONSUM_A21A_0063,4,20,B2,2,1,2.0,0.1
LONSUM_A21A_0063,4,20,B3,13,6,2.1666666666666665,0.65
LONSUM_A21A_0063,4,20,B4,5,4,1.25,0.25
LONSUM_A21A_0064,4,7,B1,2,1,2.0,0.2857142857142857
LONSUM_A21A_0064,4,7,B3,5,4,1.25,0.7142857142857143
LONSUM_A21A_0065,4,13,B3,10,5,2.0,0.7692307692307693
LONSUM_A21A_0065,4,13,B4,3,3,1.0,0.23076923076923078
LONSUM_A21A_0066,4,13,B2,2,2,1.0,0.15384615384615385
LONSUM_A21A_0066,4,13,B3,7,3,2.3333333333333335,0.5384615384615384
LONSUM_A21A_0066,4,13,B4,4,3,1.3333333333333333,0.3076923076923077
LONSUM_A21A_0068,4,17,B2,4,2,2.0,0.23529411764705882
LONSUM_A21A_0068,4,17,B3,13,7,1.8571428571428572,0.7647058823529411
LONSUM_A21A_0069,3,5,B3,1,1,1.0,0.2
LONSUM_A21A_0069,3,5,B4,4,3,1.3333333333333333,0.8
LONSUM_A21A_0070,4,12,B2,5,3,1.6666666666666667,0.4166666666666667
LONSUM_A21A_0070,4,12,B3,5,3,1.6666666666666667,0.4166666666666667
LONSUM_A21A_0070,4,12,B4,2,1,2.0,0.16666666666666666
LONSUM_A21A_0071,4,8,B2,1,1,1.0,0.125
LONSUM_A21A_0071,4,8,B3,7,3,2.3333333333333335,0.875
LONSUM_A21A_0072,1,1,B3,1,1,1.0,1.0
LONSUM_A21A_0073,1,2,B3,1,1,1.0,0.5
LONSUM_A21A_0073,1,2,B4,1,1,1.0,0.5
LONSUM_A21A_0074,4,9,B3,7,3,2.3333333333333335,0.7777777777777778
