method,params,mean_MAE,acc_within_1_error,mean_total_error,score,n_trees
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.0}",1.7555,5.7,7.02,-11.85,228
stack_3,"{'corrected': 0.2, 'graph': 0.2, 'adaptive_ridge': 0.0}",1.6239,4.39,6.5,-11.85,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.0}",1.7566,5.7,7.03,-11.86,228
stack_3,"{'corrected': 0.0, 'graph': 0.2, 'adaptive_ridge': 0.2}",1.6294,4.39,6.52,-11.91,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 1.0}",1.8498,6.58,7.4,-11.92,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.0}",1.7741,5.7,7.1,-12.04,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.0}",1.7785,5.7,7.11,-12.08,228
rich_cluster_class_specific,"{'eps_b1b4': 0.15, 'eps_b2b3': 0.1, 'ms_b1b4': 1, 'ms_b2b3': 1, 'side_weight': 0.05}",1.7368,5.26,6.95,-12.11,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.0}",1.7807,5.7,7.12,-12.11,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.0}",1.784,5.7,7.14,-12.14,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.0}",1.7478,5.26,6.99,-12.21,228
stack_3,"{'corrected': 0.4, 'graph': 0.0, 'adaptive_ridge': 0.0}",1.6414,3.95,6.57,-12.47,228
stack_3,"{'corrected': 0.2, 'graph': 0.0, 'adaptive_ridge': 0.2}",1.6513,3.95,6.61,-12.57,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.0}",1.7018,4.39,6.81,-12.63,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.0}",1.7917,5.26,7.17,-12.65,228
graph_match,"{'tol_y': 0.15, 'tol_area': 0.05}",1.7478,4.82,6.99,-12.65,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.0}",1.7522,4.82,7.01,-12.7,228
stack_3,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.8}",2.0691,7.89,8.28,-12.8,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.0}",1.7632,4.82,7.05,-12.81,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.0}",1.7719,4.82,7.09,-12.89,228
stack_3,"{'corrected': 0.2, 'graph': 1.0, 'adaptive_ridge': 0.6}",2.0789,7.89,8.32,-12.89,228
stack_3,"{'corrected': 0.4, 'graph': 1.0, 'adaptive_ridge': 0.4}",2.0789,7.89,8.32,-12.89,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.0}",1.7292,4.39,6.92,-12.91,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.0}",1.8246,5.26,7.3,-12.98,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.0}",1.8246,5.26,7.3,-12.98,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.33}",2.0482,7.46,8.19,-13.03,228
graph_match,"{'tol_y': 0.1, 'tol_area': 0.08}",1.7895,4.82,7.16,-13.07,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.33}",2.057,7.46,8.23,-13.11,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.0}",1.7971,4.82,7.19,-13.15,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.33}",2.068,7.46,8.27,-13.22,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.0}",1.7632,4.39,7.05,-13.25,228
stack_3,"{'corrected': 0.6, 'graph': 1.0, 'adaptive_ridge': 0.2}",2.0844,7.46,8.34,-13.39,228
feature_cluster,"{'eps': 0.08, 'min_samples': 2}",1.7796,4.39,7.12,-13.41,228
rich_cluster,"{'eps': 0.08, 'min_samples': 1, 'side_weight': 0.0}",1.7807,4.39,7.12,-13.42,228
rich_cluster_class_specific,"{'eps_b1b4': 0.08, 'eps_b2b3': 0.1, 'ms_b1b4': 1, 'ms_b2b3': 2, 'side_weight': 0.05}",1.8268,4.82,7.31,-13.44,228
stack_3,"{'corrected': 0.8, 'graph': 1.0, 'adaptive_ridge': 0.0}",2.091,7.46,8.36,-13.45,228
stack_3,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.4}",1.6579,3.07,6.63,-13.51,228
rich_cluster_class_specific,"{'eps_b1b4': 0.12, 'eps_b2b3': 0.1, 'ms_b1b4': 1, 'ms_b2b3': 1, 'side_weight': 0.05}",1.7917,4.39,7.17,-13.53,228
visibility,"{'alpha': 4.0, 'sigma': 0.3}",1.6678,3.07,6.67,-13.61,228
rich_cluster,"{'eps': 0.12, 'min_samples': 2, 'side_weight': 0.1}",1.7182,3.51,6.87,-13.67,228
graph_match,"{'tol_y': 0.1, 'tol_area': 0.1}",1.807,4.39,7.23,-13.68,228
graph_match,"{'tol_y': 0.12, 'tol_area': 0.08}",1.8081,4.39,7.23,-13.7,228
feature_cluster,"{'eps': 0.08, 'min_samples': 1}",1.8092,4.39,7.24,-13.71,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.0}",1.83,4.39,7.32,-13.91,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.33}",1.9671,5.7,7.87,-13.97,228
graph_match,"{'tol_y': 0.12, 'tol_area': 0.1}",1.8279,3.95,7.31,-14.33,228
y_bin,{'y_tol': 0.08},1.8739,4.39,7.5,-14.35,228
rich_cluster,"{'eps': 0.08, 'min_samples': 2, 'side_weight': 0.05}",1.7873,3.51,7.15,-14.36,228
graph_match,"{'tol_y': 0.15, 'tol_area': 0.08}",1.8421,3.95,7.37,-14.47,228
feature_cluster,"{'eps': 0.1, 'min_samples': 2}",1.8476,3.95,7.39,-14.53,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.33}",1.9825,5.26,7.93,-14.56,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.33}",1.9879,5.26,7.95,-14.62,228
feature_cluster,"{'eps': 0.1, 'min_samples': 1}",1.8618,3.95,7.45,-14.67,228
rich_cluster,"{'eps': 0.1, 'min_samples': 1, 'side_weight': 0.05}",1.8388,3.51,7.36,-14.88,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.33}",2.0208,5.26,8.08,-14.95,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.33}",2.0241,5.26,8.1,-14.98,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.33}",2.0285,5.26,8.11,-15.02,228
feature_cluster,"{'eps': 0.12, 'min_samples': 2}",1.8673,3.51,7.47,-15.16,228
rich_cluster_class_specific,"{'eps_b1b4': 0.08, 'eps_b2b3': 0.1, 'ms_b1b4': 1, 'ms_b2b3': 1, 'side_weight': 0.05}",1.8695,3.51,7.48,-15.19,228
feature_cluster,"{'eps': 0.12, 'min_samples': 1}",1.8728,3.51,7.49,-15.22,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.0}",1.8289,3.07,7.32,-15.22,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.0}",1.8399,3.07,7.36,-15.33,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",1.9748,4.39,7.9,-15.36,228
graph_match,"{'tol_y': 0.15, 'tol_area': 0.1}",1.8596,3.07,7.44,-15.53,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",1.9529,3.95,7.81,-15.58,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",1.9978,4.39,7.99,-15.59,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",1.9254,3.51,7.7,-15.75,228
y_bin,{'y_tol': 0.12},1.8882,3.07,7.55,-15.81,228
y_bin,{'y_tol': 0.1},1.8893,3.07,7.56,-15.82,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.33}",1.9857,3.95,7.94,-15.91,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.33}",1.955,3.51,7.82,-16.04,228
rich_cluster,"{'eps': 0.1, 'min_samples': 2, 'side_weight': 0.1}",1.8706,2.63,7.48,-16.07,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.0}",1.8289,2.19,7.32,-16.1,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.33}",2.0066,3.95,8.03,-16.12,228
rich_cluster,"{'eps': 0.08, 'min_samples': 2, 'side_weight': 0.1}",1.8871,2.63,7.55,-16.24,228
rich_cluster,"{'eps': 0.12, 'min_samples': 1, 'side_weight': 0.1}",1.9309,3.07,7.72,-16.24,228
feature_cluster,"{'eps': 0.15, 'min_samples': 2}",1.8904,2.63,7.56,-16.27,228
feature_cluster,"{'eps': 0.18, 'min_samples': 2}",1.8936,2.63,7.57,-16.3,228
feature_cluster,"{'eps': 0.15, 'min_samples': 1}",1.8947,2.63,7.58,-16.32,228
feature_cluster,"{'eps': 0.25, 'min_samples': 1}",1.8947,2.63,7.58,-16.32,228
feature_cluster,"{'eps': 0.25, 'min_samples': 2}",1.8947,2.63,7.58,-16.32,228
feature_cluster,"{'eps': 0.18, 'min_samples': 1}",1.8947,2.63,7.58,-16.32,228
feature_cluster,"{'eps': 0.2, 'min_samples': 2}",1.8947,2.63,7.58,-16.32,228
feature_cluster,"{'eps': 0.2, 'min_samples': 1}",1.8958,2.63,7.58,-16.33,228
y_bin,{'y_tol': 0.15},1.8969,2.63,7.59,-16.34,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.33}",1.9879,3.51,7.95,-16.37,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.33}",2.0175,3.51,8.07,-16.67,228
rich_cluster,"{'eps': 0.08, 'min_samples': 1, 'side_weight': 0.05}",2.0121,3.07,8.05,-17.05,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",2.0581,3.51,8.23,-17.07,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.33}",2.0154,3.07,8.06,-17.08,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",2.0318,3.07,8.13,-17.25,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.66}",2.2533,5.26,9.01,-17.27,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",2.0033,2.63,8.01,-17.4,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.66}",2.2741,5.26,9.1,-17.48,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.66}",2.2774,5.26,9.11,-17.51,228
stack_3,"{'corrected': 0.2, 'graph': 0.6, 'adaptive_ridge': 1.0}",2.0614,3.07,8.25,-17.54,228
stack_3,"{'corrected': 0.4, 'graph': 0.6, 'adaptive_ridge': 0.8}",2.0669,3.07,8.27,-17.6,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",2.0888,3.07,8.36,-17.82,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",2.0691,2.63,8.28,-18.06,228
stack_3,"{'corrected': 0.6, 'graph': 0.6, 'adaptive_ridge': 0.6}",2.0702,2.63,8.28,-18.07,228
stack_3,"{'corrected': 0.8, 'graph': 0.6, 'adaptive_ridge': 0.4}",2.0757,2.63,8.3,-18.12,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",2.0351,2.19,8.14,-18.16,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.33}",2.0932,2.63,8.37,-18.3,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",2.0164,1.75,8.07,-18.41,228
rich_cluster,"{'eps': 0.1, 'min_samples': 1, 'side_weight': 0.1}",2.1053,2.63,8.42,-18.42,228
stack_3,"{'corrected': 0.0, 'graph': 0.8, 'adaptive_ridge': 1.0}",2.1075,2.63,8.43,-18.44,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.33}",2.0658,2.19,8.26,-18.46,228
stack_3,"{'corrected': 1.0, 'graph': 0.6, 'adaptive_ridge': 0.2}",2.0746,2.19,8.3,-18.55,228
rich_cluster,"{'eps': 0.08, 'min_samples': 1, 'side_weight': 0.1}",2.1217,2.63,8.49,-18.59,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.33}",2.0417,1.75,8.17,-18.66,228
naive,default,2.1294,2.63,8.52,-18.66,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.33}",2.0932,2.19,8.37,-18.74,228
stack_3,"{'corrected': 0.4, 'graph': 0.8, 'adaptive_ridge': 0.6}",2.1064,2.19,8.43,-18.87,228
stack_3,"{'corrected': 0.6, 'graph': 0.8, 'adaptive_ridge': 0.4}",2.1086,2.19,8.43,-18.89,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.66}",2.3279,4.39,9.31,-18.89,228
stack_3,"{'corrected': 0.2, 'graph': 0.8, 'adaptive_ridge': 0.8}",2.1086,2.19,8.43,-18.89,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.33}",2.0757,1.75,8.3,-19.0,228
stack_3,"{'corrected': 0.8, 'graph': 0.8, 'adaptive_ridge': 0.2}",2.1118,1.75,8.45,-19.36,228
stack_3,"{'corrected': 0.6, 'graph': 0.4, 'adaptive_ridge': 0.8}",2.1217,1.75,8.49,-19.46,228
stack_3,"{'corrected': 0.4, 'graph': 0.4, 'adaptive_ridge': 1.0}",2.1217,1.75,8.49,-19.46,228
stack_3,"{'corrected': 0.8, 'graph': 0.4, 'adaptive_ridge': 0.6}",2.1272,1.75,8.51,-19.52,228
stack_3,"{'corrected': 0.8, 'graph': 0.0, 'adaptive_ridge': 1.0}",2.1798,2.19,8.72,-19.61,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",2.2895,3.07,9.16,-19.82,228
stack_3,"{'corrected': 1.0, 'graph': 0.8, 'adaptive_ridge': 0.0}",2.125,1.32,8.5,-19.93,228
stack_3,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.8}",2.1732,1.75,8.69,-19.98,228
stack_3,"{'corrected': 0.8, 'graph': 0.2, 'adaptive_ridge': 0.8}",2.1809,1.75,8.72,-20.05,228
stack_3,"{'corrected': 0.6, 'graph': 0.2, 'adaptive_ridge': 1.0}",2.1831,1.75,8.73,-20.08,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",2.273,2.63,9.09,-20.1,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",2.295,2.63,9.18,-20.32,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",2.2171,1.75,8.87,-20.42,228
stack_3,"{'corrected': 1.0, 'graph': 0.4, 'adaptive_ridge': 0.4}",2.1316,0.88,8.53,-20.44,228
stack_3,"{'corrected': 1.0, 'graph': 0.2, 'adaptive_ridge': 0.6}",2.1787,1.32,8.71,-20.47,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",2.2796,2.19,9.12,-20.6,228
stack_3,"{'corrected': 0.0, 'graph': 0.2, 'adaptive_ridge': 0.0}",2.2401,1.75,8.96,-20.65,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",2.2456,1.75,8.98,-20.7,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",2.2478,1.75,8.99,-20.72,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",2.261,1.75,9.04,-20.86,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",2.3103,2.19,9.24,-20.91,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.66}",2.3158,2.19,9.26,-20.96,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.66}",2.2829,1.75,9.13,-21.07,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",2.284,1.75,9.14,-21.09,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.66}",2.2862,1.75,9.14,-21.11,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.66}",2.307,1.75,9.23,-21.32,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.66}",2.307,1.75,9.23,-21.32,228
stack_3,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 0.2}",2.1776,0.44,8.71,-21.34,228
stack_3,"{'corrected': 0.2, 'graph': 0.0, 'adaptive_ridge': 0.0}",2.1842,0.44,8.74,-21.4,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.66}",2.3235,1.75,9.29,-21.48,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 1.0}",2.5789,3.51,10.32,-22.28,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",2.5866,2.63,10.35,-23.23,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",2.5702,2.19,10.28,-23.51,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 1.0}",2.5943,2.19,10.38,-23.75,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.0}",2.4989,0.88,10.0,-24.11,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.0}",2.4989,0.88,10.0,-24.11,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.0}",2.4989,0.88,10.0,-24.11,228
stack_3,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0}",2.5713,1.32,10.29,-24.4,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.0}",2.5713,1.32,10.29,-24.4,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",2.5713,1.32,10.29,-24.4,228
stack_3,"{'corrected': 0.2, 'graph': 1.0, 'adaptive_ridge': 0.8}",2.5713,1.32,10.29,-24.4,228
stack_3,"{'corrected': 0.4, 'graph': 1.0, 'adaptive_ridge': 0.6}",2.5713,1.32,10.29,-24.4,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.0}",2.5713,1.32,10.29,-24.4,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.0}",2.5713,1.32,10.29,-24.4,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",2.5493,0.88,10.2,-24.62,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.0}",2.5998,1.32,10.4,-24.68,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.0}",2.5581,0.88,10.23,-24.7,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.0}",2.5614,0.88,10.25,-24.74,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.0}",2.5625,0.88,10.25,-24.75,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",2.6096,1.32,10.44,-24.78,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",2.6096,1.32,10.44,-24.78,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",2.6096,1.32,10.44,-24.78,228
stack_3,"{'corrected': 0.6, 'graph': 0.4, 'adaptive_ridge': 1.0}",2.6118,1.32,10.45,-24.8,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.0}",2.5702,0.88,10.28,-24.82,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.0}",2.5855,0.88,10.34,-24.98,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.0}",2.5888,0.88,10.36,-25.01,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.0}",2.5888,0.88,10.36,-25.01,228
stack_3,"{'corrected': 0.6, 'graph': 1.0, 'adaptive_ridge': 0.4}",2.5888,0.88,10.36,-25.01,228
stack_3,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0}",2.5888,0.88,10.36,-25.01,228
stack_3,"{'corrected': 0.8, 'graph': 1.0, 'adaptive_ridge': 0.2}",2.5888,0.88,10.36,-25.01,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.0}",2.5888,0.88,10.36,-25.01,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 0.0}",2.5888,0.88,10.36,-25.01,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.0}",2.6349,1.32,10.54,-25.03,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.0}",2.6371,1.32,10.55,-25.05,228
stack_3,"{'corrected': 0.8, 'graph': 0.2, 'adaptive_ridge': 1.0}",2.6425,1.32,10.57,-25.11,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.0}",2.6009,0.88,10.4,-25.13,228
stack_3,"{'corrected': 1.0, 'graph': 0.2, 'adaptive_ridge': 0.8}",2.6458,1.32,10.58,-25.14,228
