method,params,mean_MAE,acc_within_1_error,mean_total_error,score,n_trees
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",5.2774,0.0,21.11,-52.77,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",5.2818,0.0,21.13,-52.82,228
stack_3,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 1.0}",5.2818,0.0,21.13,-52.82,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.0}",5.2818,0.0,21.13,-52.82,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.0}",5.2818,0.0,21.13,-52.82,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.0}",5.2818,0.0,21.13,-52.82,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.0}",5.2895,0.0,21.16,-52.89,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",5.2895,0.0,21.16,-52.89,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",5.3048,0.0,21.22,-53.05,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",5.3048,0.0,21.22,-53.05,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.0}",5.3202,0.0,21.28,-53.2,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",5.3202,0.0,21.28,-53.2,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",5.4057,0.0,21.62,-54.06,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",5.4145,0.0,21.66,-54.14,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",5.42,0.0,21.68,-54.2,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",5.4364,0.0,21.75,-54.36,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",5.4397,0.0,21.76,-54.4,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",5.4463,0.0,21.79,-54.46,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.33}",5.4572,0.0,21.83,-54.57,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",5.466,0.0,21.86,-54.66,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",5.4671,0.0,21.87,-54.67,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",5.4726,0.0,21.89,-54.73,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",5.4814,0.0,21.93,-54.81,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.33}",5.4814,0.0,21.93,-54.81,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",5.4846,0.0,21.94,-54.85,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",5.4868,0.0,21.95,-54.87,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",5.4923,0.0,21.97,-54.92,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.33}",5.4956,0.0,21.98,-54.96,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",5.4989,0.0,22.0,-54.99,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",5.5066,0.0,22.03,-55.07,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",5.5197,0.0,22.08,-55.2,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",5.5307,0.0,22.12,-55.31,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",5.534,0.0,22.14,-55.34,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",5.534,0.0,22.14,-55.34,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",5.5461,0.0,22.18,-55.46,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",5.5625,0.0,22.25,-55.62,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",5.5636,0.0,22.25,-55.64,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",5.568,0.0,22.27,-55.68,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",5.5702,0.0,22.28,-55.7,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",5.5713,0.0,22.29,-55.71,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",5.5877,0.0,22.35,-55.88,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",5.5899,0.0,22.36,-55.9,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",5.6283,0.0,22.51,-56.28,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",5.7094,0.0,22.84,-57.09,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",5.7259,0.0,22.9,-57.26,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",5.727,0.0,22.91,-57.27,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",5.7281,0.0,22.91,-57.28,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",5.7346,0.0,22.94,-57.35,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",5.7412,0.0,22.96,-57.41,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",5.7467,0.0,22.99,-57.47,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",5.7588,0.0,23.04,-57.59,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",5.7654,0.0,23.06,-57.65,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",5.7686,0.0,23.07,-57.69,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",5.7697,0.0,23.08,-57.7,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",5.7774,0.0,23.11,-57.77,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",5.7862,0.0,23.14,-57.86,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 0.66}",5.7906,0.0,23.16,-57.91,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",5.7928,0.0,23.17,-57.93,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.66}",5.8004,0.0,23.2,-58.0,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",5.8026,0.0,23.21,-58.03,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",5.8037,0.0,23.21,-58.04,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",5.8048,0.0,23.22,-58.05,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",5.8048,0.0,23.22,-58.05,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",5.807,0.0,23.23,-58.07,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",5.8081,0.0,23.23,-58.08,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 0.66}",5.8147,0.0,23.26,-58.15,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.66}",5.818,0.0,23.27,-58.18,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",5.818,0.0,23.27,-58.18,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 0.66}",5.8213,0.0,23.29,-58.21,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",5.8279,0.0,23.31,-58.28,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.66}",5.8366,0.0,23.35,-58.37,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",5.841,0.0,23.36,-58.41,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 0.66}",5.8443,0.0,23.38,-58.44,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 0.66}",5.8553,0.0,23.42,-58.55,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",5.8575,0.0,23.43,-58.57,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.66}",5.8629,0.0,23.45,-58.63,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.66}",5.8794,0.0,23.52,-58.79,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.66}",5.8838,0.0,23.54,-58.84,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.66}",5.8904,0.0,23.56,-58.9,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.66}",5.8936,0.0,23.57,-58.94,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.66}",5.9024,0.0,23.61,-59.02,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.66}",5.9068,0.0,23.63,-59.07,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.66}",5.932,0.0,23.73,-59.32,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",5.9792,0.0,23.92,-59.79,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",5.9792,0.0,23.92,-59.79,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",5.9792,0.0,23.92,-59.79,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 1.0}",6.0296,0.0,24.12,-60.3,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",6.0384,0.0,24.15,-60.38,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 1.0}",6.0395,0.0,24.16,-60.39,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 1.0}",6.0417,0.0,24.17,-60.42,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",6.0428,0.0,24.17,-60.43,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",6.0439,0.0,24.18,-60.44,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",6.0515,0.0,24.21,-60.52,228
stack_5,"{'corrected': 0.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 1.0}",6.0515,0.0,24.21,-60.52,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",6.0515,0.0,24.21,-60.52,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",6.0515,0.0,24.21,-60.52,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 1.0}",6.0526,0.0,24.21,-60.53,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 1.0}",6.057,0.0,24.23,-60.57,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",6.0669,0.0,24.27,-60.67,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",6.068,0.0,24.27,-60.68,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",6.0691,0.0,24.28,-60.69,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.0, 'rich_cluster': 1.0}",6.0691,0.0,24.28,-60.69,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",6.0691,0.0,24.28,-60.69,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",6.0691,0.0,24.28,-60.69,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",6.0713,0.0,24.29,-60.71,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",6.0713,0.0,24.29,-60.71,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.66, 'rich_cluster': 1.0}",6.0768,0.0,24.31,-60.77,228
stack_5,"{'corrected': 0.33, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 1.0}",6.08,0.0,24.32,-60.8,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",6.0833,0.0,24.33,-60.83,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.0}",6.0844,0.0,24.34,-60.84,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",6.0866,0.0,24.35,-60.87,228
stack_5,"{'corrected': 0.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 1.0}",6.0899,0.0,24.36,-60.9,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 1.0}",6.0899,0.0,24.36,-60.9,228
stack_5,"{'corrected': 0.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 1.0}",6.0899,0.0,24.36,-60.9,228
stack_5,"{'corrected': 0.33, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 1.0}",6.0899,0.0,24.36,-60.9,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",6.0976,0.0,24.39,-60.98,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.33, 'rich_cluster': 1.0}",6.1009,0.0,24.4,-61.01,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.0, 'visibility': 0.33, 'rich_cluster': 1.0}",6.1075,0.0,24.43,-61.07,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 1.0}",6.1075,0.0,24.43,-61.07,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 1.0}",6.1075,0.0,24.43,-61.07,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 1.0}",6.1075,0.0,24.43,-61.07,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.0}",6.1118,0.0,24.45,-61.12,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",6.1129,0.0,24.45,-61.13,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",6.114,0.0,24.46,-61.14,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",6.1151,0.0,24.46,-61.15,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",6.1162,0.0,24.46,-61.16,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",6.1173,0.0,24.47,-61.17,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 1.0}",6.1184,0.0,24.47,-61.18,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 0.0, 'rich_cluster': 1.0}",6.1195,0.0,24.48,-61.2,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.0}",6.125,0.0,24.5,-61.25,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 0.0, 'rich_cluster': 1.0}",6.1294,0.0,24.52,-61.29,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.0}",6.1458,0.0,24.58,-61.46,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.0}",6.1458,0.0,24.58,-61.46,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 1.0}",6.1798,0.0,24.72,-61.8,228
stack_5,"{'corrected': 0.66, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 1.0}",6.1798,0.0,24.72,-61.8,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 1.0}",6.1798,0.0,24.72,-61.8,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.0}",6.1941,0.0,24.78,-61.94,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",6.3564,0.0,25.43,-63.56,228
stack_5,"{'corrected': 0.33, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",6.3618,0.0,25.45,-63.62,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",6.3695,0.0,25.48,-63.7,228
stack_5,"{'corrected': 0.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",6.3717,0.0,25.49,-63.72,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",6.3739,0.0,25.5,-63.74,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",6.3772,0.0,25.51,-63.77,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 1.0, 'rich_cluster': 0.33}",6.3805,0.0,25.52,-63.8,228
stack_5,"{'corrected': 0.66, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",6.3871,0.0,25.55,-63.87,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.0, 'visibility': 1.0, 'rich_cluster': 0.33}",6.3893,0.0,25.56,-63.89,228
stack_5,"{'corrected': 0.33, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",6.3936,0.0,25.57,-63.94,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 0.66, 'visibility': 0.66, 'rich_cluster': 0.33}",6.3936,0.0,25.57,-63.94,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.33, 'visibility': 0.66, 'rich_cluster': 0.33}",6.4024,0.0,25.61,-64.02,228
stack_5,"{'corrected': 1.0, 'graph': 0.66, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",6.4243,0.0,25.7,-64.24,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 0.66, 'visibility': 0.33, 'rich_cluster': 0.33}",6.4287,0.0,25.71,-64.29,228
stack_5,"{'corrected': 0.66, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.33, 'rich_cluster': 0.33}",6.4309,0.0,25.72,-64.31,228
stack_5,"{'corrected': 0.66, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",6.443,0.0,25.77,-64.43,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 0.66, 'visibility': 1.0, 'rich_cluster': 0.33}",6.4463,0.0,25.79,-64.46,228
stack_5,"{'corrected': 1.0, 'graph': 1.0, 'adaptive_ridge': 1.0, 'visibility': 0.0, 'rich_cluster': 0.33}",6.4616,0.0,25.85,-64.62,228
stack_5,"{'corrected': 1.0, 'graph': 0.33, 'adaptive_ridge': 1.0, 'visibility': 0.66, 'rich_cluster': 0.33}",6.4715,0.0,25.89,-64.71,228
stack_5,"{'corrected': 1.0, 'graph': 0.0, 'adaptive_ridge': 1.0, 'visibility': 1.0, 'rich_cluster': 0.33}",6.5,0.0,26.0,-65.0,228
