tree_id,split,has_json,n_dets,n_sides,naive_B1,naive_B2,naive_B3,naive_B4,naive_total,corrected_B1,corrected_B2,corrected_B3,corrected_B4,corrected_total,feature_cluster_B1,feature_cluster_B2,feature_cluster_B3,feature_cluster_B4,feature_cluster_total,visibility_B1,visibility_B2,visibility_B3,visibility_B4,visibility_total,learned_graph_B1,learned_graph_B2,learned_graph_B3,learned_graph_B4,learned_graph_total,hungarian_match_B1,hungarian_match_B2,hungarian_match_B3,hungarian_match_B4,hungarian_match_total,cascade_match_B1,cascade_match_B2,cascade_match_B3,cascade_match_B4,cascade_match_total
LONSUM_A21A_0067,nonjson,False,19,4,0,8,10,1,19,0,4,6,1,11,0,1,1,1,3,0,4,5,1,10,0,2,1,1,4,0,4,3,1,8,0,1,2,1,4
LONSUM_A21A_0068,nonjson,False,16,4,0,6,10,0,16,0,3,6,0,9,0,1,1,0,2,0,3,5,0,8,0,1,1,0,2,0,3,2,0,5,0,1,1,0,2
LONSUM_A21A_0069,nonjson,False,5,3,0,0,1,4,5,0,0,1,2,3,0,0,1,1,2,0,0,1,2,3,0,0,1,1,2,0,0,1,2,3,0,0,1,1,2
LONSUM_A21A_0070,nonjson,False,12,4,0,5,5,2,12,0,3,3,1,7,0,1,1,1,3,0,3,3,1,7,0,1,1,1,3,0,3,2,1,6,0,1,1,1,3
LONSUM_A21A_0071,nonjson,False,8,4,0,2,5,1,8,0,1,3,1,5,0,1,1,1,3,0,1,3,1,5,0,2,2,1,5,0,2,3,1,6,0,1,1,1,3
LONSUM_A21A_0072,nonjson,False,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
LONSUM_A21A_0073,nonjson,False,2,1,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2
LONSUM_A21A_0074,nonjson,False,9,4,0,2,5,2,9,0,1,3,1,5,0,1,1,1,3,0,1,3,1,5,0,2,1,1,4,0,2,1,1,4,0,1,1,1,3
LONSUM_A21A_0075,nonjson,False,11,4,0,0,9,2,11,0,0,5,1,6,0,0,1,1,2,0,0,5,1,6,0,0,2,2,4,0,0,3,2,5,0,0,2,1,3
LONSUM_A21A_0076,nonjson,False,12,4,0,1,11,0,12,0,1,6,0,7,0,1,1,0,2,0,1,6,0,7,0,1,1,0,2,0,1,3,0,4,0,1,1,0,2
LONSUM_A21A_0077,nonjson,False,7,4,0,0,3,4,7,0,0,2,2,4,0,0,1,1,2,0,0,2,2,4,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2
LONSUM_A21A_0078,nonjson,False,17,4,0,5,5,7,17,0,3,3,4,10,0,1,1,1,3,0,3,3,4,10,0,1,1,1,3,0,2,3,3,8,0,1,1,1,3
LONSUM_A21A_0079,nonjson,False,8,4,0,0,8,0,8,0,0,4,0,4,0,0,1,0,1,0,0,4,0,4,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1
LONSUM_A21A_0080,nonjson,False,5,3,0,0,5,0,5,0,0,3,0,3,0,0,1,0,1,0,0,3,0,3,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1
LONSUM_A21A_0081,nonjson,False,7,4,0,0,3,4,7,0,0,2,2,4,0,0,1,1,2,0,0,2,2,4,0,0,1,1,2,0,0,1,2,3,0,0,1,1,2
LONSUM_A21A_0082,nonjson,False,7,4,0,3,3,1,7,0,2,2,1,5,0,1,1,1,3,0,2,2,1,5,0,3,1,1,5,0,3,1,1,5,0,1,1,1,3
LONSUM_A21A_0083,nonjson,False,17,4,0,2,14,1,17,0,1,8,1,10,0,1,1,1,3,0,1,7,1,9,0,2,1,1,4,0,2,4,1,7,0,1,1,1,3
LONSUM_A21A_0084,nonjson,False,4,3,0,0,4,0,4,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,2,0,2,0,0,3,0,3,0,0,1,0,1
LONSUM_A21A_0085,nonjson,False,2,2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2
LONSUM_A21A_0086,nonjson,False,10,4,0,2,5,3,10,0,1,3,2,6,0,1,1,1,3,0,1,3,2,6,0,1,1,3,5,0,1,3,3,7,0,1,1,1,3
LONSUM_A21A_0087,nonjson,False,9,4,0,0,9,0,9,0,0,5,0,5,0,0,1,0,1,0,0,5,0,5,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1
LONSUM_A21A_0088,nonjson,False,18,4,1,5,12,0,18,1,3,7,0,11,1,1,1,0,3,1,3,6,0,10,1,3,1,0,5,1,3,4,0,8,1,2,1,0,4
LONSUM_A21A_0090,nonjson,False,10,4,0,2,5,3,10,0,1,3,2,6,0,1,1,1,3,0,1,3,2,6,0,1,1,1,3,0,1,2,2,5,0,1,1,1,3
LONSUM_A21A_0091,nonjson,False,16,4,0,1,13,2,16,0,1,7,1,9,0,1,1,1,3,0,1,7,1,9,0,1,1,1,3,0,1,1,1,3,0,1,1,1,3
LONSUM_A21A_0092,nonjson,False,13,4,0,2,11,0,13,0,1,6,0,7,0,1,1,0,2,0,1,6,0,7,0,2,1,0,3,0,2,3,0,5,0,1,1,0,2
LONSUM_A21A_0093,nonjson,False,7,4,0,0,7,0,7,0,0,4,0,4,0,0,1,0,1,0,0,4,0,4,0,0,1,0,1,0,0,3,0,3,0,0,1,0,1
LONSUM_A21A_0094,nonjson,False,12,4,1,1,7,3,12,1,1,4,2,8,1,1,1,1,4,1,1,4,2,8,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4
LONSUM_A21A_0095,nonjson,False,12,4,0,2,6,4,12,0,1,3,2,6,0,1,1,1,3,0,1,3,2,6,0,2,1,2,5,0,2,2,2,6,0,1,1,1,3
LONSUM_A21A_0096,nonjson,False,9,3,0,0,9,0,9,0,0,5,0,5,0,0,1,0,1,0,0,5,0,5,0,0,3,0,3,0,0,5,0,5,0,0,1,0,1
LONSUM_A21A_0097,nonjson,False,5,4,0,0,3,2,5,0,0,2,1,3,0,0,1,1,2,0,0,2,1,3,0,0,1,1,2,0,0,1,1,2,0,0,1,1,2
LONSUM_A21A_0098,nonjson,False,9,4,0,4,3,2,9,0,2,2,1,5,0,1,1,1,3,0,2,2,1,5,0,1,1,1,3,0,2,1,1,4,0,1,1,1,3
LONSUM_A21A_0099,nonjson,False,16,4,0,0,14,2,16,0,0,8,1,9,0,0,1,1,2,0,0,7,1,8,0,0,1,2,3,0,0,4,2,6,0,0,1,1,2
