tree_id,split,has_json,n_dets,n_sides,naive_B1,naive_B2,naive_B3,naive_B4,naive_total,corrected_B1,corrected_B2,corrected_B3,corrected_B4,corrected_total,feature_cluster_B1,feature_cluster_B2,feature_cluster_B3,feature_cluster_B4,feature_cluster_total,visibility_B1,visibility_B2,visibility_B3,visibility_B4,visibility_total,learned_graph_B1,learned_graph_B2,learned_graph_B3,learned_graph_B4,learned_graph_total,hungarian_match_B1,hungarian_match_B2,hungarian_match_B3,hungarian_match_B4,hungarian_match_total,cascade_match_B1,cascade_match_B2,cascade_match_B3,cascade_match_B4,cascade_match_total
DAMIMAS_A21B_0486,nonjson,False,22,4,0,4,10,8,22,0,2,6,5,13,0,1,1,1,3,0,2,5,4,11,0,1,1,1,3,0,2,3,2,7,0,1,1,1,3
DAMIMAS_A21B_0487,nonjson,False,20,4,0,10,9,1,20,0,6,5,1,12,0,1,1,1,3,0,5,5,1,11,0,1,1,1,3,0,1,1,1,3,0,1,1,1,3
DAMIMAS_A21B_0488,nonjson,False,17,4,0,7,5,5,17,0,4,3,3,10,0,1,1,1,3,0,4,3,3,10,0,5,3,4,12,0,6,4,5,15,0,2,2,2,6
DAMIMAS_A21B_0489,nonjson,False,20,4,0,0,17,3,20,0,0,9,2,11,0,0,1,1,2,0,0,9,2,11,0,0,1,1,2,0,0,6,1,7,0,0,1,1,2
DAMIMAS_A21B_0490,nonjson,False,27,4,7,1,9,10,27,4,1,5,6,16,1,1,1,1,4,4,1,5,5,15,1,1,1,1,4,2,1,3,3,9,1,1,1,1,4
DAMIMAS_A21B_0491,nonjson,False,20,4,5,8,7,0,20,3,4,4,0,11,1,1,1,0,3,3,4,4,0,11,1,1,1,0,3,3,1,1,0,5,1,1,1,0,3
DAMIMAS_A21B_0492,nonjson,False,19,4,3,5,6,5,19,2,3,3,3,11,1,1,1,1,4,2,3,3,3,11,1,1,2,1,5,1,3,4,3,11,1,1,2,1,5
DAMIMAS_A21B_0493,nonjson,False,19,4,2,7,6,4,19,1,4,3,2,10,1,1,1,1,4,1,4,3,2,10,1,1,1,1,4,1,4,3,1,9,1,1,1,1,4
DAMIMAS_A21B_0494,nonjson,False,26,4,4,3,7,12,26,2,2,4,7,15,1,1,1,1,4,2,2,4,6,14,1,1,1,1,4,2,1,3,2,8,1,1,1,1,4
DAMIMAS_A21B_0495,nonjson,False,18,4,2,9,7,0,18,1,5,4,0,10,1,1,1,0,3,1,5,4,0,10,1,1,1,0,3,1,2,1,0,4,1,1,1,0,3
DAMIMAS_A21B_0496,nonjson,False,19,4,3,5,4,7,19,2,3,2,4,11,1,1,1,1,4,2,3,2,4,11,1,1,1,1,4,1,2,2,2,7,1,1,1,1,4
DAMIMAS_A21B_0497,nonjson,False,26,4,2,5,15,4,26,1,3,8,2,14,1,1,1,1,4,1,3,8,2,14,1,1,1,1,4,1,1,3,2,7,1,1,1,1,4
DAMIMAS_A21B_0498,nonjson,False,28,4,7,2,5,14,28,4,1,3,8,16,1,1,1,1,4,4,1,3,7,15,1,1,5,1,8,1,1,5,4,11,1,1,1,1,4
DAMIMAS_A21B_0499,nonjson,False,23,4,4,8,8,3,23,2,4,4,2,12,1,1,1,1,4,2,4,4,2,12,1,1,1,1,4,1,2,2,1,6,1,1,1,1,4
DAMIMAS_A21B_0500,nonjson,False,19,4,4,5,7,3,19,2,3,4,2,11,1,1,1,1,4,2,3,4,2,11,1,1,1,1,4,2,1,1,1,5,1,1,1,1,4
DAMIMAS_A21B_0501,nonjson,False,25,4,2,6,14,3,25,1,3,8,2,14,1,1,1,1,4,1,3,7,2,13,1,1,1,1,4,1,1,2,1,5,1,1,1,1,4
DAMIMAS_A21B_0502,nonjson,False,28,4,0,6,11,11,28,0,3,6,7,16,0,1,1,1,3,0,3,6,6,15,0,1,1,1,3,0,1,3,2,6,0,1,1,1,3
DAMIMAS_A21B_0503,nonjson,False,27,4,3,10,9,5,27,2,6,5,3,16,1,1,1,1,4,2,5,5,3,15,1,1,1,1,4,1,2,3,2,8,1,1,1,1,4
DAMIMAS_A21B_0504,nonjson,False,21,4,2,7,3,9,21,1,4,2,5,12,1,1,1,1,4,1,4,2,5,12,1,1,1,1,4,1,2,1,4,8,1,2,1,2,6
DAMIMAS_A21B_0505,nonjson,False,21,4,2,0,14,5,21,1,0,8,3,12,1,0,1,1,3,1,0,7,3,11,1,0,1,1,3,1,0,4,3,8,1,0,1,2,4
DAMIMAS_A21B_0506,nonjson,False,33,4,6,3,11,13,33,3,2,6,8,19,1,1,1,1,4,3,2,6,7,18,1,1,1,1,4,3,1,2,4,10,1,1,1,1,4
DAMIMAS_A21B_0507,nonjson,False,17,4,0,9,8,0,17,0,5,4,0,9,0,1,1,0,2,0,5,4,0,9,0,1,1,0,2,0,3,2,0,5,0,1,1,0,2
DAMIMAS_A21B_0508,nonjson,False,22,4,2,10,8,2,22,1,6,4,1,12,1,1,1,1,4,1,5,4,1,11,1,1,1,1,4,1,4,2,1,8,1,1,1,1,4
DAMIMAS_A21B_0509,nonjson,False,17,4,1,3,11,2,17,1,2,6,1,10,1,1,1,1,4,1,2,6,1,10,1,1,1,2,5,1,1,3,2,7,1,1,1,1,4
DAMIMAS_A21B_0510,nonjson,False,23,4,0,2,15,6,23,0,1,8,4,13,0,1,1,1,3,0,1,8,3,12,0,1,1,1,3,0,1,4,2,7,0,1,1,1,3
DAMIMAS_A21B_0511,nonjson,False,22,4,7,8,6,1,22,4,4,3,1,12,1,1,2,1,5,4,4,3,1,12,1,2,2,1,6,3,4,4,1,12,2,2,2,1,7
DAMIMAS_A21B_0512,nonjson,False,25,4,3,6,9,7,25,2,3,5,4,14,1,1,1,1,4,2,3,5,4,14,1,1,1,1,4,1,2,3,3,9,1,1,1,1,4
DAMIMAS_A21B_0513,nonjson,False,13,4,0,1,12,0,13,0,1,7,0,8,0,1,1,0,2,0,1,6,0,7,0,1,1,0,2,0,1,3,0,4,0,1,1,0,2
DAMIMAS_A21B_0514,nonjson,False,22,4,0,0,14,8,22,0,0,8,5,13,0,0,1,1,2,0,0,7,4,11,0,0,1,1,2,0,0,4,4,8,0,0,1,1,2
DAMIMAS_A21B_0515,nonjson,False,24,4,4,8,10,2,24,2,4,6,1,13,1,1,1,1,4,2,4,5,1,12,1,1,1,1,4,2,2,3,1,8,1,1,1,1,4
DAMIMAS_A21B_0516,nonjson,False,14,4,2,5,4,3,14,1,3,2,2,8,1,1,1,1,4,1,3,2,2,8,1,1,1,1,4,1,2,2,1,6,1,1,1,1,4
DAMIMAS_A21B_0517,nonjson,False,21,4,2,2,12,5,21,1,1,7,3,12,1,1,1,1,4,1,1,6,3,11,1,2,1,1,5,1,2,4,1,8,1,1,1,1,4
DAMIMAS_A21B_0518,nonjson,False,29,4,2,3,13,11,29,1,2,7,7,17,1,1,1,1,4,1,2,7,6,16,1,1,1,1,4,1,1,3,3,8,1,1,1,2,5
DAMIMAS_A21B_0520,nonjson,False,16,4,5,4,4,3,16,3,2,2,2,9,1,1,1,1,4,3,2,2,2,9,1,1,1,1,4,2,2,1,1,6,1,1,1,1,4
DAMIMAS_A21B_0521,nonjson,False,17,4,2,6,5,4,17,1,3,3,2,9,1,1,1,1,4,1,3,3,2,9,1,1,1,1,4,1,3,2,2,8,1,1,1,1,4
DAMIMAS_A21B_0522,nonjson,False,16,4,0,8,6,2,16,0,4,3,1,8,0,1,1,1,3,0,4,3,1,8,0,1,1,1,3,0,3,2,1,6,0,1,1,1,3
DAMIMAS_A21B_0523,nonjson,False,22,4,4,11,5,2,22,2,6,3,1,12,1,1,1,1,4,2,6,3,1,12,1,1,1,1,4,1,3,2,1,7,1,1,1,1,4
DAMIMAS_A21B_0524,nonjson,False,22,4,4,5,5,8,22,2,3,3,5,13,1,1,1,1,4,2,3,3,4,12,1,1,1,1,4,2,2,1,3,8,1,1,1,1,4
DAMIMAS_A21B_0525,nonjson,False,13,4,2,3,8,0,13,1,2,4,0,7,1,1,1,0,3,1,2,4,0,7,1,1,1,0,3,1,2,3,0,6,1,1,1,0,3
DAMIMAS_A21B_0526,nonjson,False,21,4,0,1,19,1,21,0,1,11,1,13,0,1,1,1,3,0,1,10,1,12,0,1,1,1,3,0,1,6,1,8,0,1,1,1,3
DAMIMAS_A21B_0527,nonjson,False,15,4,0,8,7,0,15,0,4,4,0,8,0,1,1,0,2,0,4,4,0,8,0,1,1,0,2,0,2,2,0,4,0,1,1,0,2
DAMIMAS_A21B_0528,nonjson,False,2,2,0,2,0,0,2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1
DAMIMAS_A21B_0529,nonjson,False,17,4,0,0,13,4,17,0,0,7,2,9,0,0,1,1,2,0,0,7,2,9,0,0,1,1,2,0,0,5,1,6,0,0,1,2,3
DAMIMAS_A21B_0530,nonjson,False,25,4,3,6,8,8,25,2,3,4,5,14,1,1,1,2,5,2,3,4,4,13,3,1,1,3,8,3,2,4,5,14,2,1,2,2,7
DAMIMAS_A21B_0531,nonjson,False,27,4,4,9,10,4,27,2,5,6,2,15,1,1,1,1,4,2,5,5,2,14,1,1,1,1,4,2,3,4,2,11,1,1,2,1,5
DAMIMAS_A21B_0532,nonjson,False,19,4,3,5,8,3,19,2,3,4,2,11,1,1,1,1,4,2,3,4,2,11,1,1,1,1,4,1,3,2,2,8,1,1,1,1,4
DAMIMAS_A21B_0533,nonjson,False,22,4,1,3,13,5,22,1,2,7,3,13,1,1,1,1,4,1,2,7,3,13,1,1,1,1,4,1,2,3,2,8,1,1,1,1,4
DAMIMAS_A21B_0534,nonjson,False,14,4,1,4,5,4,14,1,2,3,2,8,1,1,1,1,4,1,2,3,2,8,1,1,1,1,4,1,2,1,2,6,1,1,1,1,4
DAMIMAS_A21B_0535,nonjson,False,19,4,9,4,5,1,19,5,2,3,1,11,1,1,1,1,4,5,2,3,1,11,1,1,1,1,4,1,2,2,1,6,1,1,1,1,4
DAMIMAS_A21B_0536,nonjson,False,17,4,4,3,5,5,17,2,2,3,3,10,1,1,1,1,4,2,2,3,3,10,1,1,1,1,4,2,1,2,1,6,1,1,1,1,4
DAMIMAS_A21B_0537,nonjson,False,14,4,2,2,9,1,14,1,1,5,1,8,1,1,1,1,4,1,1,5,1,8,1,2,1,1,5,1,2,2,1,6,1,1,1,1,4
DAMIMAS_A21B_0538,nonjson,False,24,4,0,4,11,9,24,0,2,6,5,13,0,1,1,1,3,0,2,6,5,13,0,1,1,1,3,0,2,4,4,10,0,1,1,1,3
DAMIMAS_A21B_0539,nonjson,False,28,4,5,7,12,4,28,3,4,7,2,16,1,1,1,1,4,3,4,6,2,15,1,1,1,1,4,1,1,3,1,6,1,1,1,1,4
DAMIMAS_A21B_0540,nonjson,False,18,4,7,1,4,6,18,4,1,2,4,11,1,1,1,1,4,4,1,2,3,10,1,1,1,1,4,2,1,2,3,8,1,1,1,2,5
DAMIMAS_A21B_0541,nonjson,False,14,4,4,1,6,3,14,2,1,3,2,8,1,1,1,1,4,2,1,3,2,8,1,1,1,1,4,1,1,3,2,7,1,1,1,1,4
DAMIMAS_A21B_0542,nonjson,False,24,4,2,6,7,9,24,1,3,4,5,13,1,1,1,1,4,1,3,4,5,13,2,1,1,1,5,2,2,1,2,7,1,1,1,1,4
DAMIMAS_A21B_0543,nonjson,False,10,4,4,3,3,0,10,2,2,2,0,6,1,2,1,0,4,2,2,2,0,6,1,2,1,0,4,1,2,1,0,4,2,2,2,0,6
DAMIMAS_A21B_0544,nonjson,False,21,4,4,3,7,7,21,2,2,4,4,12,1,1,1,1,4,2,2,4,4,12,1,1,1,1,4,1,1,4,2,8,1,1,1,1,4
DAMIMAS_A21B_0545,nonjson,False,23,4,2,0,17,4,23,1,0,9,2,12,1,0,1,1,3,1,0,9,2,12,1,0,1,1,3,1,0,3,1,5,1,0,1,1,3
DAMIMAS_A21B_0546,test,True,30,4,3,9,11,7,30,2,5,6,4,17,1,1,1,1,4,2,5,6,4,17,1,1,1,1,4,2,4,2,3,11,1,1,1,1,4
DAMIMAS_A21B_0547,test,True,24,4,3,12,9,0,24,2,7,5,0,14,1,1,1,0,3,2,6,5,0,13,1,1,1,0,3,2,4,1,0,7,1,1,1,0,3
DAMIMAS_A21B_0548,test,True,21,4,2,7,8,4,21,1,4,4,2,11,1,1,1,1,4,1,4,4,2,11,1,2,1,1,5,1,4,4,2,11,1,2,2,1,6
DAMIMAS_A21B_0549,test,True,10,4,2,0,7,1,10,1,0,4,1,6,1,0,1,1,3,1,0,4,1,6,1,0,1,1,3,1,0,1,1,3,1,0,1,1,3
DAMIMAS_A21B_0550,test,True,26,4,4,9,6,7,26,2,5,3,4,14,1,1,1,1,4,2,5,3,4,14,1,1,1,1,4,1,3,2,3,9,1,1,1,1,4
DAMIMAS_A21B_0551,test,True,31,4,6,9,11,5,31,3,5,6,3,17,1,1,1,1,4,3,5,6,3,17,1,1,1,1,4,2,2,3,2,9,1,1,1,1,4
DAMIMAS_A21B_0552,test,True,18,4,7,6,4,1,18,4,3,2,1,10,1,1,1,1,4,4,3,2,1,10,1,1,1,1,4,4,1,2,1,8,1,1,1,1,4
DAMIMAS_A21B_0553,test,True,20,4,3,3,10,4,20,2,2,6,2,12,1,1,1,1,4,2,2,5,2,11,1,1,1,1,4,1,1,4,2,8,1,1,1,1,4
DAMIMAS_A21B_0554,test,True,30,4,4,8,9,9,30,2,4,5,5,16,1,1,1,1,4,2,4,5,5,16,1,1,1,1,4,1,2,2,3,8,1,1,1,1,4
DAMIMAS_A21B_0555,test,True,16,4,0,8,5,3,16,0,4,3,2,9,0,1,1,1,3,0,4,3,2,9,0,1,1,1,3,0,2,2,2,6,0,1,1,1,3
DAMIMAS_A21B_0556,test,True,24,4,5,6,9,4,24,3,3,5,2,13,1,1,1,1,4,3,3,5,2,13,1,1,1,1,4,2,2,1,2,7,1,1,1,1,4
DAMIMAS_A21B_0557,test,True,22,4,3,2,10,7,22,2,1,6,4,13,1,1,1,1,4,2,1,5,4,12,1,1,1,1,4,2,1,3,2,8,1,1,1,1,4
DAMIMAS_A21B_0558,test,True,23,4,0,10,8,5,23,0,6,4,3,13,0,1,1,1,3,0,5,4,3,12,0,1,1,1,3,0,3,3,2,8,0,1,1,1,3
DAMIMAS_A21B_0559,test,True,9,4,0,0,0,9,9,0,0,0,5,5,0,0,0,1,1,0,0,0,5,5,0,0,0,2,2,0,0,0,7,7,0,0,0,2,2
DAMIMAS_A21B_0560,test,True,10,4,0,3,7,0,10,0,2,4,0,6,0,1,1,0,2,0,2,4,0,6,0,1,1,0,2,0,1,2,0,3,0,1,1,0,2
DAMIMAS_A21B_0561,test,True,23,4,2,5,12,4,23,1,3,7,2,13,1,1,1,1,4,1,3,6,2,12,1,1,1,1,4,1,1,4,2,8,1,1,2,1,5
DAMIMAS_A21B_0562,test,True,25,4,3,7,10,5,25,2,4,6,3,15,1,1,1,1,4,2,4,5,3,14,1,1,1,1,4,2,2,2,2,8,1,1,1,1,4
DAMIMAS_A21B_0563,test,True,18,4,5,6,7,0,18,3,3,4,0,10,1,1,1,0,3,3,3,4,0,10,1,1,1,0,3,2,3,3,0,8,1,2,1,0,4
DAMIMAS_A21B_0564,test,True,21,4,6,3,7,5,21,3,2,4,3,12,1,1,1,1,4,3,2,4,3,12,1,1,1,1,4,2,1,2,1,6,1,1,1,1,4
DAMIMAS_A21B_0565,test,True,20,4,0,0,15,5,20,0,0,8,3,11,0,0,1,1,2,0,0,8,3,11,0,0,1,1,2,0,0,2,2,4,0,0,2,1,3
DAMIMAS_A21B_0566,test,True,27,4,2,11,9,5,27,1,6,5,3,15,1,1,1,1,4,1,6,5,3,15,1,1,1,1,4,1,4,3,2,10,1,2,1,1,5
DAMIMAS_A21B_0567,test,True,27,4,5,9,10,3,27,3,5,6,2,16,1,1,1,1,4,3,5,5,2,15,1,1,1,1,4,2,2,2,1,7,1,1,1,1,4
DAMIMAS_A21B_0568,test,True,22,4,5,5,7,5,22,3,3,4,3,13,1,1,1,1,4,3,3,4,3,13,1,1,1,1,4,2,2,2,2,8,1,1,1,1,4
DAMIMAS_A21B_0569,test,True,24,4,4,4,10,6,24,2,2,6,4,14,1,1,1,1,4,2,2,6,3,13,1,1,1,1,4,2,3,3,2,10,1,2,3,2,8
DAMIMAS_A21B_0570,test,True,22,4,0,5,11,6,22,0,3,6,4,13,0,1,1,2,4,0,3,6,3,12,0,1,3,1,5,0,3,4,3,10,0,1,2,2,5
DAMIMAS_A21B_0571,test,True,24,4,6,7,10,1,24,3,4,6,1,14,1,1,1,1,4,3,4,5,1,13,1,1,1,1,4,2,2,1,1,6,1,1,1,1,4
DAMIMAS_A21B_0572,test,True,16,4,4,7,3,2,16,2,4,2,1,9,1,1,1,1,4,2,4,2,1,9,1,1,1,1,4,2,3,1,1,7,1,1,1,1,4
DAMIMAS_A21B_0573,test,True,24,4,1,5,12,6,24,1,3,7,4,15,1,1,1,1,4,1,3,7,3,14,1,1,1,1,4,1,2,4,1,8,1,1,1,1,4
DAMIMAS_A21B_0574,test,True,13,4,0,1,7,5,13,0,1,4,3,8,0,1,1,1,3,0,1,4,3,8,0,1,1,1,3,0,1,3,2,6,0,1,2,2,5
DAMIMAS_A21B_0575,test,True,28,4,6,8,11,3,28,3,4,6,2,15,1,1,1,1,4,3,4,6,2,15,1,1,1,1,4,2,3,3,1,9,1,1,1,1,4
DAMIMAS_A21B_0576,test,True,25,4,5,7,8,5,25,3,4,4,3,14,1,1,1,1,4,3,4,4,3,14,1,1,1,1,4,2,2,2,2,8,1,1,1,1,4
DAMIMAS_A21B_0577,train,True,15,4,3,3,6,3,15,2,2,3,2,9,1,1,1,1,4,2,2,3,2,9,1,1,1,1,4,1,1,2,1,5,1,1,1,1,4
DAMIMAS_A21B_0578,train,True,12,4,2,5,4,1,12,1,3,2,1,7,1,1,1,1,4,1,3,2,1,7,1,1,1,1,4,1,2,2,1,6,1,1,1,1,4
DAMIMAS_A21B_0579,train,True,28,4,9,7,10,2,28,5,4,6,1,16,1,1,1,1,4,5,4,5,1,15,1,1,1,1,4,4,3,3,1,11,1,1,2,1,5
DAMIMAS_A21B_0580,train,True,25,4,4,10,9,2,25,2,6,5,1,14,1,1,1,1,4,2,5,5,1,13,1,1,1,1,4,2,5,3,1,11,1,1,1,1,4
DAMIMAS_A21B_0581,train,True,20,4,2,4,10,4,20,1,2,6,2,11,1,1,1,1,4,1,2,5,2,10,1,1,1,1,4,1,2,3,2,8,1,1,1,1,4
DAMIMAS_A21B_0582,train,True,26,4,4,8,9,5,26,2,4,5,3,14,1,1,1,1,4,2,4,5,3,14,1,1,1,1,4,1,2,2,3,8,1,1,1,1,4
DAMIMAS_A21B_0583,train,True,6,4,2,4,0,0,6,1,2,0,0,3,1,1,0,0,2,1,2,0,0,3,1,1,0,0,2,1,1,0,0,2,1,1,0,0,2
DAMIMAS_A21B_0584,train,True,19,4,3,4,8,4,19,2,2,4,2,10,1,1,1,1,4,2,2,4,2,10,1,1,1,1,4,2,2,2,1,7,1,1,1,1,4
DAMIMAS_A21B_0585,train,True,21,4,3,3,10,5,21,2,2,6,3,13,1,1,1,1,4,2,2,5,3,12,1,1,1,1,4,1,1,2,2,6,1,1,1,1,4
DAMIMAS_A21B_0586,train,True,15,4,0,5,6,4,15,0,3,3,2,8,0,1,1,1,3,0,3,3,2,8,0,2,1,1,4,0,2,1,2,5,0,1,1,1,3
DAMIMAS_A21B_0587,train,True,5,4,5,0,0,0,5,3,0,0,0,3,1,0,0,0,1,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
DAMIMAS_A21B_0588,train,True,21,4,6,4,6,5,21,3,2,3,3,11,1,1,1,1,4,3,2,3,3,11,1,1,1,1,4,2,1,2,2,7,1,1,1,1,4
DAMIMAS_A21B_0589,train,True,25,4,2,4,16,3,25,1,2,9,2,14,1,1,1,1,4,1,2,9,2,14,1,1,1,1,4,1,2,4,2,9,1,1,1,1,4
DAMIMAS_A21B_0590,train,True,23,4,6,6,5,6,23,3,3,3,4,13,1,1,1,1,4,3,3,3,3,12,1,1,2,3,7,2,3,2,4,11,1,2,2,2,7
DAMIMAS_A21B_0591,train,True,23,4,4,9,9,1,23,2,5,5,1,13,1,1,1,1,4,2,5,5,1,13,2,1,1,1,5,2,4,2,1,9,2,1,1,1,5
DAMIMAS_A21B_0592,train,True,14,4,2,2,9,1,14,1,1,5,1,8,1,1,1,1,4,1,1,5,1,8,1,1,1,1,4,1,1,3,1,6,1,1,1,1,4
DAMIMAS_A21B_0593,train,True,5,4,0,0,2,3,5,0,0,1,2,3,0,0,2,1,3,0,0,1,2,3,0,0,2,1,3,0,0,2,2,4,0,0,2,1,3
DAMIMAS_A21B_0594,train,True,25,4,6,9,6,4,25,3,5,3,2,13,1,1,1,1,4,3,5,3,2,13,1,1,1,1,4,2,3,2,2,9,1,1,1,1,4
DAMIMAS_A21B_0595,train,True,24,4,5,8,11,0,24,3,4,6,0,13,1,1,1,0,3,3,5,6,0,14,1,1,1,0,3,1,2,1,0,4,1,1,1,0,3
DAMIMAS_A21B_0596,train,True,23,4,0,4,14,5,23,0,2,8,3,13,0,2,1,1,4,0,2,8,3,13,0,2,1,1,4,0,2,4,2,8,0,2,2,1,5
DAMIMAS_A21B_0597,train,True,15,4,0,0,12,3,15,0,0,7,2,9,0,0,1,1,2,0,0,7,2,9,0,0,1,2,3,0,0,2,2,4,0,0,3,2,5
DAMIMAS_A21B_0598,train,True,19,4,1,8,6,4,19,1,4,3,2,10,1,1,1,1,4,1,5,3,2,11,1,1,1,1,4,1,2,2,1,6,1,1,1,1,4
DAMIMAS_A21B_0599,train,True,24,4,5,7,10,2,24,3,4,6,1,14,1,1,1,1,4,3,4,6,1,14,1,1,1,1,4,2,2,3,1,8,1,1,1,1,4
DAMIMAS_A21B_0600,train,True,28,4,4,4,14,6,28,2,2,8,4,16,1,1,1,1,4,2,2,8,3,15,1,1,1,1,4,2,1,2,3,8,1,1,2,1,5
DAMIMAS_A21B_0601,train,True,11,4,0,0,9,2,11,0,0,5,1,6,0,0,1,1,2,0,0,5,1,6,0,0,1,1,2,0,0,3,1,4,0,0,1,1,2
DAMIMAS_A21B_0602,train,True,26,4,6,8,7,5,26,3,4,4,3,14,1,1,1,1,4,3,4,4,3,14,1,1,1,1,4,2,3,1,2,8,1,1,1,1,4
DAMIMAS_A21B_0603,train,True,18,4,4,8,5,1,18,2,4,3,1,10,1,1,1,1,4,2,4,3,1,10,1,1,1,1,4,1,2,2,1,6,1,1,1,1,4
DAMIMAS_A21B_0604,train,True,12,4,0,5,4,3,12,0,3,2,2,7,0,1,1,1,3,0,3,2,2,7,0,2,2,1,5,0,2,3,2,7,0,1,1,1,3
DAMIMAS_A21B_0605,train,True,21,4,0,5,12,4,21,0,3,7,2,12,0,1,1,1,3,0,3,7,2,12,0,1,1,1,3,0,2,3,2,7,0,1,2,1,4
DAMIMAS_A21B_0606,train,True,22,4,1,6,7,8,22,1,3,4,5,13,1,1,1,1,4,1,3,4,4,12,1,1,1,1,4,1,1,2,3,7,1,1,2,1,5
DAMIMAS_A21B_0607,train,True,25,4,6,8,9,2,25,3,4,5,1,13,1,1,1,1,4,3,5,5,1,14,1,1,1,1,4,2,3,3,1,9,1,2,1,1,5
DAMIMAS_A21B_0608,train,True,22,4,0,3,13,6,22,0,2,7,4,13,0,1,1,1,3,0,2,7,3,12,0,2,1,1,4,0,2,3,2,7,0,2,3,2,7
DAMIMAS_A21B_0609,train,True,19,4,1,3,10,5,19,1,2,6,3,12,1,3,1,1,6,1,2,6,3,12,1,2,1,1,5,1,3,3,2,9,1,3,2,1,7
DAMIMAS_A21B_0610,train,True,20,4,0,10,5,5,20,0,6,3,3,12,0,1,1,1,3,0,6,3,3,12,0,1,1,1,3,0,3,3,2,8,0,1,2,2,5
DAMIMAS_A21B_0611,train,True,20,4,0,12,7,1,20,0,7,4,1,12,0,1,1,1,3,0,7,4,1,12,0,1,1,1,3,0,3,1,1,5,0,1,1,1,3
DAMIMAS_A21B_0612,train,True,15,4,0,1,13,1,15,0,1,7,1,9,0,1,1,1,3,0,1,7,1,9,0,1,1,1,3,0,1,4,1,6,0,1,2,1,4
DAMIMAS_A21B_0613,train,True,10,4,0,1,7,2,10,0,1,4,1,6,0,1,1,1,3,0,1,4,1,6,0,1,1,1,3,0,1,3,1,5,0,1,1,1,3
DAMIMAS_A21B_0614,train,True,25,4,3,10,7,5,25,2,6,4,3,15,2,1,1,1,5,2,6,4,3,15,3,1,2,1,7,3,3,3,1,10,2,1,1,1,5
DAMIMAS_A21B_0615,train,True,22,4,5,9,7,1,22,3,5,4,1,13,1,1,1,1,4,3,5,4,1,13,2,1,1,1,5,3,3,3,1,10,1,1,1,1,4
DAMIMAS_A21B_0616,train,True,22,4,4,3,9,6,22,2,2,5,4,13,2,1,1,1,5,2,2,5,3,12,2,1,1,1,5,2,1,3,2,8,2,1,3,1,7
DAMIMAS_A21B_0617,train,True,21,4,5,5,8,3,21,3,3,4,2,12,2,2,1,1,6,3,3,4,2,12,4,4,1,2,11,4,4,4,2,14,3,3,1,1,8
DAMIMAS_A21B_0618,train,True,17,4,4,8,4,1,17,2,4,2,1,9,1,1,1,1,4,2,5,2,1,10,1,1,1,1,4,1,2,1,1,5,1,1,1,1,4
DAMIMAS_A21B_0619,train,True,26,4,10,6,10,0,26,5,3,6,0,14,1,1,1,0,3,6,3,5,0,14,1,3,2,0,6,5,4,5,0,14,2,2,2,0,6
DAMIMAS_A21B_0620,train,True,25,4,2,4,15,4,25,1,2,8,2,13,1,1,1,1,4,1,2,8,2,13,1,1,1,1,4,1,2,4,2,9,1,1,1,1,4
DAMIMAS_A21B_0621,train,True,27,4,5,5,13,4,27,3,3,7,2,15,1,1,1,1,4,3,3,7,2,15,1,1,1,1,4,2,2,4,2,10,2,1,1,1,5
DAMIMAS_A21B_0622,train,True,24,4,3,10,6,5,24,2,6,3,3,14,1,1,1,1,4,2,5,3,3,13,1,1,1,2,5,1,4,1,4,10,1,2,1,1,5
DAMIMAS_A21B_0623,train,True,23,4,4,8,11,0,23,2,4,6,0,12,1,1,1,0,3,2,4,6,0,12,1,1,1,0,3,1,1,3,0,5,1,1,1,0,3
DAMIMAS_A21B_0624,train,True,23,4,3,4,13,3,23,2,2,7,2,13,1,1,1,1,4,2,2,7,2,13,1,2,1,1,5,1,2,2,2,7,1,2,1,1,5
DAMIMAS_A21B_0625,train,True,27,4,0,7,16,4,27,0,4,9,2,15,0,2,1,1,4,0,4,9,2,15,0,7,5,2,14,0,7,12,3,22,0,2,3,2,7
DAMIMAS_A21B_0626,train,True,25,4,1,10,7,7,25,1,6,4,4,15,1,1,1,1,4,1,6,4,4,15,1,1,1,1,4,1,1,2,3,7,1,1,2,1,5
DAMIMAS_A21B_0627,train,True,17,4,3,7,7,0,17,2,4,4,0,10,2,1,1,0,4,2,4,4,0,10,3,1,1,0,5,3,3,1,0,7,3,1,1,0,5
DAMIMAS_A21B_0628,train,True,22,4,0,3,12,7,22,0,2,7,4,13,0,1,1,1,3,0,2,7,4,13,0,1,1,2,4,0,1,3,3,7,0,1,1,2,4
DAMIMAS_A21B_0629,train,True,18,4,2,2,13,1,18,1,1,7,1,10,1,1,1,1,4,1,1,7,1,10,1,1,1,1,4,1,1,4,1,7,1,1,2,1,5
DAMIMAS_A21B_0630,train,True,23,4,2,9,6,6,23,1,5,3,4,13,1,1,1,1,4,1,5,3,3,12,1,1,1,1,4,2,2,2,2,8,2,2,1,1,6
DAMIMAS_A21B_0631,train,True,10,4,0,5,5,0,10,0,3,3,0,6,0,2,1,0,3,0,3,3,0,6,0,2,1,0,3,0,3,2,0,5,0,2,1,0,3
