tree_id,source,split,n_dets,n_sides,naive_B1,naive_B2,naive_B3,naive_B4,naive_total,corrected_B1,corrected_B2,corrected_B3,corrected_B4,corrected_total,adaptive_corrected_B1,adaptive_corrected_B2,adaptive_corrected_B3,adaptive_corrected_B4,adaptive_corrected_total,density_scaled_vis_B1,density_scaled_vis_B2,density_scaled_vis_B3,density_scaled_vis_B4,density_scaled_vis_total,side_coverage_B1,side_coverage_B2,side_coverage_B3,side_coverage_B4,side_coverage_total,hybrid_vis_corr_B1,hybrid_vis_corr_B2,hybrid_vis_corr_B3,hybrid_vis_corr_B4,hybrid_vis_corr_total,visibility_B1,visibility_B2,visibility_B3,visibility_B4,visibility_total,best_visibility_grid_B1,best_visibility_grid_B2,best_visibility_grid_B3,best_visibility_grid_B4,best_visibility_grid_total,adaptive_visibility_B1,adaptive_visibility_B2,adaptive_visibility_B3,adaptive_visibility_B4,adaptive_visibility_total,class_aware_vis_B1,class_aware_vis_B2,class_aware_vis_B3,class_aware_vis_B4,class_aware_vis_total,relaxed_match_B1,relaxed_match_B2,relaxed_match_B3,relaxed_match_B4,relaxed_match_total,v6_selector_B1,v6_selector_B2,v6_selector_B3,v6_selector_B4,v6_selector_total,v7_stacking_density_B1,v7_stacking_density_B2,v7_stacking_density_B3,v7_stacking_density_B4,v7_stacking_density_total,v7_stacking_bracketed_B1,v7_stacking_bracketed_B2,v7_stacking_bracketed_B3,v7_stacking_bracketed_B4,v7_stacking_bracketed_total,_err_v7_ordinal_b3,v7_ordinal_b3_B1,v7_ordinal_b3_B2,v7_ordinal_b3_B3,v7_ordinal_b3_B4,v7_ordinal_b3_total,v8_entropy_modulated_B1,v8_entropy_modulated_B2,v8_entropy_modulated_B3,v8_entropy_modulated_B4,v8_entropy_modulated_total,v8_entropy_stacking_B1,v8_entropy_stacking_B2,v8_entropy_stacking_B3,v8_entropy_stacking_B4,v8_entropy_stacking_total,v8_b2_b4_boosted_B1,v8_b2_b4_boosted_B2,v8_b2_b4_boosted_B3,v8_b2_b4_boosted_B4,v8_b2_b4_boosted_total,v8_floor_anchor_50_B1,v8_floor_anchor_50_B2,v8_floor_anchor_50_B3,v8_floor_anchor_50_B4,v8_floor_anchor_50_total,v8_per_side_median_B1,v8_per_side_median_B2,v8_per_side_median_B3,v8_per_side_median_B4,v8_per_side_median_total,v8_side_agreement_B1,v8_side_agreement_B2,v8_side_agreement_B3,v8_side_agreement_B4,v8_side_agreement_total,v8_multi_consensus_B1,v8_multi_consensus_B2,v8_multi_consensus_B3,v8_multi_consensus_B4,v8_multi_consensus_total,v9_selector_B1,v9_selector_B2,v9_selector_B3,v9_selector_B4,v9_selector_total,v9_b2_median_v6_B1,v9_b2_median_v6_B2,v9_b2_median_v6_B3,v9_b2_median_v6_B4,v9_b2_median_v6_total,v9_median_strong5_B1,v9_median_strong5_B2,v9_median_strong5_B3,v9_median_strong5_B4,v9_median_strong5_total
DAMIMAS_A21B_0415,txt,,21,4,3,9,9,0,21,2,5,5,0,12,2,5,5,0,12,2,5,5,0,12,2,5,5,0,12,2,5,5,0,12,2,5,5,0,12,2,5,5,0,12,2,5,5,0,12,2,6,6,0,14,1,1,1,0,3,2,5,5,0,12,2,5,5,0,12,2,5,5,0,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,5,5,0,12,2,5,5,0,12,2,4,5,0,11,2,4,4,0,10,1,3,3,0,7,1,4,4,0,9,1,3,3,0,7,2,5,5,0,12,2,4,5,0,11,2,4,5,0,11
DAMIMAS_A21B_0416,txt,,25,4,3,8,9,5,25,2,4,5,3,14,2,5,5,3,15,2,4,5,3,14,2,4,5,3,14,2,4,5,3,14,2,4,5,3,14,2,5,5,3,15,2,5,5,3,15,2,5,6,3,16,1,1,1,1,4,2,5,6,3,16,2,5,5,3,15,2,5,5,3,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,5,5,3,15,2,5,5,3,15,2,4,5,3,14,2,4,4,3,13,2,3,3,2,10,2,4,5,2,13,2,3,3,2,10,2,5,6,3,16,2,4,6,3,15,2,4,5,3,14
DAMIMAS_A21B_0417,txt,,25,4,3,4,13,5,25,2,2,7,3,14,2,2,8,3,15,2,2,7,3,14,2,2,7,3,14,2,2,7,3,14,2,2,7,3,14,2,2,7,3,14,2,2,8,3,15,2,2,8,3,15,1,1,1,1,4,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,2,2,6,3,13,1,1,4,2,8,1,2,7,3,13,1,1,4,2,8,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15
DAMIMAS_A21B_0418,txt,,27,4,0,2,13,12,27,0,1,7,7,15,0,1,8,8,17,0,1,7,6,14,0,1,7,6,14,0,1,7,7,15,0,1,7,6,14,0,1,7,7,15,0,1,8,7,16,0,1,8,6,15,0,1,1,1,3,0,1,7,6,14,0,1,8,7,16,0,1,8,7,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,8,7,16,0,1,8,7,16,0,1,8,7,16,0,1,6,6,13,0,1,4,4,9,0,1,7,7,15,0,1,4,4,9,0,1,7,6,14,0,1,7,6,14,0,1,7,6,14
DAMIMAS_A21B_0419,txt,,23,4,0,10,10,3,23,0,6,6,2,14,0,6,6,2,14,0,5,5,2,12,0,5,5,2,12,0,5,5,2,12,0,5,5,2,12,0,6,6,2,14,0,6,6,2,14,0,6,6,2,14,0,1,1,1,3,0,6,6,2,14,0,6,6,2,14,0,6,6,2,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,6,6,2,14,0,6,6,2,14,0,5,6,2,13,0,4,4,2,10,0,3,3,1,7,0,5,5,2,12,0,3,3,1,7,0,6,6,2,14,0,5,6,2,13,0,5,6,2,13
DAMIMAS_A21B_0420,txt,,6,4,0,5,1,0,6,0,3,1,0,4,0,3,1,0,4,0,3,1,0,4,0,3,1,0,4,0,3,1,0,4,0,3,1,0,4,0,3,1,0,4,0,3,1,0,4,0,3,1,0,4,0,1,1,0,2,0,3,1,0,4,0,2,1,0,3,0,2,1,0,3,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,2,1,0,3,0,2,1,0,3,0,2,1,0,3,0,2,1,0,3,0,2,1,0,3,0,2,1,0,3,0,2,1,0,3,0,3,1,0,4,0,2,1,0,3,0,2,1,0,3
DAMIMAS_A21B_0422,txt,,21,4,3,0,8,10,21,2,0,4,6,12,2,0,5,6,13,2,0,4,5,11,2,0,4,5,11,2,0,4,5,11,2,0,4,5,11,2,0,5,6,13,2,0,5,6,13,2,0,5,5,12,1,0,1,1,3,2,0,5,6,13,2,0,4,6,12,2,0,4,6,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,0,4,6,12,2,0,4,6,12,2,0,4,6,12,2,0,4,5,11,1,0,3,3,7,1,0,4,6,11,1,0,3,3,7,2,0,5,6,13,2,0,5,6,13,2,0,4,6,12
DAMIMAS_A21B_0423,txt,,22,4,3,9,7,3,22,2,5,4,2,13,2,5,4,2,13,2,5,4,2,13,2,5,4,2,13,2,5,4,2,13,2,5,4,2,13,2,5,4,2,13,2,5,4,2,13,2,6,4,2,14,1,1,1,1,4,2,5,4,2,13,2,5,4,2,13,2,5,4,2,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,5,4,2,13,2,5,4,2,13,2,5,4,2,13,2,4,3,2,11,2,3,2,1,8,2,5,4,2,13,2,3,2,1,8,2,5,4,2,13,2,5,4,2,13,2,5,4,2,13
DAMIMAS_A21B_0424,txt,,15,4,6,2,7,0,15,3,1,4,0,8,3,1,4,0,8,3,1,4,0,8,3,1,4,0,8,3,1,4,0,8,3,1,4,0,8,3,1,4,0,8,3,1,4,0,8,3,1,4,0,8,1,1,1,0,3,3,1,4,0,8,3,1,4,0,8,3,1,4,0,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,1,4,0,8,3,1,4,0,8,3,1,4,0,8,3,1,3,0,7,2,1,2,0,5,3,1,4,0,8,2,1,2,0,5,3,1,4,0,8,3,1,4,0,8,3,1,4,0,8
DAMIMAS_A21B_0425,txt,,20,4,0,5,13,2,20,0,3,7,1,11,0,3,7,1,11,0,3,7,1,11,0,3,7,1,11,0,3,7,1,11,0,3,7,1,11,0,3,7,1,11,0,3,8,1,12,0,3,8,1,12,0,1,1,1,3,0,3,7,1,11,0,3,7,1,11,0,3,7,1,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,7,1,11,0,3,7,1,11,0,3,7,1,11,0,3,6,1,10,0,2,4,1,7,0,2,7,1,10,0,2,4,1,7,0,3,7,1,11,0,3,7,1,11,0,3,7,1,11
DAMIMAS_A21B_0426,txt,,17,4,0,0,13,4,17,0,0,7,2,9,0,0,7,2,9,0,0,7,2,9,0,0,7,2,9,0,0,7,2,9,0,0,7,2,9,0,0,8,2,10,0,0,8,2,10,0,0,8,2,10,0,0,1,2,3,0,0,7,2,9,0,0,7,2,9,0,0,7,2,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,7,2,9,0,0,7,2,9,0,0,7,2,9,0,0,5,2,7,0,0,4,2,6,0,0,6,2,8,0,0,4,2,6,0,0,7,2,9,0,0,7,2,9,0,0,7,2,9
DAMIMAS_A21B_0427,txt,,26,4,1,14,10,1,26,1,8,6,1,16,1,8,6,1,16,1,7,5,1,14,1,7,5,1,14,1,7,5,1,14,1,7,5,1,14,1,8,6,1,16,1,8,6,1,16,1,9,6,1,17,1,1,1,1,4,1,8,5,1,15,1,8,6,1,16,1,8,6,1,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,8,6,1,16,1,8,6,1,16,1,7,6,1,15,1,6,4,1,12,1,4,3,1,9,1,8,5,1,15,1,4,3,1,9,1,8,5,1,15,1,7,5,1,14,1,7,5,1,14
DAMIMAS_A21B_0428,txt,,27,4,6,5,7,9,27,3,3,4,5,15,3,3,4,6,16,3,3,4,5,15,3,3,4,5,15,3,3,4,5,15,3,3,4,5,15,4,3,4,5,16,4,3,4,5,16,3,3,4,5,15,1,1,1,1,4,3,3,4,6,16,3,3,4,6,16,3,3,4,6,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,3,4,6,16,3,3,4,6,16,3,3,4,5,15,3,3,4,4,14,2,2,3,3,10,3,2,3,5,13,2,2,3,3,10,3,3,4,6,16,3,3,4,6,16,3,3,4,5,15
DAMIMAS_A21B_0429,txt,,36,4,4,7,16,9,36,2,4,9,5,20,2,5,10,6,23,2,4,9,5,20,2,4,9,5,20,2,4,9,5,20,2,4,9,5,20,2,4,9,5,20,2,4,9,5,20,2,4,10,5,21,1,1,1,1,4,2,5,10,6,23,2,5,10,6,23,2,5,10,6,23,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,5,10,6,23,2,5,10,6,23,2,4,10,6,22,2,4,8,5,19,2,3,5,3,13,2,4,9,6,21,2,3,5,3,13,2,5,10,6,23,2,4,10,6,22,2,4,10,6,22
DAMIMAS_A21B_0430,txt,,22,4,0,2,14,6,22,0,1,8,4,13,0,1,8,4,13,0,1,7,3,11,0,1,7,3,11,0,1,7,3,11,0,1,7,3,11,0,1,8,3,12,0,1,8,4,13,0,1,9,3,13,0,1,1,1,3,0,1,7,3,11,0,1,8,4,13,0,1,8,4,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,8,4,13,0,1,8,4,13,0,1,8,3,12,0,1,6,4,11,0,1,4,3,8,0,1,7,3,11,0,1,4,3,8,0,1,7,3,11,0,1,7,3,11,0,1,7,3,11
DAMIMAS_A21B_0431,txt,,14,4,0,7,7,0,14,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,0,1,1,0,2,0,4,4,0,8,0,4,4,0,8,0,4,4,0,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,4,4,0,8,0,4,4,0,8,0,3,4,0,7,0,3,4,0,7,0,2,3,0,5,0,4,3,0,7,0,2,3,0,5,0,4,4,0,8,0,3,4,0,7,0,3,4,0,7
DAMIMAS_A21B_0432,txt,,14,4,0,5,7,2,14,0,3,4,1,8,0,3,4,1,8,0,3,4,1,8,0,3,4,1,8,0,3,4,1,8,0,3,4,1,8,0,3,4,1,8,0,3,4,1,8,0,3,4,1,8,0,1,1,1,3,0,3,4,1,8,0,3,4,1,8,0,3,4,1,8,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,4,1,8,0,3,4,1,8,0,2,4,1,7,0,3,3,1,7,0,2,2,1,5,0,2,4,1,7,0,2,2,1,5,0,3,4,1,8,0,3,4,1,8,0,3,4,1,8
DAMIMAS_A21B_0433,txt,,20,4,5,1,14,0,20,3,1,8,0,12,3,1,8,0,12,3,1,7,0,11,3,1,7,0,11,3,1,7,0,11,3,1,7,0,11,3,1,8,0,12,3,1,8,0,12,3,1,9,0,13,1,1,1,0,3,3,1,8,0,12,2,1,8,0,11,2,1,8,0,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,8,0,11,2,1,8,0,11,2,1,8,0,11,2,1,6,0,9,2,1,4,0,7,2,1,7,0,10,2,1,4,0,7,3,1,8,0,12,3,1,8,0,12,2,1,8,0,11
DAMIMAS_A21B_0434,txt,,24,4,0,5,14,5,24,0,3,8,3,14,0,3,8,3,14,0,3,7,3,13,0,3,7,3,13,0,3,7,3,13,0,3,7,3,13,0,3,8,3,14,0,3,8,3,14,0,3,9,3,15,0,1,1,1,3,0,3,7,3,13,0,3,8,3,14,0,3,8,3,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,8,3,14,0,3,8,3,14,0,3,8,3,14,0,3,6,3,12,0,2,4,3,9,0,2,8,3,13,0,2,4,3,9,0,3,7,3,13,0,3,7,3,13,0,3,7,3,13
DAMIMAS_A21B_0435,txt,,15,4,5,6,4,0,15,3,3,2,0,8,2,3,2,0,7,3,3,2,0,8,3,3,2,0,8,3,3,2,0,8,3,3,2,0,8,3,3,2,0,8,3,3,2,0,8,3,4,2,0,9,1,1,1,0,3,2,3,2,0,7,2,3,2,0,7,2,3,2,0,7,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,2,0,7,2,3,2,0,7,2,3,2,0,7,2,3,2,0,7,2,2,1,0,5,2,3,2,0,7,2,2,1,0,5,2,3,2,0,7,2,3,2,0,7,2,3,2,0,7
DAMIMAS_A21B_0436,txt,,21,4,3,7,5,6,21,2,4,3,4,13,2,4,3,4,13,2,4,3,3,12,2,4,3,3,12,2,4,3,3,12,2,4,3,3,12,2,4,3,3,12,2,4,3,4,13,2,4,3,3,12,1,1,1,1,4,2,4,3,4,13,2,4,3,4,13,2,4,3,4,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,4,3,4,13,2,4,3,4,13,2,4,3,3,12,2,4,3,4,13,2,3,2,3,10,2,3,2,3,10,2,3,2,3,10,2,4,3,4,13,2,4,3,4,13,2,4,3,4,13
DAMIMAS_A21B_0437,txt,,27,4,4,5,12,6,27,2,3,7,4,16,2,3,7,4,16,2,3,6,3,14,2,3,6,3,14,2,3,6,3,14,2,3,6,3,14,2,3,7,3,15,2,3,7,3,15,2,3,7,3,15,2,1,1,1,5,2,3,7,4,16,2,3,7,4,16,2,3,7,4,16,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,7,4,16,2,3,7,4,16,2,3,7,4,16,2,3,6,3,14,2,2,5,2,11,2,2,6,3,13,2,2,5,2,11,2,3,7,4,16,2,3,7,4,16,2,3,7,4,16
DAMIMAS_A21B_0438,txt,,27,4,0,0,13,14,27,0,0,7,8,15,0,0,8,9,17,0,0,7,7,14,0,0,7,7,14,0,0,7,8,15,0,0,7,7,14,0,0,7,8,15,0,0,8,8,16,0,0,8,7,15,0,0,1,1,2,0,0,7,7,14,0,0,8,9,17,0,0,8,9,17,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,0,8,9,17,0,0,8,9,17,0,0,8,8,16,0,0,6,6,12,0,0,4,4,8,0,0,7,8,15,0,0,4,4,8,0,0,7,7,14,0,0,7,7,14,0,0,7,7,14
DAMIMAS_A21B_0439,txt,,10,4,1,8,1,0,10,1,4,1,0,6,0,4,1,0,5,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,5,1,0,7,1,1,1,0,3,0,4,1,0,5,0,4,1,0,5,1,4,1,0,6,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,4,1,0,6,1,3,1,0,5,1,3,1,0,5,1,3,1,0,5,0,4,1,0,5,0,4,1,0,5,1,4,1,0,6
DAMIMAS_A21B_0440,txt,,23,4,0,7,10,6,23,0,4,6,4,14,0,4,6,4,14,0,4,5,3,12,0,4,5,3,12,0,4,5,3,12,0,4,5,3,12,0,4,6,3,13,0,4,6,3,13,0,4,6,3,13,0,1,1,1,3,0,4,6,4,14,0,4,6,4,14,0,4,6,4,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,4,6,4,14,0,4,6,4,14,0,4,6,3,13,0,4,4,3,11,0,3,3,2,8,0,3,5,3,11,0,3,3,2,8,0,4,6,4,14,0,4,6,4,14,0,4,6,3,13
DAMIMAS_A21B_0441,txt,,21,4,2,4,13,2,21,1,2,7,1,11,1,2,7,1,11,1,2,7,1,11,1,3,7,1,12,1,2,7,1,11,1,2,7,1,11,1,2,7,1,11,1,2,8,1,12,1,2,8,1,12,1,1,1,1,4,1,2,7,1,11,1,2,7,1,11,1,3,7,1,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,3,7,1,12,1,3,7,1,12,1,3,7,1,12,1,3,6,1,11,1,3,4,1,9,1,3,6,1,11,1,3,4,1,9,1,2,7,1,11,1,3,7,1,12,1,3,7,1,12
DAMIMAS_A21B_0442,txt,,23,4,0,2,10,11,23,0,1,6,7,14,0,1,6,7,14,0,1,5,6,12,0,1,5,6,12,0,1,5,6,12,0,1,5,6,12,0,1,6,6,13,0,1,6,6,13,0,1,6,6,13,0,1,1,1,3,0,1,6,7,14,0,1,6,6,13,0,1,6,6,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,1,6,6,13,0,1,6,6,13,0,1,6,6,13,0,1,5,5,11,0,1,4,3,8,0,1,5,6,12,0,1,4,3,8,0,1,6,7,14,0,1,6,7,14,0,1,6,6,13
DAMIMAS_A21B_0443,txt,,20,4,2,8,8,2,20,1,4,4,1,10,1,5,5,1,12,1,4,4,1,10,1,4,4,1,10,1,4,4,1,10,1,4,4,1,10,1,5,5,1,12,1,5,5,1,12,1,5,5,1,12,1,1,1,1,4,1,5,5,1,12,1,4,5,1,11,1,4,5,1,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,5,5,1,12,1,5,5,1,12,1,4,5,1,11,1,4,4,1,10,1,4,3,1,9,1,4,4,1,10,1,4,3,1,9,1,5,5,1,12,1,4,5,1,11,1,4,5,1,11
DAMIMAS_A21B_0444,txt,,16,4,4,1,5,6,16,2,1,3,4,10,2,1,3,4,10,2,1,3,3,9,2,1,3,3,9,2,1,3,3,9,2,1,3,3,9,2,1,3,3,9,2,1,3,3,9,2,1,3,3,9,1,1,1,1,4,2,1,3,4,10,2,1,3,4,10,2,1,3,4,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,1,3,4,10,2,1,3,4,10,2,1,3,3,9,2,1,3,3,9,2,1,3,2,8,2,1,3,3,9,2,1,3,2,8,2,1,3,4,10,2,1,3,4,10,2,1,3,3,9
DAMIMAS_A21B_0445,txt,,18,4,3,3,8,4,18,2,2,4,2,10,2,2,4,2,10,2,2,4,2,10,2,2,4,2,10,2,2,4,2,10,2,2,4,2,10,2,2,4,2,10,2,2,5,2,11,2,2,5,2,11,1,1,1,1,4,2,2,4,2,10,1,2,4,2,9,1,2,4,2,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,4,2,10,2,2,4,2,10,1,2,4,2,9,1,2,4,2,9,1,2,3,1,7,1,2,4,2,9,1,2,3,1,7,2,2,4,2,10,2,2,4,2,10,1,2,4,2,9
DAMIMAS_A21B_0446,txt,,19,4,3,3,11,2,19,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,2,2,7,1,12,1,1,1,1,4,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11,2,2,5,1,10,1,2,4,1,8,1,2,5,1,9,1,2,4,1,8,2,2,6,1,11,2,2,6,1,11,2,2,6,1,11
DAMIMAS_A21B_0447,txt,,23,4,0,10,9,4,23,0,6,5,2,13,0,6,5,3,14,0,5,5,2,12,0,5,5,2,12,0,5,5,2,12,0,5,5,2,12,0,6,5,2,13,0,6,5,2,13,0,6,6,2,14,0,1,1,1,3,0,6,5,3,14,0,5,5,2,12,0,5,5,2,12,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,5,5,2,12,0,5,5,2,12,0,5,5,2,12,0,4,4,2,10,0,3,3,1,7,0,5,4,2,11,0,3,3,1,7,0,6,5,3,14,0,5,5,3,13,0,5,5,2,12
DAMIMAS_A21B_0448,txt,,18,4,2,5,7,4,18,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10,1,1,1,1,4,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,3,4,3,11,1,3,4,3,11,1,3,4,2,10,1,3,4,2,10,1,2,3,2,8,1,2,3,2,8,1,2,3,2,8,1,3,4,2,10,1,3,4,2,10,1,3,4,2,10
DAMIMAS_A21B_0449,txt,,23,4,0,5,17,1,23,0,3,9,1,13,0,3,10,1,14,0,3,9,1,13,0,3,9,1,13,0,3,9,1,13,0,3,9,1,13,0,3,10,1,14,0,3,10,1,14,0,3,10,1,14,0,1,1,1,3,0,3,10,1,14,0,3,9,1,13,0,3,9,1,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,9,1,13,0,3,9,1,13,0,3,9,1,13,0,3,8,1,12,0,2,6,1,9,0,2,8,1,11,0,2,6,1,9,0,3,9,1,13,0,3,10,1,14,0,3,9,1,13
DAMIMAS_A21B_0450,txt,,25,4,2,2,10,11,25,1,1,6,7,15,1,1,6,7,15,1,1,5,6,13,1,1,5,6,13,1,1,5,6,13,1,1,5,6,13,1,1,6,6,14,1,1,6,6,14,1,1,6,6,14,1,1,1,1,4,1,1,6,7,15,1,1,5,6,13,1,1,5,6,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,1,5,6,13,1,1,5,6,13,1,1,5,6,13,1,1,4,5,11,1,1,3,4,9,1,1,5,5,12,1,1,3,4,9,1,1,6,7,15,1,1,6,7,15,1,1,5,6,13
DAMIMAS_A21B_0451,txt,,17,4,2,8,5,2,17,1,4,3,1,9,1,4,3,1,9,1,4,3,1,9,1,4,3,1,9,1,4,3,1,9,1,4,3,1,9,1,5,3,1,10,1,5,3,1,10,1,5,3,1,10,1,1,1,1,4,1,4,3,1,9,1,4,3,1,9,1,4,3,1,9,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,4,3,1,9,1,4,3,1,9,1,4,3,1,9,1,4,3,1,9,1,3,3,1,8,1,4,3,1,9,1,3,3,1,8,1,4,3,1,9,1,4,3,1,9,1,4,3,1,9
DAMIMAS_A21B_0452,txt,,22,4,8,1,5,8,22,4,1,3,5,13,4,1,3,5,13,4,1,3,4,12,4,1,3,4,12,4,1,3,4,12,4,1,3,4,12,5,1,3,5,14,5,1,3,5,14,4,1,3,4,12,1,1,1,1,4,4,1,3,5,13,4,1,3,5,13,4,1,3,5,13,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,4,1,3,5,13,4,1,3,5,13,4,1,3,5,13,3,1,3,4,11,2,1,2,3,8,4,1,2,4,11,2,1,2,3,8,4,1,3,5,13,4,1,3,5,13,4,1,3,5,13
DAMIMAS_A21B_0453,txt,,19,4,2,3,12,2,19,1,2,7,1,11,1,2,7,1,11,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,6,1,10,1,2,7,1,11,1,2,7,1,11,1,2,7,1,11,2,1,1,1,5,1,2,7,1,11,1,2,7,1,11,1,2,7,1,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,1,2,7,1,11,1,2,7,1,11,1,2,7,1,11,1,2,6,1,10,1,2,5,1,9,1,2,5,1,9,1,2,5,1,9,1,2,7,1,11,1,2,7,1,11,1,2,7,1,11
DAMIMAS_A21B_0454,txt,,23,4,0,5,8,10,23,0,3,4,6,13,0,3,5,6,14,0,3,4,5,12,0,3,4,5,12,0,3,4,5,12,0,3,4,5,12,0,3,5,6,14,0,3,5,6,14,0,3,5,5,13,0,1,1,1,3,0,3,5,5,13,0,3,5,6,14,0,3,5,6,14,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,3,5,6,14,0,3,5,6,14,0,3,5,6,14,0,3,4,5,12,0,2,3,4,9,0,2,4,5,11,0,2,3,4,9,0,3,5,5,13,0,3,5,5,13,0,3,5,5,13
DAMIMAS_A21B_0455,txt,,21,4,0,11,8,2,21,0,6,4,1,11,0,6,5,1,12,0,6,4,1,11,0,6,4,1,11,0,6,4,1,11,0,6,4,1,11,0,6,5,1,12,0,6,5,1,12,0,7,5,1,13,0,1,1,1,3,0,7,5,1,13,0,6,4,1,11,0,6,4,1,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,0,6,4,1,11,0,6,4,1,11,0,5,4,1,10,0,4,4,1,9,0,3,3,1,7,0,6,4,1,11,0,3,3,1,7,0,5,4,1,10,0,5,5,1,11,0,5,4,1,10
DAMIMAS_A21B_0456,txt,,20,4,5,3,6,6,20,3,2,3,4,12,3,2,3,4,12,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,3,3,11,3,2,4,4,13,3,2,4,3,12,1,1,1,1,4,3,2,3,4,12,2,2,3,4,11,2,2,3,4,11,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,3,2,4,4,13,3,2,4,4,13,2,2,3,3,10,2,2,3,3,10,2,1,3,2,8,2,1,3,3,9,2,1,3,2,8,3,2,3,4,12,3,2,3,4,12,2,2,3,3,10
DAMIMAS_A21B_0457,txt,,26,4,3,4,14,5,26,2,2,8,3,15,2,2,8,3,15,2,2,7,3,14,2,2,7,3,14,2,2,7,3,14,2,2,7,3,14,2,2,8,3,15,2,2,8,3,15,2,2,9,3,16,1,1,1,1,4,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15,Y_MEDIANS not computed.,-1,-1,-1,-1,-4,2,3,8,3,16,2,3,8,3,16,2,2,8,3,15,2,2,7,3,14,1,2,5,2,10,1,2,7,3,13,1,2,5,2,10,2,2,8,3,15,2,2,8,3,15,2,2,8,3,15
