tree_id,split,B1_gt,B1_naive,B1_err,B2_gt,B2_naive,B2_err,B3_gt,B3_naive,B3_err,B4_gt,B4_naive,B4_err,total_gt,total_naive,MAE_overall
DAMIMAS_A21B_0400,train,0,0,0,4,8,4,2,4,2,4,7,3,10,19,2.25
DAMIMAS_A21B_0158,val,0,0,0,2,4,2,5,10,5,3,5,2,10,19,2.25
DAMIMAS_A21B_0401,train,0,0,0,0,0,0,8,14,6,2,2,0,10,16,1.5
DAMIMAS_A21B_0159,val,1,1,0,0,0,0,1,2,1,3,6,3,5,9,1.0
DAMIMAS_A21B_0402,train,0,0,0,1,1,0,8,13,5,2,4,2,11,18,1.75
DAMIMAS_A21B_0160,val,0,0,0,3,7,4,3,7,4,0,0,0,6,14,2.0
DAMIMAS_A21B_0403,train,2,4,2,5,9,4,4,7,3,3,4,1,14,24,2.5
DAMIMAS_A21B_0161,val,0,0,0,0,0,0,10,19,9,4,5,1,14,24,2.5
DAMIMAS_A21B_0404,train,3,7,4,3,4,1,3,4,1,0,0,0,9,15,1.5
DAMIMAS_A21B_0162,val,0,0,0,0,0,0,4,12,8,4,6,2,8,18,2.5
DAMIMAS_A21B_0405,train,1,1,0,1,2,1,6,10,4,1,1,0,9,14,1.25
DAMIMAS_A21B_0163,val,1,3,2,1,2,1,8,17,9,5,10,5,15,32,4.25
DAMIMAS_A21B_0406,train,1,2,1,0,0,0,6,11,5,3,4,1,10,17,1.75
DAMIMAS_A21B_0705,train,2,4,2,2,4,2,7,13,6,3,5,2,14,26,3.0
DAMIMAS_A21B_0407,train,2,4,2,4,6,2,7,11,4,1,2,1,14,23,2.25
DAMIMAS_A21B_0706,train,3,6,3,0,0,0,5,10,5,4,8,4,12,24,3.0
DAMIMAS_A21B_0408,train,2,5,3,6,9,3,3,7,4,0,0,0,11,21,2.5
DAMIMAS_A21B_0707,train,0,0,0,2,4,2,10,19,9,2,3,1,14,26,3.0
DAMIMAS_A21B_0409,train,3,6,3,0,0,0,6,10,4,0,0,0,9,16,1.75
DAMIMAS_A21B_0708,train,1,3,2,2,3,1,7,15,8,4,7,3,14,28,3.5
DAMIMAS_A21B_0410,train,2,5,3,1,2,1,13,21,8,2,3,1,18,31,3.25
DAMIMAS_A21B_0709,train,3,6,3,2,4,2,6,10,4,4,7,3,15,27,3.0
DAMIMAS_A21B_0411,train,2,5,3,4,7,3,5,10,5,0,0,0,11,22,2.75
DAMIMAS_A21B_0710,train,3,6,3,2,5,3,5,10,5,2,4,2,12,25,3.25
DAMIMAS_A21B_0412,train,1,2,1,4,9,5,2,5,3,0,0,0,7,16,2.25
DAMIMAS_A21B_0711,train,2,4,2,2,5,3,6,10,4,2,4,2,12,23,2.75
DAMIMAS_A21B_0413,train,2,4,2,1,2,1,7,12,5,4,8,4,14,26,3.0
DAMIMAS_A21B_0712,train,1,2,1,2,4,2,7,15,8,2,3,1,12,24,3.0
DAMIMAS_A21B_0414,train,0,0,0,0,0,0,6,14,8,0,0,0,6,14,2.0
DAMIMAS_A21B_0713,train,1,2,1,2,4,2,5,10,5,2,3,1,10,19,2.25
DAMIMAS_A21B_0415,train,1,2,1,6,9,3,7,10,3,0,0,0,14,21,1.75
DAMIMAS_A21B_0714,train,0,0,0,3,6,3,5,10,5,6,10,4,14,26,3.0
DAMIMAS_A21B_0416,train,2,3,1,3,9,6,2,5,3,3,8,5,10,25,3.75
DAMIMAS_A21B_0715,train,2,4,2,2,4,2,7,14,7,2,4,2,13,26,3.25
DAMIMAS_A21B_0417,train,2,4,2,2,4,2,5,12,7,3,5,2,12,25,3.25
DAMIMAS_A21B_0716,train,1,2,1,2,4,2,9,18,9,2,4,2,14,28,3.5
DAMIMAS_A21B_0418,train,0,0,0,1,2,1,8,14,6,6,11,5,15,27,3.0
DAMIMAS_A21B_0717,train,2,5,3,2,3,1,6,11,5,3,5,2,13,24,2.75
DAMIMAS_A21B_0419,train,0,0,0,5,10,5,5,10,5,2,3,1,12,23,2.75
DAMIMAS_A21B_0718,train,3,6,3,2,4,2,4,8,4,4,7,3,13,25,3.0
DAMIMAS_A21B_0420,train,0,0,0,4,6,2,0,0,0,0,0,0,4,6,0.5
DAMIMAS_A21B_0719,train,2,4,2,1,2,1,8,13,5,0,0,0,11,19,2.0
DAMIMAS_A21B_0720,train,3,7,4,0,0,0,9,16,7,1,2,1,13,25,3.0
DAMIMAS_A21B_0422,train,2,3,1,0,0,0,4,8,4,5,10,5,11,21,2.5
DAMIMAS_A21B_0721,train,2,4,2,2,3,1,9,18,9,2,3,1,15,28,3.25
DAMIMAS_A21B_0423,train,2,4,2,6,9,3,5,7,2,2,3,1,15,23,2.0
DAMIMAS_A21B_0722,train,1,2,1,2,4,2,7,11,4,2,4,2,12,21,2.25
DAMIMAS_A21B_0424,train,3,6,3,1,2,1,4,7,3,0,0,0,8,15,1.75
DAMIMAS_A21B_0723,train,2,4,2,4,9,5,7,14,7,4,9,5,17,36,4.75
DAMIMAS_A21B_0425,train,0,0,0,3,5,2,6,11,5,2,4,2,11,20,2.25
DAMIMAS_A21B_0724,train,1,3,2,3,6,3,2,5,3,1,3,2,7,17,2.5
DAMIMAS_A21B_0426,train,0,0,0,0,0,0,7,13,6,2,4,2,9,17,2.0
DAMIMAS_A21B_0725,train,0,0,0,2,4,2,4,7,3,1,1,0,7,12,1.25
DAMIMAS_A21B_0427,train,1,1,0,7,13,6,6,11,5,1,1,0,15,26,2.75
DAMIMAS_A21B_0726,train,2,4,2,2,4,2,8,16,8,2,3,1,14,27,3.25
DAMIMAS_A21B_0428,train,3,6,3,3,6,3,3,6,3,5,9,4,14,27,3.25
DAMIMAS_A21B_0727,train,3,6,3,1,2,1,10,19,9,3,5,2,17,32,3.75
DAMIMAS_A21B_0429,train,3,7,4,2,4,2,9,16,7,5,9,4,19,36,4.25
DAMIMAS_A21B_0728,train,2,4,2,2,4,2,6,12,6,4,8,4,14,28,3.5
DAMIMAS_A21B_0430,train,0,0,0,1,2,1,8,14,6,4,6,2,13,22,2.25
DAMIMAS_A21B_0729,train,3,7,4,1,2,1,9,18,9,1,1,0,14,28,3.5
DAMIMAS_A21B_0431,train,0,0,0,4,7,3,6,7,1,0,0,0,10,14,1.0
DAMIMAS_A21B_0730,train,2,4,2,2,4,2,3,6,3,1,2,1,8,16,2.0
DAMIMAS_A21B_0432,train,0,0,0,2,5,3,4,6,2,2,3,1,8,14,1.5
DAMIMAS_A21B_0731,train,0,0,0,0,0,0,6,13,7,0,0,0,6,13,1.75
DAMIMAS_A21B_0433,train,3,6,3,0,0,0,7,13,6,0,0,0,10,19,2.25
DAMIMAS_A21B_0732,train,0,0,0,0,0,0,6,12,6,4,4,0,10,16,1.5
DAMIMAS_A21B_0434,train,0,0,0,3,7,4,7,14,7,3,3,0,13,24,2.75
DAMIMAS_A21B_0733,train,0,0,0,0,0,0,6,12,6,4,8,4,10,20,2.5
DAMIMAS_A21B_0435,train,2,5,3,4,6,2,3,5,2,0,0,0,9,16,1.75
DAMIMAS_A21B_0734,train,1,2,1,1,2,1,5,9,4,2,3,1,9,16,1.75
DAMIMAS_A21B_0436,train,2,4,2,3,5,2,4,7,3,3,5,2,12,21,2.25
DAMIMAS_A21B_0735,train,0,0,0,0,0,0,8,16,8,1,1,0,9,17,2.0
DAMIMAS_A21B_0437,train,2,4,2,2,4,2,6,11,5,4,7,3,14,26,3.0
DAMIMAS_A21B_0736,train,0,0,0,1,2,1,8,14,6,2,4,2,11,20,2.25
DAMIMAS_A21B_0438,train,0,0,0,0,0,0,7,15,8,6,12,6,13,27,3.5
DAMIMAS_A21B_0737,train,0,0,0,0,0,0,5,12,7,2,3,1,7,15,2.0
DAMIMAS_A21B_0439,train,0,0,0,5,10,5,0,0,0,0,0,0,5,10,1.25
DAMIMAS_A21B_0738,train,0,0,0,0,0,0,9,15,6,1,2,1,10,17,1.75
DAMIMAS_A21B_0440,train,0,0,0,3,7,4,5,9,4,4,7,3,12,23,2.75
DAMIMAS_A21B_0739,train,0,0,0,0,0,0,7,14,7,4,7,3,11,21,2.5
DAMIMAS_A21B_0441,train,1,2,1,4,6,2,7,11,4,2,2,0,14,21,1.75
DAMIMAS_A21B_0740,train,1,2,1,1,2,1,7,12,5,4,6,2,13,22,2.25
DAMIMAS_A21B_0442,train,0,0,0,1,2,1,5,11,6,6,10,4,12,23,2.75
DAMIMAS_A21B_0741,train,1,2,1,2,5,3,6,13,7,3,6,3,12,26,3.5
DAMIMAS_A21B_0443,train,1,2,1,5,8,3,5,9,4,1,1,0,12,20,2.0
DAMIMAS_A21B_0742,train,1,2,1,1,2,1,2,5,3,0,0,0,4,9,1.25
DAMIMAS_A21B_0444,train,2,5,3,1,2,1,3,4,1,3,5,2,9,16,1.75
DAMIMAS_A21B_0743,train,0,0,0,0,0,0,4,7,3,5,7,2,9,14,1.25
DAMIMAS_A21B_0445,train,2,4,2,2,4,2,4,6,2,3,4,1,11,18,1.75
DAMIMAS_A21B_0744,train,0,0,0,2,4,2,5,9,4,0,0,0,7,13,1.5
DAMIMAS_A21B_0446,train,2,5,3,0,0,0,6,11,5,2,3,1,10,19,2.25
DAMIMAS_A21B_0745,train,2,4,2,0,0,0,9,16,7,4,7,3,15,27,3.0
DAMIMAS_A21B_0447,train,0,0,0,5,10,5,5,9,4,2,4,2,12,23,2.75
DAMIMAS_A21B_0746,train,1,2,1,2,4,2,6,10,4,3,6,3,12,22,2.5
DAMIMAS_A21B_0448,train,1,2,1,3,6,3,4,6,2,3,4,1,11,18,1.75
DAMIMAS_A21B_0747,train,0,0,0,3,7,4,8,16,8,4,9,5,15,32,4.25
DAMIMAS_A21B_0449,train,0,0,0,3,6,3,10,16,6,1,1,0,14,23,2.25
DAMIMAS_A21B_0748,train,2,4,2,0,0,0,8,15,7,3,4,1,13,23,2.5
DAMIMAS_A21B_0450,train,1,3,2,1,1,0,5,10,5,7,11,4,14,25,2.75
DAMIMAS_A21B_0749,train,2,4,2,2,4,2,7,13,6,3,5,2,14,26,3.0
DAMIMAS_A21B_0451,train,1,2,1,3,7,4,4,6,2,1,2,1,9,17,2.0
DAMIMAS_A21B_0750,train,0,0,0,0,0,0,5,10,5,1,2,1,6,12,1.5
DAMIMAS_A21B_0452,train,4,8,4,1,1,0,2,4,2,5,9,4,12,22,2.5
DAMIMAS_A21B_0751,train,2,4,2,2,5,3,6,13,7,1,1,0,11,23,3.0
DAMIMAS_A21B_0453,train,3,6,3,0,0,0,6,11,5,2,2,0,11,19,2.0
DAMIMAS_A21B_0752,train,1,3,2,1,2,1,4,8,4,0,0,0,6,13,1.75
DAMIMAS_A21B_0454,train,0,0,0,2,5,3,5,8,3,7,10,3,14,23,2.25
DAMIMAS_A21B_0753,train,1,3,2,1,2,1,6,12,6,0,0,0,8,17,2.25
DAMIMAS_A21B_0455,train,0,0,0,5,13,8,3,6,3,1,2,1,9,21,3.0
DAMIMAS_A21B_0754,train,1,1,0,1,2,1,0,0,0,0,0,0,2,3,0.25
DAMIMAS_A21B_0456,train,3,6,3,2,3,1,2,4,2,4,7,3,11,20,2.25
DAMIMAS_A21B_0755,train,1,3,2,1,2,1,5,9,4,2,4,2,9,18,2.25
DAMIMAS_A21B_0457,train,2,4,2,3,5,2,7,12,5,4,5,1,16,26,2.5
DAMIMAS_A21B_0756,train,0,0,0,0,0,0,8,17,9,4,6,2,12,23,2.75
DAMIMAS_A21B_0458,train,0,0,0,3,6,3,5,8,3,4,7,3,12,21,2.25
DAMIMAS_A21B_0757,train,0,0,0,1,2,1,10,20,10,0,0,0,11,22,2.75
DAMIMAS_A21B_0459,train,3,7,4,4,9,5,1,2,1,0,0,0,8,18,2.5
DAMIMAS_A21B_0758,train,1,2,1,3,6,3,0,0,0,2,2,0,6,10,1.0
DAMIMAS_A21B_0460,train,3,5,2,3,5,2,5,9,4,4,5,1,15,24,2.25
DAMIMAS_A21B_0759,train,0,0,0,0,0,0,6,14,8,5,7,2,11,21,2.5
DAMIMAS_A21B_0461,train,0,0,0,3,5,2,8,13,5,0,0,0,11,18,1.75
DAMIMAS_A21B_0760,train,0,0,0,0,0,0,5,11,6,3,6,3,8,17,2.25
DAMIMAS_A21B_0462,train,3,6,3,0,0,0,5,11,6,3,3,0,11,20,2.25
DAMIMAS_A21B_0761,train,1,2,1,2,4,2,7,12,5,3,5,2,13,23,2.5
DAMIMAS_A21B_0463,train,1,3,2,4,8,4,4,8,4,1,1,0,10,20,2.5
DAMIMAS_A21B_0762,train,0,0,0,1,2,1,4,8,4,0,0,0,5,10,1.25
DAMIMAS_A21B_0464,train,3,7,4,1,1,0,2,4,2,2,3,1,8,15,1.75
DAMIMAS_A21B_0763,train,0,0,0,0,0,0,1,3,2,0,0,0,1,3,0.5
DAMIMAS_A21B_0465,train,2,5,3,1,2,1,3,4,1,1,2,1,7,13,1.5
DAMIMAS_A21B_0764,train,0,0,0,1,2,1,4,7,3,2,3,1,7,12,1.25
DAMIMAS_A21B_0466,train,0,0,0,0,0,0,6,9,3,1,2,1,7,11,1.0
DAMIMAS_A21B_0765,train,2,4,2,1,2,1,4,9,5,2,3,1,9,18,2.25
DAMIMAS_A21B_0467,train,2,4,2,4,6,2,4,6,2,1,1,0,11,17,1.5
DAMIMAS_A21B_0766,train,1,2,1,1,2,1,3,6,3,2,4,2,7,14,1.75
DAMIMAS_A21B_0468,train,3,6,3,0,0,0,4,7,3,5,7,2,12,20,2.0
DAMIMAS_A21B_0767,train,1,3,2,2,4,2,4,8,4,1,1,0,8,16,2.0
DAMIMAS_A21B_0469,train,0,0,0,3,6,3,5,10,5,3,4,1,11,20,2.25
DAMIMAS_A21B_0768,train,2,5,3,1,2,1,5,9,4,0,0,0,8,16,2.0
DAMIMAS_A21B_0470,train,3,7,4,4,7,3,3,5,2,2,3,1,12,22,2.5
DAMIMAS_A21B_0769,train,0,0,0,1,2,1,10,18,8,4,6,2,15,26,2.75
DAMIMAS_A21B_0471,train,2,4,2,7,11,4,4,7,3,2,4,2,15,26,2.75
DAMIMAS_A21B_0770,train,0,0,0,2,3,1,7,12,5,2,4,2,11,19,2.0
DAMIMAS_A21B_0472,train,0,0,0,6,11,5,3,4,1,5,8,3,14,23,2.25
DAMIMAS_A21B_0771,train,0,0,0,3,7,4,4,7,3,1,1,0,8,15,1.75
DAMIMAS_A21B_0473,train,1,3,2,2,3,1,3,5,2,0,0,0,6,11,1.25
DAMIMAS_A21B_0772,train,2,5,3,0,0,0,2,4,2,0,0,0,4,9,1.25
DAMIMAS_A21B_0474,train,2,4,2,2,3,1,6,8,2,4,6,2,14,21,1.75
DAMIMAS_A21B_0773,train,1,3,2,1,2,1,5,10,5,1,1,0,8,16,2.0
DAMIMAS_A21B_0475,train,0,0,0,6,9,3,4,7,3,2,3,1,12,19,1.75
DAMIMAS_A21B_0774,train,1,1,0,1,1,0,6,6,0,0,0,0,8,8,0.0
DAMIMAS_A21B_0476,train,0,0,0,4,7,3,3,5,2,2,5,3,9,17,2.0
DAMIMAS_A21B_0477,val,0,0,0,0,0,0,5,10,5,0,0,0,5,10,1.25
DAMIMAS_A21B_0478,val,3,6,3,1,2,1,4,8,4,6,11,5,14,27,3.25
DAMIMAS_A21B_0479,val,1,2,1,4,7,3,4,9,5,2,2,0,11,20,2.25
DAMIMAS_A21B_0480,val,2,4,2,3,6,3,4,7,3,3,6,3,12,23,2.75
DAMIMAS_A21B_0481,val,1,2,1,2,4,2,3,6,3,1,1,0,7,13,1.5
DAMIMAS_A21B_0482,val,1,2,1,3,6,3,4,7,3,5,9,4,13,24,2.75
DAMIMAS_A21B_0483,val,2,4,2,4,9,5,2,4,2,2,2,0,10,19,2.25
DAMIMAS_A21B_0484,val,1,2,1,4,7,3,3,4,1,3,5,2,11,18,1.75
DAMIMAS_A21B_0485,val,1,2,1,2,5,3,5,11,6,2,2,0,10,20,2.5
DAMIMAS_A21B_0486,val,0,0,0,2,6,4,2,6,4,3,9,6,7,21,3.5
DAMIMAS_A21B_0487,val,0,0,0,5,10,5,5,9,4,1,2,1,11,21,2.5
DAMIMAS_A21B_0519,val,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
DAMIMAS_A21B_0775,train,0,0,0,1,2,1,8,14,6,1,1,0,10,17,1.75
DAMIMAS_A21B_0776,train,1,2,1,1,3,2,6,9,3,2,3,1,10,17,1.75
DAMIMAS_A21B_0777,train,3,6,3,0,0,0,4,9,5,2,3,1,9,18,2.25
DAMIMAS_A21B_0778,train,0,0,0,0,0,0,3,5,2,3,4,1,6,9,0.75
DAMIMAS_A21B_0779,train,1,3,2,1,3,2,3,8,5,0,0,0,5,14,2.25
DAMIMAS_A21B_0854,train,12,12,0,4,4,0,17,17,0,9,9,0,42,42,0.0
